Application_ID,Customer_ID,Application_Date,Age,Annual_Income,Credit_Score,Employment_Years,Loan_Amount,Loan_Tenure_Months,Existing_Loans,Previous_Defaults,Monthly_Expenses,Savings,Dependents,Gender,Employment_Type,Education_Level,Location,Loan_Type,Marital_Status,Payment_History,Loan_Defaulted
APP101394,CUST11394,2025-09-26,46,179147.0,668.0,11,849235,60,1,0,13255.0,545987,5,Male,Business,Graduate,Rural,Home,Married,Average,0
APP101395,CUST11395,2024-06-06,52,158431.0,802.0,14,1279273,60,2,0,73235.0,903868,4,Female,Self-Employed,Graduate,Semi-Urban,Education,Married,Good,0
APP101396,CUST11396,2023-12-16,30,147048.0,734.0,1,1741683,36,3,0,53169.0,845416,4,Female,Salaried,High School,Rural,Personal,Married,Average,0
APP101397,CUST11397,2023-11-12,36,60056.0,,28,929793,60,5,1,5372.0,842795,3,Male,,High School,Urban,Home,Married,Good,1
APP101398,CUST11398,2025-07-31,27,69831.0,672.0,29,63698,48,0,1,58179.0,798501,2,Female,Business,High School,Semi-Urban,Home,Married,Average,0
APP101399,CUST11399,2025-07-01,37,77191.0,729.0,29,1002064,12,3,0,62649.0,636103,1,Female,Salaried,Graduate,Urban,Home,Married,Excellent,0
APP101400,CUST11400,2024-10-13,43,,726.0,16,65376,12,2,0,23898.0,976789,3,Female,Salaried,Graduate,Semi-Urban,Personal,Married,Good,0
APP101401,CUST11401,2024-09-26,46,126117.0,660.0,6,526870,84,5,2,55083.0,109726,3,Female,Salaried,Postgraduate,Semi-Urban,Education,Married,Good,0
APP101402,CUST11402,2025-10-07,41,32671.0,697.0,12,325261,24,2,0,28855.0,861495,4,Female,Salaried,Graduate,Urban,Education,Single,Poor,0
APP101403,CUST11403,2024-08-15,42,45048.0,757.0,0,286591,72,5,0,39758.0,286243,4,Male,Salaried,Graduate,Semi-Urban,Personal,Married,Good,1
APP101404,CUST11404,2024-03-19,27,43963.0,588.0,5,1023885,48,5,0,14607.0,980481,3,Male,Contract,Graduate,Urban,Business,Married,Good,1
APP101405,CUST11405,2024-09-12,34,61954.0,744.0,12,1529748,36,2,0,79089.0,544910,4,Male,Business,Graduate,Urban,Vehicle,Married,Excellent,0
APP101406,CUST11406,2025-01-25,35,113430.0,729.0,10,1147362,72,2,1,10383.0,424497,2,Female,Business,Graduate,Rural,Personal,Married,Good,0
APP101407,CUST11407,2024-05-11,27,18717.0,779.0,9,687293,12,3,0,65112.0,306577,1,Female,Salaried,Postgraduate,Rural,Vehicle,Single,Good,1
APP101408,CUST11408,2025-02-11,29,29676.0,636.0,15,1317426,60,0,0,5715.0,44875,1,Female,Contract,Graduate,Urban,Education,Single,Average,1
APP101409,CUST11409,2024-01-09,28,,690.0,26,378624,84,2,0,14837.0,217139,1,Male,Self-Employed,Postgraduate,Semi-Urban,Vehicle,Single,Good,1
APP101410,CUST11410,2023-07-03,43,136696.0,705.0,25,737055,84,4,2,62886.0,920813,3,Male,Business,Graduate,Urban,Home,Married,Good,0
APP101411,CUST11411,2023-02-01,49,148830.0,745.0,23,889665,24,0,0,55699.0,665492,5,Male,Salaried,Graduate,Urban,Vehicle,Married,Excellent,0
APP101412,CUST11412,2023-10-10,38,22994.0,722.0,22,1471742,24,4,1,84486.0,624220,3,Male,Salaried,Graduate,Rural,Vehicle,Married,Excellent,1
APP101413,CUST11413,2025-04-15,51,22234.0,597.0,19,1514294,12,3,0,78528.0,849448,3,Male,Business,High School,Urban,Education,Married,Good,0
APP101414,CUST11414,2025-05-22,50,87300.0,712.0,16,493226,48,2,1,31817.0,179311,2,Male,Salaried,Postgraduate,Urban,Business,Single,Good,1
APP101415,CUST11415,2024-11-16,59,61949.0,840.0,16,1085752,84,0,0,54803.0,590179,1,Male,Contract,Postgraduate,Urban,Vehicle,Single,Good,1
APP101416,CUST11416,2024-04-06,55,55405.0,736.0,3,1057845,72,2,0,83893.0,374110,4,Male,Salaried,Graduate,Urban,Education,Married,Average,1
APP101417,CUST11417,2025-05-20,38,52872.0,813.0,4,142529,24,5,0,75278.0,360487,4,Female,Contract,Postgraduate,Urban,Home,Married,Excellent,0
APP101418,CUST11418,2025-09-10,62,60215.0,768.0,27,1565697,12,2,1,65345.0,568838,0,Female,Salaried,High School,Semi-Urban,Vehicle,Married,Good,0
APP101419,CUST11419,2024-01-03,59,41185.0,792.0,22,1864360,48,0,0,18369.0,646583,0,Female,Salaried,Graduate,Urban,Vehicle,Married,Average,1
APP101420,CUST11420,2024-10-19,37,59153.0,713.0,13,1538281,12,2,0,65428.0,778380,5,Male,Self-Employed,Postgraduate,Urban,Home,Single,Good,1
APP101421,CUST11421,2023-06-15,34,95535.0,729.0,19,1723783,12,2,0,10044.0,294340,4,Male,Self-Employed,Graduate,Urban,Personal,Single,Good,1
APP101422,CUST11422,2025-09-26,51,151653.0,709.0,9,1968541,48,1,0,70123.0,217601,1,Male,Self-Employed,High School,Urban,Business,Single,Good,1
APP101423,CUST11423,2024-08-24,44,69717.0,690.0,13,524381,48,1,1,80824.0,845281,3,Female,Salaried,High School,Urban,Home,Single,Good,1
APP101424,CUST11424,2024-08-16,55,20763.0,746.0,27,522803,48,0,0,12261.0,227566,4,Male,Salaried,Graduate,Urban,Home,Married,Excellent,1
APP101425,CUST11425,2023-05-06,64,110910.0,651.0,0,1584851,12,0,1,23064.0,838790,5,Female,Salaried,Graduate,Urban,Home,Married,Excellent,1
APP101426,CUST11426,2023-02-07,65,73480.0,831.0,10,1821246,24,5,0,80335.0,44513,5,Female,Salaried,High School,Urban,Personal,Married,Excellent,1
APP101427,CUST11427,2023-12-14,54,136094.0,620.0,25,259870,36,5,3,74058.0,240010,4,Male,Self-Employed,Graduate,Urban,Home,Married,Average,0
APP101428,CUST11428,2025-01-06,23,174379.0,751.0,22,643695,36,2,0,18690.0,246943,0,Female,Salaried,High School,Semi-Urban,Personal,Married,Good,0
APP101429,CUST11429,2025-01-03,57,29064.0,793.0,17,1696673,12,4,0,7057.0,175100,1,Male,Salaried,Graduate,Urban,Business,Married,Poor,1
APP101430,CUST11430,2024-03-01,63,,677.0,15,329373,12,0,0,42589.0,347625,4,Female,Contract,Postgraduate,Urban,Personal,Married,Average,0
APP101431,CUST11431,2024-10-09,60,55548.0,607.0,28,616464,24,2,1,19559.0,93915,3,Male,Salaried,Graduate,Semi-Urban,Business,Single,Good,1
APP101432,CUST11432,2023-10-13,46,24476.0,777.0,26,669113,48,4,0,18692.0,916222,3,Male,Self-Employed,Graduate,Rural,Business,Married,Average,1
APP101433,CUST11433,2023-11-16,43,108101.0,705.0,17,970764,12,1,0,53429.0,43877,2,Male,Salaried,High School,Rural,Business,Married,Excellent,0
APP101434,CUST11434,2024-05-26,64,20382.0,751.0,7,1196131,84,5,1,70738.0,683185,3,Female,Salaried,Graduate,Rural,Education,Married,Good,1
APP101435,CUST11435,2023-08-13,59,176018.0,682.0,27,577433,60,0,1,21972.0,595739,4,Male,Self-Employed,High School,Rural,Business,Married,Poor,0
APP101436,CUST11436,2024-05-20,35,97698.0,820.0,9,1195865,48,2,1,46530.0,553136,4,Male,Salaried,Graduate,Semi-Urban,Personal,Married,Excellent,0
APP101437,CUST11437,2025-01-11,24,171407.0,531.0,25,1761738,84,1,0,80073.0,411885,3,Male,Salaried,High School,Rural,Education,Single,Good,1
APP101438,CUST11438,2025-10-25,49,63095.0,718.0,9,838695,12,3,0,72178.0,277019,0,Male,Business,Graduate,Semi-Urban,Home,Married,Excellent,1
APP101439,CUST11439,2024-04-12,42,147974.0,791.0,4,470129,60,1,1,6365.0,347533,1,Male,Business,Graduate,Urban,Home,Married,Good,0
APP101440,CUST11440,2025-07-26,45,45197.0,698.0,9,107788,84,2,0,70544.0,859393,5,Female,Business,Graduate,Urban,Vehicle,Married,Excellent,1
APP101441,CUST11441,2025-02-03,33,145619.0,713.0,17,1762091,72,5,0,54683.0,627264,4,Female,Self-Employed,Graduate,Semi-Urban,Business,Single,Good,0
APP101442,CUST11442,2023-06-12,38,40010.0,657.0,20,1754858,24,4,0,63896.0,955697,3,Female,Salaried,Graduate,Rural,Vehicle,Married,Average,1
APP101443,CUST11443,2024-10-14,53,173195.0,692.0,23,777591,60,3,2,23001.0,105091,5,Male,Salaried,High School,Urban,Business,Married,Excellent,0
APP101444,CUST11444,2025-06-19,36,105923.0,565.0,5,201744,12,3,0,11722.0,763312,3,Male,Business,High School,Urban,Business,Married,Average,0
APP101445,CUST11445,2025-03-18,65,151962.0,636.0,2,1268174,36,5,1,25100.0,21552,4,Male,Salaried,Graduate,Semi-Urban,Personal,Single,Excellent,1
APP101446,CUST11446,2023-03-23,62,148526.0,631.0,7,1930352,84,3,0,22460.0,169354,2,Female,Salaried,Graduate,Semi-Urban,Personal,Married,Excellent,0
APP101447,CUST11447,2024-04-25,64,127162.0,740.0,30,959251,12,0,1,66645.0,172275,1,Female,Salaried,High School,Rural,Home,Single,Good,0
APP101448,CUST11448,2024-05-30,22,138927.0,647.0,29,462230,36,2,0,74551.0,395826,4,Male,Salaried,Postgraduate,Rural,Education,Married,Average,1
APP101449,CUST11449,2023-07-06,55,26026.0,649.0,8,1696216,24,3,0,73498.0,238901,5,Female,Salaried,Graduate,Urban,Home,Single,Average,1
APP101450,CUST11450,2023-05-26,62,82925.0,662.0,4,534495,24,1,0,9840.0,744896,3,Female,Salaried,Graduate,Urban,Business,Married,Excellent,1
APP101451,CUST11451,2025-10-02,54,86842.0,634.0,28,1401044,48,4,1,55064.0,625626,2,Male,Self-Employed,High School,Urban,Education,Married,Excellent,1
APP101452,CUST11452,2023-06-01,50,51665.0,710.0,1,1606321,84,2,0,53105.0,81105,4,Female,Salaried,Graduate,Rural,Vehicle,Single,Average,1
APP101453,CUST11453,2023-04-03,33,27277.0,718.0,1,930507,48,5,1,10699.0,882234,1,Male,Self-Employed,Graduate,Urban,Business,Single,Good,1
APP101454,CUST11454,2025-11-20,33,66008.0,752.0,6,1325286,36,1,0,10922.0,860172,2,Female,Business,Graduate,Urban,Personal,Single,Excellent,1
APP101455,CUST11455,2024-06-23,38,32683.0,739.0,16,744058,36,0,0,29919.0,78301,5,Female,Salaried,Graduate,Urban,Home,Married,Good,1
APP101456,CUST11456,2024-10-10,52,149742.0,731.0,9,913601,24,3,0,63536.0,998736,3,Female,Salaried,Graduate,Urban,Home,Married,Average,0
APP101457,CUST11457,2024-08-24,52,166961.0,665.0,11,1908392,60,1,0,31508.0,423144,0,Male,Salaried,High School,Urban,Vehicle,Married,Excellent,1
APP101458,CUST11458,2023-02-18,55,96542.0,661.0,1,577800,36,2,0,30278.0,447126,1,Female,Salaried,Graduate,Rural,Home,Married,Excellent,1
APP101459,CUST11459,2024-06-24,59,72319.0,625.0,9,736860,36,1,0,19862.0,19679,2,Male,Self-Employed,Postgraduate,Semi-Urban,Home,Married,Good,0
APP101460,CUST11460,2023-06-05,49,110067.0,623.0,19,1222351,84,0,2,18598.0,104421,4,Female,Salaried,Postgraduate,Rural,Education,Married,Good,1
APP101461,CUST11461,2025-02-13,49,170711.0,705.0,0,128743,60,4,2,72434.0,39173,4,Male,Salaried,Postgraduate,Urban,Business,Married,Excellent,1
APP101462,CUST11462,2024-06-29,64,165705.0,636.0,3,397786,48,3,0,29774.0,836331,2,Male,Salaried,Graduate,Semi-Urban,Education,Single,Average,0
APP101463,CUST11463,2024-10-11,36,86975.0,800.0,12,441731,48,2,0,57384.0,315009,4,Male,Business,Postgraduate,Semi-Urban,Education,Married,Average,0
APP101464,CUST11464,2025-09-27,64,119158.0,687.0,11,654146,36,3,0,7822.0,43182,2,Female,Salaried,Postgraduate,Urban,Home,Single,Good,0
APP101465,CUST11465,2025-12-16,30,29577.0,803.0,10,1677664,84,3,2,42252.0,568397,1,Male,Business,Graduate,Urban,Business,Married,Excellent,1
APP101466,CUST11466,2023-06-24,50,95299.0,733.0,28,1554932,48,5,0,18052.0,664534,4,Female,Self-Employed,Graduate,Semi-Urban,Home,Single,Poor,0
APP101467,CUST11467,2023-01-27,45,38176.0,632.0,9,1723228,48,3,0,88574.0,415277,1,Male,Salaried,Graduate,Semi-Urban,Home,Single,Good,0
APP101468,CUST11468,2023-05-27,59,81972.0,685.0,14,1604109,72,1,0,87511.0,636334,3,Male,Salaried,,Urban,Education,Single,Good,1
APP101469,CUST11469,2025-05-17,40,138018.0,564.0,4,1363107,84,1,0,18269.0,751291,3,Male,Salaried,Postgraduate,Urban,Personal,Married,Poor,0
APP101470,CUST11470,2023-09-22,25,37996.0,704.0,24,237232,48,4,0,73577.0,463965,3,Male,,Graduate,Urban,Personal,Single,Average,0
APP101471,CUST11471,2023-09-15,21,118922.0,639.0,16,778927,24,0,0,,236042,3,Female,Salaried,Postgraduate,Urban,Education,Married,Good,0
APP101472,CUST11472,2025-04-06,50,104598.0,606.0,27,1231447,12,2,0,74915.0,594812,4,Female,Salaried,Graduate,Urban,Education,Single,Good,1
APP101473,CUST11473,2025-01-12,23,53931.0,804.0,4,169095,36,1,0,12661.0,198180,2,Male,Salaried,Graduate,Urban,Home,Single,Excellent,0
APP101474,CUST11474,2024-12-10,65,142168.0,767.0,1,1658412,36,3,0,69547.0,870244,4,Female,Self-Employed,Postgraduate,Urban,Business,Single,Average,0
APP101475,CUST11475,2025-12-29,34,141099.0,765.0,8,1001399,24,0,1,77503.0,734981,5,Female,Contract,Postgraduate,Semi-Urban,Home,Single,Average,0
APP101476,CUST11476,2025-11-14,50,52693.0,749.0,5,140450,12,2,0,65614.0,386086,4,Male,Self-Employed,Graduate,Rural,Home,Single,Good,0
APP101477,CUST11477,2023-08-07,24,126944.0,597.0,17,1728533,12,2,0,86210.0,902004,1,Female,Salaried,Postgraduate,Urban,Vehicle,Single,Average,0
APP101478,CUST11478,2024-07-14,38,35374.0,660.0,13,916603,24,2,0,18531.0,950985,2,Female,Contract,Graduate,Urban,Home,Single,Average,1
APP101479,CUST11479,2025-06-10,57,99471.0,665.0,18,1532171,60,2,0,,581226,0,Male,Salaried,Graduate,Urban,Business,Single,Excellent,1
APP101480,CUST11480,2025-11-29,45,63913.0,562.0,13,357558,60,4,0,58000.0,691636,0,Female,Salaried,Postgraduate,Semi-Urban,Home,Single,Good,1
APP101481,CUST11481,2024-08-19,21,141683.0,648.0,7,1695935,12,2,0,23565.0,523344,2,Male,Salaried,Postgraduate,Semi-Urban,Education,Married,Good,1
APP101482,CUST11482,2023-12-09,35,62516.0,649.0,16,1735672,60,0,0,5832.0,488349,0,Female,Salaried,Graduate,Semi-Urban,Business,Married,Average,1
APP101483,CUST11483,2024-05-17,29,105796.0,699.0,27,1599460,60,1,0,51978.0,331994,2,Male,Salaried,,Semi-Urban,Education,Single,Excellent,1
APP101484,CUST11484,2024-03-25,35,44069.0,850.0,2,1035848,60,0,0,87941.0,393337,1,Female,Self-Employed,Graduate,Rural,Vehicle,Single,Good,1
APP101485,CUST11485,2023-12-02,44,136333.0,688.0,28,1177167,12,3,0,15185.0,428817,1,Female,Salaried,Postgraduate,Rural,Vehicle,Married,Good,0
APP101486,CUST11486,2023-01-04,24,102811.0,699.0,9,798501,60,5,0,8492.0,55324,4,Female,Salaried,Postgraduate,Urban,Business,Single,Excellent,1
APP101487,CUST11487,2025-01-28,32,136028.0,671.0,16,1065807,36,4,0,63238.0,681624,0,Female,Salaried,Postgraduate,Rural,Personal,Married,Excellent,1
APP101488,CUST11488,2024-05-31,57,57178.0,745.0,26,316441,72,4,0,63859.0,870858,2,Female,Business,Graduate,Semi-Urban,Personal,Married,Good,0
APP101489,CUST11489,2023-08-26,57,50821.0,609.0,10,683801,12,3,0,49630.0,514958,1,Male,Contract,Graduate,Semi-Urban,Business,Single,Excellent,0
APP101490,CUST11490,2023-04-13,63,34999.0,832.0,7,922911,24,0,0,70824.0,444528,4,Female,Self-Employed,Postgraduate,Semi-Urban,Business,Single,Good,1
APP101491,CUST11491,2025-10-06,26,56712.0,,0,1197328,60,0,0,45584.0,572140,0,Male,Salaried,Graduate,Rural,Education,Single,Good,1
APP101492,CUST11492,2025-11-23,59,51722.0,660.0,12,186080,48,3,1,6076.0,970411,0,Male,Self-Employed,Graduate,Rural,Vehicle,Married,Good,0
APP101493,CUST11493,2024-06-01,44,28625.0,763.0,20,267885,12,5,0,39139.0,646791,0,Female,Salaried,Graduate,Urban,Business,Single,Good,0
APP101494,CUST11494,2024-03-15,31,24859.0,623.0,3,1476201,84,2,0,71610.0,157130,1,Male,Contract,Graduate,Urban,Home,Married,Good,1
APP101495,CUST11495,2023-08-13,33,128986.0,744.0,6,197892,24,2,0,42702.0,873089,1,Female,Business,Graduate,Rural,Education,Married,Excellent,0
APP101496,CUST11496,2024-07-18,54,39839.0,795.0,13,514764,72,1,2,32535.0,894932,0,Female,Salaried,Postgraduate,Urban,Vehicle,Single,Good,1
APP101497,CUST11497,2025-12-18,45,45216.0,672.0,4,203325,36,0,0,68737.0,304496,1,Female,Business,Graduate,Urban,Education,Single,Good,1
APP101498,CUST11498,2023-09-03,27,70953.0,844.0,23,472418,84,0,1,68705.0,272165,0,Female,Salaried,Graduate,Urban,Vehicle,Married,Average,1
APP101499,CUST11499,2025-07-16,24,67522.0,738.0,27,996740,24,3,1,74810.0,814046,3,Male,Salaried,Postgraduate,Semi-Urban,Home,Single,Excellent,1
APP101500,CUST11500,2025-08-10,28,153958.0,739.0,29,641444,60,3,0,33198.0,326275,1,Female,Self-Employed,Graduate,Semi-Urban,Vehicle,Single,Good,0
APP101501,CUST11501,2025-03-29,40,129249.0,792.0,10,1865824,48,2,0,64113.0,179022,2,Female,Salaried,Graduate,Urban,Education,Married,Excellent,1
APP101502,CUST11502,2023-08-04,49,25485.0,812.0,16,110263,60,0,0,50760.0,640101,1,Female,Contract,Graduate,Semi-Urban,Vehicle,Single,Excellent,0
APP101503,CUST11503,2023-10-10,65,165839.0,710.0,4,673540,24,0,0,62840.0,179492,0,Male,Salaried,High School,Rural,Education,Married,Good,1
APP101504,CUST11504,2024-07-26,30,130701.0,750.0,19,1217208,12,4,0,40276.0,531919,2,Male,Business,Postgraduate,Urban,Business,Single,Good,1
APP101505,CUST11505,2024-01-17,63,177525.0,795.0,2,1959863,84,1,0,82554.0,666705,4,Male,Self-Employed,Graduate,Urban,Home,Married,Good,1
APP101506,CUST11506,2025-12-04,54,120638.0,603.0,4,66575,48,1,0,66913.0,373544,2,Male,Business,Graduate,Rural,Education,Married,Poor,0
APP101507,CUST11507,2023-06-21,46,30226.0,560.0,25,1372924,84,2,0,63028.0,52674,2,Female,Salaried,Graduate,Rural,Personal,Single,Excellent,1
APP101508,CUST11508,2023-02-13,61,111405.0,686.0,14,1110528,84,5,1,78608.0,397467,1,Male,Salaried,Graduate,Urban,Personal,Single,Good,1
APP101509,CUST11509,2023-08-16,23,40588.0,558.0,18,1618402,48,0,0,18348.0,31844,5,Male,Business,Graduate,Semi-Urban,Vehicle,Single,Average,0
APP101510,CUST11510,2024-07-27,26,55019.0,666.0,15,1181899,24,4,2,51678.0,76836,2,Male,Self-Employed,Postgraduate,Semi-Urban,Business,Married,Excellent,1
APP101511,CUST11511,2023-11-13,25,83133.0,714.0,7,1805078,72,0,0,18952.0,895580,2,Male,Salaried,Graduate,Urban,Business,Married,Good,0
APP101512,CUST11512,2024-12-31,25,132444.0,669.0,12,1263520,72,3,0,5318.0,482312,0,Female,Salaried,High School,Rural,Personal,Single,Excellent,1
APP101513,CUST11513,2024-08-23,43,135603.0,679.0,15,734736,60,2,0,82354.0,796794,1,Female,Contract,Graduate,Urban,Vehicle,Married,Good,0
APP101514,CUST11514,2024-09-15,29,176598.0,615.0,2,1820020,24,5,1,31011.0,275241,0,Male,Business,Graduate,Semi-Urban,Business,Married,Good,1
APP101515,CUST11515,2024-04-11,55,,749.0,0,192712,48,1,0,23787.0,526387,1,Male,Self-Employed,Graduate,Urban,Business,Married,Good,0
APP101516,CUST11516,2023-10-24,40,61395.0,610.0,8,338581,24,0,1,68428.0,526718,4,Female,Business,High School,Rural,Vehicle,Single,Good,1
APP101517,CUST11517,2024-06-28,62,173103.0,532.0,30,177129,48,5,0,17516.0,665959,5,Female,Salaried,Postgraduate,Urban,Education,Married,Average,1
APP101518,CUST11518,2024-05-03,55,143814.0,674.0,8,924113,84,2,1,39055.0,751348,2,Female,Contract,Graduate,Urban,Personal,Married,Excellent,1
APP101519,CUST11519,2025-10-16,38,130599.0,759.0,21,828810,60,1,1,13752.0,707733,1,Female,Self-Employed,High School,Urban,Business,Married,Poor,0
APP101520,CUST11520,2023-08-03,37,43939.0,696.0,25,582191,12,0,1,71911.0,9258,2,Male,Salaried,Postgraduate,Urban,Education,Single,Excellent,1
APP101521,CUST11521,2025-10-22,44,169396.0,603.0,16,1313352,84,4,0,85506.0,620354,2,Male,Salaried,Postgraduate,Rural,Education,Single,Excellent,1
APP101522,CUST11522,2024-10-22,23,171939.0,698.0,23,601151,12,2,0,64850.0,189343,3,Female,Salaried,Graduate,Urban,Education,Married,Poor,0
APP101523,CUST11523,2024-10-15,52,18203.0,723.0,1,355525,24,0,0,22538.0,339320,0,Male,Self-Employed,High School,Semi-Urban,Education,Married,Average,1
APP101524,CUST11524,2025-03-12,55,165616.0,697.0,8,1913556,48,1,0,17657.0,566344,5,Male,Self-Employed,Graduate,Rural,Home,Single,Average,1
APP101525,CUST11525,2023-12-07,58,164971.0,670.0,29,493172,12,1,0,22843.0,284405,1,Male,Business,Graduate,Semi-Urban,Home,Married,Excellent,0
APP101526,CUST11526,2024-12-04,33,47063.0,726.0,23,1042030,84,4,1,86119.0,386317,4,Female,Contract,Graduate,Urban,Vehicle,Single,Average,1
APP101527,CUST11527,2024-02-11,45,108880.0,560.0,18,585755,48,2,0,26491.0,580984,5,Female,Salaried,Graduate,Semi-Urban,Personal,Single,Good,0
APP101528,CUST11528,2025-05-02,29,21748.0,623.0,12,370098,60,2,1,51431.0,173899,3,Female,Self-Employed,Graduate,Urban,Vehicle,Single,Average,1
APP101529,CUST11529,2023-11-02,24,135269.0,592.0,4,336045,84,5,0,68475.0,806573,0,Female,,Graduate,Urban,Home,Single,Poor,0
APP101530,CUST11530,2025-05-23,34,98764.0,791.0,8,1908309,24,0,0,47180.0,949256,4,Male,Salaried,Graduate,Urban,Vehicle,Married,Excellent,1
APP101531,CUST11531,2024-05-09,57,169956.0,743.0,12,807902,48,5,0,23540.0,94084,4,Female,Salaried,Postgraduate,Semi-Urban,Vehicle,Single,Good,0
APP101532,CUST11532,2024-07-31,54,174255.0,704.0,0,921612,24,1,1,76515.0,630192,2,Female,Salaried,Graduate,Semi-Urban,Education,Single,Average,0
APP101533,CUST11533,2024-06-24,31,126036.0,581.0,24,1692767,48,1,0,65635.0,98219,0,Male,Salaried,Graduate,Semi-Urban,Business,Married,Good,1
APP101534,CUST11534,2025-02-06,61,168331.0,746.0,14,416099,84,4,1,12943.0,581968,3,Female,Salaried,Postgraduate,Urban,Home,Single,Excellent,1
APP101535,CUST11535,2025-06-14,23,134525.0,794.0,3,983708,72,4,0,13911.0,548080,1,Male,Business,Graduate,Semi-Urban,Home,Married,Excellent,1
APP101536,CUST11536,2024-03-30,48,103679.0,733.0,3,594043,72,2,2,45254.0,960132,1,Female,Self-Employed,Graduate,Urban,Vehicle,Married,Good,0
APP101537,CUST11537,2023-10-26,49,143829.0,687.0,30,1420537,48,5,0,68000.0,375613,3,Male,Self-Employed,Postgraduate,Urban,Business,Single,Good,1
APP101538,CUST11538,2024-03-02,29,146216.0,737.0,19,838525,60,1,0,74305.0,320244,2,Male,Self-Employed,Graduate,Rural,Vehicle,Single,Excellent,0
APP101539,CUST11539,2024-12-16,23,151175.0,710.0,9,306094,24,0,0,7479.0,129118,2,Male,Salaried,Graduate,Urban,Personal,Married,Good,0
APP101540,CUST11540,2025-01-26,45,83901.0,759.0,27,512753,36,3,1,15112.0,203942,4,Male,Salaried,Postgraduate,Urban,Home,Married,Excellent,1
APP101541,CUST11541,2023-01-31,54,165175.0,758.0,24,1981327,48,0,0,75267.0,398983,0,Female,Salaried,Graduate,Rural,Education,Married,Excellent,0
APP101542,CUST11542,2023-11-28,32,116046.0,673.0,29,1383660,48,4,1,67612.0,818424,4,Male,Salaried,Postgraduate,Urban,Education,Married,Excellent,1
APP101543,CUST11543,2023-02-21,62,108012.0,640.0,5,749400,72,0,0,81897.0,395612,1,Male,Contract,Postgraduate,Semi-Urban,Education,Married,Average,0
APP101544,CUST11544,2023-08-31,29,96278.0,660.0,26,1004826,12,1,0,51809.0,34570,3,Female,Self-Employed,High School,Semi-Urban,Home,Single,Excellent,0
APP101545,CUST11545,2025-02-13,35,30391.0,730.0,23,1751578,84,5,0,37205.0,200769,0,Male,Salaried,Graduate,Urban,Home,Married,Average,1
APP101546,CUST11546,2024-11-16,60,120476.0,665.0,11,1190120,72,2,0,77604.0,213345,3,Male,Salaried,Postgraduate,Rural,Education,Single,Average,0
APP101547,CUST11547,2024-07-26,45,177973.0,634.0,29,1707301,24,5,0,11557.0,477124,0,Female,Self-Employed,Graduate,Semi-Urban,Home,Single,Good,1
APP101548,CUST11548,2025-05-21,25,138721.0,690.0,19,405113,72,3,1,41098.0,648859,5,Female,Self-Employed,Graduate,Urban,Education,Single,Excellent,0
APP101549,CUST11549,2024-11-30,31,115537.0,773.0,15,1205577,36,2,3,43790.0,91126,1,Female,Self-Employed,Graduate,Urban,Personal,Married,Average,0
APP101550,CUST11550,2024-06-02,54,99159.0,700.0,2,1186301,60,3,0,39826.0,518852,1,Male,Salaried,Graduate,Rural,Personal,Married,Good,1
APP101551,CUST11551,2024-08-17,44,149040.0,669.0,13,1476504,84,3,1,27074.0,372533,5,Male,Salaried,High School,Semi-Urban,Personal,Single,Excellent,1
APP101552,CUST11552,2023-10-10,35,53503.0,714.0,0,160675,36,1,0,37401.0,853012,0,Female,Salaried,Graduate,Semi-Urban,Vehicle,Single,Good,0
APP101553,CUST11553,2024-08-21,58,93403.0,696.0,9,144266,60,1,0,16565.0,792176,2,Female,Business,Graduate,Rural,Vehicle,Single,Excellent,0
APP101554,CUST11554,2023-05-28,28,82286.0,545.0,30,1369956,36,4,0,69702.0,228766,0,Female,Salaried,Graduate,Urban,Business,Single,Good,1
APP101555,CUST11555,2023-03-11,25,92842.0,742.0,14,909029,84,4,0,54926.0,680918,1,Male,Salaried,Postgraduate,Semi-Urban,Business,Married,Good,1
APP101556,CUST11556,2023-08-22,46,122927.0,721.0,6,1313772,72,3,0,85873.0,194933,3,Male,Self-Employed,High School,Rural,Business,Married,Good,1
APP101557,CUST11557,2024-11-09,38,32908.0,691.0,3,184974,36,5,0,16112.0,520102,4,Female,Salaried,Graduate,Urban,Personal,Married,Good,1
APP101558,CUST11558,2024-09-27,26,55228.0,770.0,13,673944,72,4,0,84297.0,299403,3,Male,Self-Employed,Graduate,Semi-Urban,Personal,Married,Poor,0
APP101559,CUST11559,2024-04-11,57,41386.0,781.0,23,346508,84,1,1,13885.0,777604,1,Male,Salaried,Postgraduate,Urban,Personal,Married,Good,0
APP101560,CUST11560,2024-07-10,33,46302.0,750.0,15,1729935,72,4,0,6376.0,419666,3,Male,Salaried,Graduate,Semi-Urban,Home,Single,Good,1
APP101561,CUST11561,2025-06-12,48,78815.0,626.0,13,1066487,24,3,2,10939.0,848381,2,Female,Business,Postgraduate,Semi-Urban,Home,Married,Average,1
APP101562,CUST11562,2025-04-15,25,81344.0,629.0,2,1455130,72,2,1,,697289,2,Female,Salaried,Graduate,Urban,Personal,Married,Good,1
APP101563,CUST11563,2024-09-09,33,129603.0,774.0,16,1249744,12,5,0,7846.0,575877,0,Male,Salaried,Graduate,Urban,Education,Married,Good,0
APP101564,CUST11564,2023-05-14,37,79114.0,,20,193092,36,5,0,77353.0,787223,3,Female,Salaried,High School,Urban,Business,Married,Average,1
