Employee_ID,Age,Monthly_Income,Years_At_Company,Job_Satisfaction,Performance_Rating,Working_Hours,Training_Hours,Projects_Completed,Overtime_Hours,Distance_From_Home_KM,Leave_Days,Department,Job_Level,Education_Level,Employment_Type,Work_Mode,Gender,Joining_Date,Attrition
11504,36.0,70800.0,3.8,5.0,4,46.8,54.6,3,17.1,3.6,13.4,Marketing,Mid,Bachelor,Full-Time,Hybrid,Female,2024-06-05,0
11505,35.0,55100.0,3.9,4.0,4,47.9,34.6,4,5.2,5.3,12.3,Operations,Lead,High School,Contract,Remote,Female,2015-05-08,0
11506,32.0,69800.0,3.1,4.0,1,51.3,17.6,4,12.6,6.4,9.7,IT,Senior,High School,Full-Time,Office,Male,2022-10-16,0
11507,42.0,79100.0,2.0,5.0,3,39.0,47.4,1,3.1,7.1,2.5,IT,Mid,High School,Full-Time,Remote,Male,2021-03-26,0
11508,44.0,66700.0,3.2,4.0,4,47.4,29.0,5,2.8,9.2,10.3,Operations,Senior,High School,Full-Time,Office,Female,2018-10-02,0
11509,37.0,78100.0,4.6,3.0,2,48.3,25.3,6,0.0,13.6,21.8,IT,Junior,Master,Full-Time,Hybrid,Male,2021-02-20,0
11510,48.0,58400.0,21.3,4.0,5,52.3,43.6,7,1.6,7.3,10.3,Marketing,Mid,High School,Full-Time,Office,Female,2015-04-11,0
11511,27.0,37300.0,13.9,5.0,3,39.3,28.7,7,8.3,8.5,10.5,Marketing,Junior,Diploma,Full-Time,Hybrid,Male,2024-03-30,0
11512,34.0,91600.0,9.9,5.0,2,34.0,20.6,4,17.3,4.6,9.6,Finance,Junior,Diploma,Full-Time,Remote,Female,2023-06-03,0
11513,30.0,47400.0,11.0,5.0,1,42.6,45.4,6,7.3,22.9,15.1,IT,Junior,Bachelor,Full-Time,Office,Male,2022-10-15,0
11514,21.0,41300.0,3.2,2.0,4,58.0,32.9,5,9.4,10.7,17.4,HR,Senior,High School,Full-Time,Office,Female,2016-12-12,1
11515,35.0,55900.0,5.4,2.0,2,38.5,46.2,5,14.9,6.6,8.7,Sales,Mid,Master,Full-Time,Hybrid,Male,2015-06-11,0
11516,35.0,41600.0,11.3,2.0,3,46.4,29.0,4,6.1,18.9,4.5,Finance,Junior,Master,Full-Time,Hybrid,Female,2024-01-25,1
11517,48.0,50800.0,2.5,2.0,2,32.9,50.3,3,2.1,10.4,10.3,IT,Mid,Diploma,Full-Time,Office,Male,2016-01-28,0
11518,41.0,68900.0,16.3,2.0,1,53.1,35.2,7,2.8,9.3,9.4,Finance,Senior,Master,Full-Time,Remote,Male,2018-04-24,0
11519,28.0,69000.0,2.7,2.0,5,34.6,50.9,3,14.7,8.0,11.0,Operations,Lead,Diploma,Full-Time,Hybrid,Male,2018-01-09,0
11520,51.0,41900.0,4.6,2.0,4,32.0,50.4,5,8.9,16.3,18.0,Operations,Senior,High School,Full-Time,Office,Male,2019-09-16,0
11521,46.0,49400.0,6.2,5.0,3,44.5,53.5,3,8.9,24.7,6.9,Operations,Junior,Bachelor,Full-Time,Remote,Male,2017-01-18,0
11522,41.0,92200.0,15.0,1.0,4,44.6,36.0,3,2.7,16.1,14.1,IT,Junior,High School,Full-Time,Office,Female,2019-10-16,0
11523,34.0,73200.0,1.4,2.0,4,51.1,40.7,4,16.1,8.2,14.1,IT,Junior,Master,Full-Time,Remote,Female,2020-10-29,0
11524,28.0,137600.0,6.9,5.0,4,48.2,31.5,2,19.1,20.4,14.5,Finance,Mid,Bachelor,Full-Time,Office,Male,2023-01-02,0
11525,33.0,96200.0,3.7,1.0,2,34.0,21.5,4,9.0,6.7,15.5,IT,Mid,Bachelor,Full-Time,Office,Male,2019-09-21,0
11526,45.0,94800.0,1.6,2.0,2,43.2,65.0,4,13.5,4.3,2.6,IT,Junior,Diploma,Full-Time,Hybrid,Female,2015-07-20,0
11527,51.0,34400.0,7.5,1.0,5,40.5,23.7,6,4.1,14.1,15.0,Sales,Lead,Bachelor,Full-Time,Hybrid,Female,2016-12-03,0
11528,48.0,81400.0,4.0,1.0,1,37.3,48.6,2,15.6,21.9,11.9,HR,Senior,Diploma,Full-Time,Hybrid,Male,2016-11-12,0
11529,32.0,58700.0,5.4,3.0,3,46.2,45.9,10,11.5,8.0,8.6,Marketing,Mid,Master,Full-Time,Office,Female,2017-06-01,0
11530,27.0,48100.0,1.9,4.0,2,49.2,37.7,4,0.6,25.4,20.3,Sales,Mid,Diploma,Full-Time,Office,Female,2021-03-19,0
11531,37.0,64200.0,3.3,3.0,4,40.0,32.7,4,10.7,2.9,16.5,Marketing,Mid,High School,Contract,Hybrid,Male,2020-08-26,0
11532,22.0,87600.0,4.8,1.0,1,42.3,32.8,3,10.7,7.5,7.9,Marketing,Mid,Master,Full-Time,Remote,Female,2015-08-26,0
11533,39.0,73300.0,2.6,5.0,3,42.7,25.1,3,9.1,4.4,9.6,HR,Senior,High School,Full-Time,Hybrid,Male,2022-08-28,0
11534,35.0,42200.0,1.1,2.0,3,40.7,36.4,6,11.1,4.3,17.4,Sales,Junior,Master,Part-Time,Office,Female,2021-07-21,0
11535,32.0,80700.0,16.3,4.0,3,41.9,17.3,4,7.7,7.8,11.8,IT,Senior,Bachelor,Full-Time,Hybrid,Female,2018-06-22,0
11536,23.0,46500.0,3.6,2.0,3,40.7,46.2,3,6.9,26.7,5.5,HR,Junior,Master,Full-Time,Hybrid,Male,2021-11-02,0
11537,40.0,65400.0,6.6,5.0,5,44.6,31.6,2,9.5,20.1,20.8,IT,Mid,High School,Full-Time,Office,Male,2018-08-20,0
11538,32.0,53100.0,2.6,4.0,3,41.1,20.6,3,5.9,21.2,10.8,IT,Mid,Master,Full-Time,Hybrid,Male,2018-02-10,0
11539,27.0,,2.2,3.0,1,46.1,15.9,3,4.1,10.9,12.2,Operations,Junior,,Full-Time,Hybrid,Male,2024-08-26,0
11540,21.0,81500.0,2.6,1.0,2,41.0,33.0,4,14.7,6.5,14.3,IT,Junior,Bachelor,Full-Time,Office,Female,2021-09-30,0
11541,36.0,39600.0,2.6,5.0,1,47.2,33.5,5,4.6,10.1,7.8,IT,Junior,High School,Full-Time,Hybrid,Female,2020-01-04,1
11542,50.0,130600.0,3.9,1.0,4,40.9,27.2,4,7.0,3.0,18.5,Sales,Mid,,Full-Time,Hybrid,Male,2015-09-14,0
11543,49.0,29000.0,3.9,1.0,5,47.0,42.5,2,5.1,23.6,7.4,Marketing,Mid,Master,Contract,Remote,Female,2020-10-03,0
11544,32.0,47200.0,3.4,2.0,5,39.8,40.2,2,2.8,2.3,13.2,Marketing,Lead,High School,Part-Time,Hybrid,Male,2021-10-22,0
11545,31.0,69600.0,0.7,5.0,4,48.4,35.9,2,17.3,7.3,9.4,Sales,Junior,High School,Contract,Hybrid,Female,2018-03-07,0
11546,40.0,75800.0,3.4,1.0,1,35.1,21.1,2,0.0,8.0,17.3,Marketing,Junior,High School,Part-Time,Office,Female,2018-10-27,0
11547,28.0,57600.0,0.9,3.0,1,44.0,23.9,3,10.4,14.5,14.8,Operations,Mid,Diploma,Contract,Hybrid,Male,2019-06-19,0
11548,38.0,58600.0,0.7,4.0,4,41.2,14.1,2,7.2,10.9,11.1,HR,Junior,Bachelor,Full-Time,Office,Female,2023-10-02,0
11549,42.0,70700.0,13.5,5.0,3,43.8,32.1,3,10.9,11.4,4.2,IT,Junior,Diploma,Full-Time,Office,Male,2015-01-24,0
11550,46.0,54700.0,4.6,2.0,3,38.1,43.4,4,7.0,1.5,13.9,IT,Mid,Bachelor,Full-Time,Office,Male,2024-08-28,0
11551,35.0,104800.0,5.4,5.0,2,43.0,16.8,3,11.0,7.1,12.7,Operations,Senior,Diploma,Full-Time,Hybrid,Male,2022-10-14,0
11552,34.0,83900.0,2.6,2.0,1,38.5,26.6,5,9.7,5.1,4.3,IT,Senior,High School,Full-Time,Hybrid,Male,2015-04-02,0
11553,29.0,85100.0,12.0,4.0,1,42.8,34.2,3,11.5,8.9,13.0,Finance,Junior,Diploma,Full-Time,Hybrid,Male,2016-05-10,0
11554,29.0,40800.0,5.1,3.0,4,42.3,43.4,3,18.5,7.3,15.3,HR,Junior,Master,Full-Time,Hybrid,Female,2024-05-28,0
11555,34.0,58100.0,7.3,1.0,4,45.6,12.8,3,0.0,9.3,12.3,Finance,Mid,Bachelor,Full-Time,Hybrid,Male,2022-02-23,0
11556,39.0,53200.0,2.3,5.0,3,44.3,68.3,7,8.5,3.5,9.5,Sales,Mid,High School,Full-Time,Office,Female,2023-01-20,0
11557,43.0,40100.0,16.1,2.0,1,53.4,46.3,3,2.0,8.6,18.9,Finance,Senior,Bachelor,Full-Time,Hybrid,Female,2022-07-22,0
11558,30.0,69300.0,8.6,4.0,1,41.5,26.0,3,3.7,27.2,21.1,Marketing,Mid,High School,Full-Time,Office,Male,2023-11-03,0
11559,48.0,48400.0,9.6,1.0,5,43.3,18.9,5,2.3,35.5,6.4,Marketing,Junior,High School,Contract,Hybrid,Female,2020-11-10,0
11560,34.0,78000.0,0.9,4.0,2,59.9,39.3,6,6.2,20.6,17.2,HR,Junior,Master,Contract,Office,Female,2016-01-14,0
11561,36.0,39100.0,1.6,3.0,2,42.9,42.1,2,14.7,2.2,14.1,Finance,Lead,Diploma,Full-Time,Hybrid,Female,2022-07-29,0
11562,30.0,119300.0,1.7,1.0,3,48.8,20.1,1,5.7,6.5,9.0,Finance,Mid,Master,Contract,Hybrid,Male,2021-12-01,0
11563,21.0,41900.0,1.6,1.0,1,46.9,,5,10.1,5.6,10.9,IT,Senior,Bachelor,Contract,Hybrid,Female,2017-10-25,1
11564,43.0,65500.0,9.7,1.0,5,55.7,21.6,5,13.4,8.9,11.2,HR,Mid,Diploma,Full-Time,Office,Female,2016-03-08,1
11565,42.0,82400.0,0.2,2.0,1,36.8,36.0,9,2.9,20.2,17.3,IT,Senior,Bachelor,Part-Time,Hybrid,Female,2018-01-20,0
11566,34.0,47800.0,0.4,1.0,4,36.3,36.2,1,3.2,7.7,9.8,HR,Junior,Diploma,Full-Time,Hybrid,Male,2015-11-07,0
11567,37.0,84400.0,1.6,4.0,3,38.4,67.5,5,8.0,4.2,2.8,HR,Senior,Master,Contract,Office,Female,2020-09-24,1
11568,40.0,36700.0,1.1,2.0,2,44.9,5.0,2,0.0,18.0,10.9,Finance,Senior,High School,Full-Time,Office,Female,2023-10-20,0
11569,23.0,107300.0,1.3,1.0,1,39.0,24.9,2,20.1,10.4,16.7,Operations,Junior,Bachelor,Contract,Office,Male,2017-01-31,0
11570,32.0,60300.0,8.0,4.0,3,33.3,27.1,5,8.0,13.7,17.9,IT,Junior,Bachelor,Full-Time,Hybrid,Female,2019-01-19,0
11571,42.0,47300.0,4.1,4.0,2,39.4,42.3,7,11.4,16.2,9.9,Sales,Mid,Master,Full-Time,Office,Female,2021-03-21,0
11572,26.0,53200.0,0.2,5.0,1,45.8,42.9,4,6.8,6.3,14.4,IT,Mid,Master,Full-Time,Office,Female,2021-01-23,0
11573,38.0,82900.0,2.8,4.0,5,39.5,32.0,3,11.8,3.5,18.0,Sales,Mid,Diploma,Full-Time,Office,Male,2017-09-25,0
11574,25.0,47500.0,2.6,3.0,3,49.7,57.7,3,7.0,9.3,15.3,Marketing,Senior,Bachelor,Contract,Hybrid,Male,2016-02-10,0
11575,40.0,44500.0,0.6,1.0,1,38.4,18.3,3,11.3,6.3,22.3,HR,Senior,Master,Full-Time,Office,Female,2021-06-23,1
11576,36.0,54900.0,5.6,1.0,2,44.1,24.6,4,15.8,8.4,19.0,IT,Mid,Diploma,Part-Time,Remote,Female,2018-05-05,1
11577,23.0,37500.0,6.1,1.0,2,42.0,15.3,4,0.0,21.6,9.8,HR,Mid,Diploma,Full-Time,Office,Female,2020-02-09,0
11578,45.0,124300.0,6.4,4.0,5,44.9,32.8,6,12.0,9.2,11.5,Operations,Junior,Bachelor,Contract,Office,Male,2022-06-11,0
11579,30.0,47800.0,6.5,4.0,3,45.4,30.0,3,4.8,29.0,20.5,IT,Junior,Diploma,Full-Time,Hybrid,Female,2017-07-21,0
11580,30.0,83700.0,0.2,1.0,3,51.9,46.8,2,1.4,9.8,6.1,Marketing,Mid,Master,Full-Time,Remote,Male,2016-10-24,0
11581,38.0,65200.0,15.4,2.0,1,47.4,62.8,4,0.0,6.5,11.7,IT,Senior,Master,Full-Time,Remote,Male,2019-10-26,0
11582,45.0,40500.0,8.4,2.0,2,41.9,57.4,3,8.6,3.3,21.5,Marketing,Senior,Master,Full-Time,Office,Female,2019-10-18,0
11583,28.0,59900.0,11.7,3.0,2,47.1,16.7,7,9.7,9.4,22.2,HR,Senior,Bachelor,Part-Time,Office,Female,2020-04-07,0
11584,36.0,82100.0,0.2,5.0,5,47.8,35.8,3,4.2,4.2,13.5,Finance,Mid,Master,Full-Time,Hybrid,Female,2017-10-09,0
11585,39.0,55600.0,13.6,3.0,5,54.2,46.6,5,0.5,11.6,3.7,Operations,Junior,High School,Full-Time,Office,Male,2024-03-24,0
11586,42.0,96700.0,8.3,1.0,3,43.2,45.0,3,8.7,7.4,10.2,Sales,Mid,Diploma,Full-Time,Hybrid,Female,2017-11-27,0
11587,37.0,90300.0,9.1,1.0,2,43.6,69.7,5,8.4,7.2,15.6,HR,Junior,High School,Full-Time,Hybrid,Male,2017-10-31,0
11588,33.0,86700.0,0.5,1.0,1,50.6,31.7,3,11.6,8.5,8.0,Operations,Mid,Diploma,Full-Time,Hybrid,Female,2024-03-06,1
11589,29.0,49900.0,6.7,5.0,4,34.0,36.2,5,12.1,9.4,23.7,Operations,Junior,Bachelor,Contract,Remote,Female,2018-12-04,0
11590,37.0,39000.0,16.1,4.0,1,43.0,68.6,5,15.0,7.8,10.8,Finance,Junior,Master,Full-Time,Office,Female,2019-03-06,0
11591,27.0,46900.0,5.7,5.0,5,47.5,41.3,5,12.0,35.7,18.6,HR,Mid,Diploma,Full-Time,Hybrid,Female,2016-07-04,0
11592,21.0,64900.0,4.2,3.0,1,49.2,26.0,4,0.0,4.7,11.4,,Junior,Diploma,Full-Time,Hybrid,Female,2020-10-04,0
11593,39.0,74600.0,14.6,4.0,2,33.0,20.4,2,7.9,16.4,13.6,IT,Mid,Master,Full-Time,Hybrid,Male,2022-12-26,0
11594,43.0,25200.0,2.9,4.0,3,37.3,38.1,4,14.0,19.3,12.0,Marketing,Mid,Bachelor,Full-Time,Hybrid,Female,2024-05-20,0
11595,21.0,59800.0,4.6,3.0,4,31.5,51.0,4,13.1,3.7,9.2,Marketing,Senior,High School,Full-Time,Remote,Male,2020-05-06,0
11596,28.0,63900.0,3.2,4.0,3,48.4,50.8,6,22.6,8.3,10.0,IT,Junior,Bachelor,Full-Time,Remote,Female,2015-04-22,0
11597,41.0,53700.0,13.5,2.0,4,45.0,21.9,3,13.3,10.3,15.5,IT,Junior,Master,Part-Time,Hybrid,Female,2024-05-28,0
11598,52.0,100600.0,0.4,3.0,4,51.1,36.5,6,0.0,9.0,10.9,HR,Senior,High School,Full-Time,Hybrid,Female,2015-05-28,0
11599,36.0,71000.0,3.5,3.0,2,44.1,28.2,4,0.0,8.8,9.8,Marketing,Junior,Master,Full-Time,Hybrid,Female,2021-12-20,0
11600,30.0,101300.0,5.8,2.0,2,55.2,32.8,6,8.3,12.4,15.1,HR,Senior,High School,Full-Time,Hybrid,Female,2018-08-24,1
11601,35.0,55000.0,7.8,5.0,5,39.3,48.6,6,8.9,1.8,19.6,Finance,Junior,Diploma,Full-Time,Office,Male,2022-02-06,0
11602,47.0,87300.0,4.4,5.0,5,42.2,34.3,6,4.7,7.5,20.6,Finance,Mid,Master,Full-Time,Hybrid,Female,2018-08-17,0
11603,31.0,115400.0,12.0,5.0,4,46.1,44.8,2,12.6,6.0,7.0,IT,Junior,Master,Full-Time,Hybrid,Female,2024-04-26,0
11604,30.0,101400.0,14.2,4.0,5,40.4,45.2,6,0.0,4.8,8.1,Marketing,Mid,Diploma,Full-Time,Hybrid,Male,2022-04-13,0
11605,32.0,38800.0,0.3,2.0,2,46.1,25.8,2,5.2,14.8,18.5,Finance,Senior,Master,Full-Time,Office,Male,2022-09-20,1
11606,28.0,54200.0,2.6,3.0,5,43.4,53.4,4,0.0,16.5,9.5,Marketing,Mid,High School,Full-Time,Hybrid,Female,2017-02-19,0
11607,37.0,52300.0,0.2,3.0,4,43.2,18.6,7,3.5,17.7,10.8,Marketing,Senior,Master,Full-Time,Hybrid,Male,2015-02-28,0
11608,49.0,73000.0,2.0,3.0,3,43.4,16.0,6,5.9,14.5,5.3,Sales,Junior,Bachelor,Full-Time,Office,Female,2021-06-28,0
11609,39.0,79000.0,3.8,4.0,1,47.5,27.8,5,14.3,3.5,15.6,Finance,Lead,High School,Full-Time,Hybrid,Male,2018-12-31,0
11610,34.0,42900.0,12.1,4.0,5,42.3,20.4,2,0.7,8.9,11.9,Finance,Mid,Master,Full-Time,Hybrid,Female,2021-12-27,0
11611,34.0,61700.0,9.4,5.0,2,38.4,44.1,4,7.2,17.4,17.3,HR,Junior,Diploma,Full-Time,Remote,Female,2018-11-25,0
11612,23.0,26700.0,0.7,4.0,3,44.3,73.5,3,4.9,1.4,16.0,HR,Junior,Bachelor,Contract,Office,Female,2016-03-30,0
11613,43.0,106800.0,0.5,5.0,2,40.8,51.9,5,7.3,25.0,17.3,Operations,Junior,Bachelor,Full-Time,Office,Female,2016-01-13,0
11614,35.0,48900.0,4.4,5.0,5,39.0,22.7,2,5.7,3.3,17.3,Marketing,Junior,Diploma,Full-Time,Office,Female,2016-07-10,0
11615,35.0,61400.0,3.8,3.0,4,35.3,20.0,6,6.5,4.3,10.1,IT,Lead,Bachelor,Full-Time,Remote,Female,2021-06-08,0
11616,60.0,53000.0,1.5,4.0,1,48.7,49.7,3,4.1,13.7,11.9,HR,Mid,Bachelor,Part-Time,Hybrid,Male,2018-05-14,0
11617,38.0,94900.0,11.5,5.0,1,47.3,17.2,4,10.2,31.3,13.0,HR,Junior,High School,Full-Time,Hybrid,Female,2020-03-02,0
11618,30.0,20000.0,13.1,2.0,3,51.0,,2,14.6,4.2,12.5,Operations,Mid,Master,Full-Time,Office,Male,2022-04-25,0
11619,33.0,59600.0,2.6,2.0,1,44.0,40.5,5,8.3,4.6,15.4,Operations,Mid,High School,Part-Time,Hybrid,Female,2017-01-22,0
11620,45.0,57500.0,11.1,4.0,4,49.4,26.9,4,20.0,19.3,9.7,Marketing,Junior,Diploma,Full-Time,Hybrid,Female,2018-12-04,0
11621,37.0,50000.0,2.4,3.0,2,39.3,36.8,2,8.5,9.0,13.6,Operations,Junior,High School,Contract,Remote,Male,2023-02-22,1
11622,24.0,119700.0,6.7,3.0,4,34.5,30.0,3,12.8,6.7,9.1,Finance,Junior,Bachelor,Full-Time,Office,Male,2017-05-29,0
11623,43.0,42100.0,3.2,5.0,3,40.2,34.6,6,3.4,9.3,13.3,HR,Mid,Diploma,Full-Time,Remote,Male,2023-10-01,0
11624,31.0,81700.0,0.7,4.0,3,43.0,48.1,4,7.3,36.9,13.8,IT,Mid,Master,Contract,Office,Female,2019-01-27,0
11625,51.0,69200.0,13.2,2.0,1,45.8,44.3,4,6.1,13.7,6.1,Marketing,Lead,Diploma,Full-Time,Office,Female,2015-11-12,0
11626,45.0,99400.0,3.0,5.0,4,50.4,48.8,3,0.7,10.3,13.8,Finance,Mid,Diploma,Full-Time,Remote,Male,2019-03-17,0
11627,32.0,45900.0,6.6,5.0,2,45.6,44.6,4,3.4,12.0,18.8,Sales,Mid,Bachelor,Part-Time,Hybrid,Male,2023-11-20,0
11628,46.0,44800.0,2.3,1.0,4,55.3,45.6,5,10.1,10.7,17.3,IT,Lead,High School,Full-Time,Hybrid,Female,2018-05-26,1
11629,37.0,93000.0,0.2,4.0,2,44.6,35.0,7,15.7,15.2,6.1,Operations,Mid,Bachelor,Full-Time,Remote,Female,2022-07-04,0
11630,43.0,71100.0,0.5,5.0,2,44.5,13.2,2,11.4,5.1,5.7,Finance,Mid,Bachelor,Full-Time,Hybrid,Female,2019-09-19,0
11631,40.0,32300.0,3.4,2.0,4,45.7,33.4,1,10.0,7.6,14.6,Marketing,Mid,High School,Full-Time,Office,Male,2016-08-28,0
11632,29.0,48400.0,5.9,1.0,5,45.9,39.7,1,2.9,7.9,12.8,Sales,Senior,High School,Full-Time,Hybrid,Female,2015-02-10,0
11633,31.0,70000.0,2.0,2.0,4,45.8,36.1,5,10.9,4.2,11.2,Operations,Mid,Bachelor,Full-Time,Hybrid,Female,2023-07-20,0
11634,44.0,,5.9,3.0,2,37.8,41.3,3,4.2,3.7,0.0,Operations,Mid,Master,Full-Time,Hybrid,Female,2024-10-28,0
11635,33.0,45700.0,6.0,1.0,3,48.3,65.9,4,1.0,21.3,6.9,IT,Mid,High School,Full-Time,Hybrid,Male,2015-12-10,1
11636,33.0,20000.0,6.1,1.0,3,56.5,27.5,2,2.6,13.1,18.5,HR,Mid,Master,Full-Time,Hybrid,Female,2023-02-01,1
11637,28.0,74000.0,3.4,5.0,1,39.6,28.9,3,7.3,27.6,14.1,HR,Senior,Bachelor,Full-Time,Remote,Male,2016-11-08,0
11638,39.0,36800.0,12.3,3.0,3,43.8,53.1,1,4.8,11.4,21.9,IT,Mid,High School,Part-Time,Hybrid,Male,2017-07-19,0
11639,53.0,26800.0,3.4,5.0,5,37.1,36.9,5,9.7,10.0,16.3,HR,Junior,Bachelor,Full-Time,Hybrid,Female,2023-04-25,0
11640,27.0,20000.0,3.0,4.0,2,47.8,41.8,7,5.7,6.9,13.6,Marketing,Mid,High School,Full-Time,Hybrid,Female,2016-10-20,0
11641,36.0,83100.0,1.1,2.0,4,47.8,26.1,5,9.7,16.2,4.2,IT,Lead,Diploma,Contract,Hybrid,Female,2022-06-18,0
11642,47.0,63200.0,1.8,2.0,4,36.5,24.0,7,6.1,3.3,13.7,IT,Senior,High School,Full-Time,Remote,Male,2018-12-31,0
11643,35.0,54800.0,0.2,5.0,5,37.4,16.9,2,7.7,9.9,11.5,Operations,Mid,Bachelor,Full-Time,Hybrid,Female,2021-08-20,0
11644,40.0,104600.0,5.0,2.0,3,33.6,37.6,5,2.1,15.3,6.4,HR,Lead,High School,Full-Time,Remote,Male,2021-03-31,0
11645,28.0,,1.4,2.0,2,51.9,20.3,5,16.6,7.5,18.5,Operations,Mid,High School,Full-Time,Hybrid,Male,2022-02-22,0
11646,39.0,114500.0,1.8,4.0,3,39.8,18.5,3,0.0,10.9,12.3,IT,Lead,Bachelor,Full-Time,Hybrid,Female,2018-09-19,0
11647,35.0,34400.0,7.4,3.0,1,43.3,44.9,5,22.9,24.3,14.1,Sales,Junior,High School,Full-Time,Hybrid,Female,2017-05-09,0
11648,44.0,59200.0,2.0,1.0,3,42.2,25.5,3,10.8,6.8,7.9,IT,Lead,Diploma,Contract,Hybrid,Male,2022-06-14,0
11649,45.0,31400.0,1.4,5.0,1,48.9,17.0,7,0.0,10.7,13.8,HR,Junior,Master,Full-Time,Hybrid,Female,2017-06-18,0
11650,57.0,54700.0,0.9,5.0,4,47.3,15.4,4,8.6,16.4,11.2,HR,Senior,Master,Full-Time,Office,Male,2023-07-30,0
11651,41.0,54300.0,7.5,4.0,2,47.0,48.7,2,9.3,6.4,23.4,HR,Senior,Diploma,Full-Time,Office,Female,2020-03-17,0
11652,39.0,77100.0,0.7,4.0,1,39.9,33.4,7,17.0,3.8,9.2,HR,Senior,Diploma,Full-Time,Hybrid,Female,2020-02-24,0
11653,38.0,61100.0,3.0,1.0,3,47.4,29.0,7,0.0,13.3,8.5,Marketing,Senior,Master,Full-Time,Office,Female,2024-10-12,0
11654,33.0,77000.0,3.5,3.0,3,48.6,37.6,5,0.0,8.7,13.3,HR,Mid,Diploma,Full-Time,Hybrid,Female,2019-11-18,0
11655,39.0,79500.0,5.8,5.0,4,47.3,36.1,4,10.1,7.9,10.9,Sales,Junior,High School,Full-Time,Remote,Female,2021-04-13,0
11656,34.0,142100.0,5.0,4.0,5,37.6,27.1,4,9.2,9.0,13.2,IT,Mid,Master,Full-Time,Remote,Female,2023-04-02,0
11657,37.0,52900.0,8.3,5.0,5,38.4,30.0,1,16.8,3.5,20.2,Finance,Mid,Master,Contract,Hybrid,Female,2017-01-01,0
11658,47.0,41200.0,0.2,2.0,3,52.7,46.0,5,2.0,6.7,7.1,Finance,Mid,Master,Full-Time,Office,Female,2021-08-02,0
11659,28.0,66200.0,1.8,5.0,5,53.7,47.4,3,1.5,13.2,12.6,Marketing,Junior,Diploma,Full-Time,Hybrid,Male,2016-01-28,0
11660,45.0,43500.0,1.6,3.0,2,43.7,22.4,5,19.2,8.0,8.9,Finance,Junior,High School,Full-Time,Hybrid,Female,2016-11-22,0
11661,47.0,108500.0,0.8,3.0,5,43.6,54.2,7,7.7,5.6,8.7,HR,Mid,Master,Part-Time,Office,Male,2021-07-13,0
11662,35.0,53600.0,1.7,5.0,2,44.8,65.1,1,3.5,4.8,11.3,Finance,Senior,Diploma,Contract,Office,Male,2023-02-22,0
11663,21.0,47900.0,1.9,2.0,3,46.9,30.6,2,12.2,9.7,12.1,Sales,Senior,Master,Full-Time,Office,Male,2022-12-11,1
11664,31.0,49700.0,3.7,3.0,3,36.8,30.3,5,0.0,14.4,20.9,Operations,Junior,Diploma,Full-Time,Hybrid,Female,2017-12-27,0
11665,46.0,80000.0,5.4,4.0,3,45.2,21.5,2,10.3,16.4,9.4,HR,Lead,Bachelor,Full-Time,Office,Female,2023-11-07,0
11666,36.0,56300.0,2.4,5.0,4,38.8,25.0,3,4.2,5.4,10.8,Finance,Lead,High School,Contract,Office,Male,2016-09-03,0
11667,28.0,46400.0,6.4,2.0,5,43.9,39.9,5,5.0,25.0,2.7,HR,Junior,Master,Full-Time,Remote,Female,2017-10-10,0
11668,32.0,116800.0,2.0,4.0,1,39.6,69.8,3,15.8,8.7,14.3,Marketing,Mid,High School,Part-Time,Hybrid,Male,2022-11-14,0
11669,43.0,42600.0,1.7,5.0,1,40.8,45.9,3,10.6,2.5,12.6,Sales,Mid,Master,Part-Time,Office,Female,2018-12-13,0
11670,40.0,60900.0,3.9,2.0,3,44.9,30.0,3,1.2,8.7,15.0,IT,Mid,High School,Full-Time,Office,Male,2024-02-23,0
11671,34.0,77900.0,0.2,4.0,5,40.9,28.6,1,8.3,4.0,13.2,Operations,Mid,Bachelor,Full-Time,Hybrid,Female,2016-08-13,0
11672,33.0,31200.0,0.4,3.0,2,38.5,25.0,8,8.7,10.7,2.9,HR,Mid,High School,Full-Time,Office,Male,2021-02-14,0
11673,33.0,72700.0,2.7,5.0,1,51.3,50.9,8,6.4,9.7,20.7,Sales,Junior,Bachelor,Full-Time,Hybrid,Male,2023-09-04,0
11674,29.0,39300.0,14.3,5.0,3,38.6,31.4,5,2.2,2.8,13.5,Marketing,Junior,Master,Full-Time,Office,Male,2023-04-24,0
11675,49.0,83400.0,6.4,3.0,1,32.4,41.8,3,9.4,21.9,13.9,Marketing,Junior,High School,Contract,Office,Female,2024-03-29,0
11676,33.0,40800.0,0.5,1.0,1,46.8,31.4,7,12.2,5.1,20.8,Sales,Senior,Diploma,Full-Time,Office,Male,2022-12-23,0
11677,46.0,79200.0,9.4,4.0,1,42.6,66.8,5,10.7,2.2,9.6,Finance,Junior,Master,Full-Time,Office,Male,2015-06-15,0
11678,48.0,93400.0,6.6,3.0,3,43.9,27.0,7,3.7,19.6,5.1,Sales,Senior,Bachelor,Full-Time,Remote,Female,2019-05-09,0
11679,44.0,84700.0,4.7,5.0,3,44.8,24.4,1,7.1,12.3,6.6,Finance,Mid,Bachelor,Full-Time,Hybrid,Female,2015-06-08,0
11680,33.0,66300.0,8.6,4.0,4,50.4,27.8,2,0.0,6.7,11.8,Finance,Mid,Bachelor,Full-Time,Remote,Female,2017-12-08,0
