Customer_ID,Age,Gender,City,Membership_Type,Device_Type,Payment_Method,Preferred_Category,Registration_Date,Last_Purchase_Date,Order_Count,Average_Order_Value,Total_Spending,Discount_Percent,Return_Count,Review_Rating,Support_Tickets,Website_Visits,App_Sessions,Email_Opt_In,Coupon_Usage,Delivery_Delay_Days,Churn
CUST10755,65,Female,Chennai,Basic,Mobile,COD,Grocery,2022-08-11,2024-07-12,7,3741.38,24797.66,7.1,2,3.9,1,19,21,No,7,3.3,Yes
CUST10756,23,Male,Mumbai,Basic,Mobile,UPI,Grocery,2023-06-17,2023-08-20,11,3302.07,44309.84,15.1,2,4.3,2,17,26,No,12,3.4,Yes
CUST10757,45,Female,Chennai,Platinum,Mobile,UPI,Home & Kitchen,2025-08-04,2025-12-31,14,1524.4,20230.1,14.4,1,3.5,1,22,29,Yes,6,1.3,No
CUST10758,34,Female,Hyderabad,Basic,Tablet,UPI,Home & Kitchen,2025-07-20,2025-12-31,8,2832.35,22616.63,2.1,1,4.4,4,15,29,No,13,3.1,No
CUST10759,22,Female,Delhi,Silver,Mobile,Credit Card,Home & Kitchen,2025-11-22,2025-12-31,14,2411.19,29462.53,8.5,1,2.9,1,12,16,No,4,2.4,No
CUST10760,48,Male,Delhi,Silver,Mobile,Net Banking,Beauty,2025-06-08,2025-12-31,6,5645.39,25406.37,32.6,1,3.2,1,14,15,Yes,7,0.0,No
CUST10761,22,Male,Mumbai,Basic,Mobile,Debit Card,Fashion,2024-12-28,2025-12-31,11,4759.17,62803.62,16.9,3,5.0,1,16,18,No,4,2.0,No
CUST10762,55,Male,Chennai,Basic,Mobile,Credit Card,Grocery,2022-01-06,2025-10-07,12,5629.44,53425.01,13.6,1,3.2,2,15,30,Yes,0,3.9,No
CUST10763,20,Female,Coimbatore,Silver,Mobile,Debit Card,Grocery,2025-05-03,2025-12-31,13,2250.88,36053.73,29.5,1,2.7,2,19,25,Yes,7,5.2,No
CUST10764,40,Male,Kochi,Gold,Desktop,Net Banking,Home & Kitchen,2021-03-19,2022-03-30,12,1180.42,11550.49,11.8,0,3.2,2,19,21,No,6,2.0,Yes
CUST10765,54,Female,Pune,Silver,Mobile,COD,Grocery,2025-04-15,2025-09-21,10,1641.58,17276.63,14.3,2,5.0,3,17,27,No,6,3.3,No
CUST10766,54,Male,Pune,Silver,Tablet,UPI,Sports,2024-08-01,2025-12-31,7,2269.82,19856.24,22.9,2,2.8,1,19,16,No,1,2.8,No
CUST10767,27,Other,Delhi,Platinum,Mobile,Debit Card,Grocery,2022-10-10,2025-12-20,6,2490.6,12242.28,11.8,1,,3,22,21,Yes,10,3.6,No
CUST10768,27,Male,Mumbai,Gold,Mobile,Credit Card,Electronics,2021-05-20,2022-06-13,11,5688.13,60190.01,9.0,0,3.1,0,19,27,Yes,11,1.2,Yes
CUST10769,36,Male,Mumbai,Silver,Desktop,Debit Card,Sports,2022-07-07,2025-12-31,8,4011.88,36595.14,0.0,2,3.8,1,24,24,Yes,11,2.4,No
CUST10770,34,Male,Hyderabad,Silver,Desktop,COD,Sports,2023-09-25,2025-12-31,6,3304.61,15189.87,7.5,1,3.7,1,17,25,Yes,11,3.6,No
CUST10771,38,Female,Bengaluru,Silver,Mobile,UPI,Grocery,2021-10-09,2025-08-14,10,4791.49,52461.61,7.4,2,3.7,0,12,18,Yes,2,3.3,No
CUST10772,31,Female,Kochi,Gold,Desktop,Debit Card,Beauty,2025-05-05,2025-12-31,11,3559.9,30942.84,16.3,1,5.0,3,25,24,Yes,11,3.7,No
CUST10773,26,Female,Bengaluru,Silver,Mobile,COD,Home & Kitchen,2024-07-05,2025-12-31,10,3904.43,33900.61,10.1,0,3.2,2,10,34,Yes,2,4.1,No
CUST10774,63,Male,Delhi,Silver,Mobile,Credit Card,Fashion,2024-10-15,2025-12-31,6,2411.75,12011.07,32.3,1,3.9,3,21,22,No,11,2.8,No
CUST10775,18,Male,Pune,Basic,Desktop,Net Banking,Fashion,2022-03-16,2025-12-31,11,1381.71,18294.32,6.5,2,4.2,2,20,21,Yes,11,3.1,No
CUST10776,62,Female,Hyderabad,Silver,Mobile,Credit Card,Electronics,2021-09-27,2024-09-03,7,1256.89,7392.52,26.2,0,3.4,3,14,25,Yes,10,1.4,Yes
CUST10777,30,Male,Hyderabad,Basic,Mobile,UPI,Fashion,2024-03-03,2025-01-29,13,1266.16,12677.83,16.8,1,4.3,2,19,21,Yes,9,4.2,Yes
CUST10778,21,Male,Hyderabad,Basic,Desktop,Credit Card,Fashion,2023-01-16,2024-09-06,5,3719.12,19410.33,21.5,0,3.7,2,14,24,No,5,0.3,Yes
CUST10779,18,Other,Delhi,Basic,Tablet,Credit Card,Home & Kitchen,2025-07-22,2025-12-31,10,1906.23,17596.23,21.0,0,4.2,0,17,25,Yes,5,3.7,No
CUST10780,57,Other,Bengaluru,Silver,Mobile,Credit Card,Home & Kitchen,2021-04-14,2024-09-14,8,2419.67,18444.72,0.0,2,3.9,0,17,19,Yes,2,2.8,Yes
CUST10781,49,Female,Pune,Silver,Mobile,Credit Card,Beauty,2023-02-05,2024-08-25,4,1461.98,4734.07,14.9,0,2.7,1,22,19,Yes,10,1.1,Yes
CUST10782,51,Female,Hyderabad,Basic,Mobile,UPI,Electronics,2021-04-05,2022-02-24,11,4506.34,55722.2,12.9,2,4.8,0,17,24,Yes,4,1.2,Yes
CUST10783,45,Male,Pune,Silver,Tablet,COD,Fashion,2022-12-30,2025-07-25,6,2768.16,17452.31,5.9,3,5.0,4,14,30,Yes,8,2.9,No
CUST10784,48,Male,Chennai,Silver,Desktop,Debit Card,Beauty,2025-05-16,2025-09-01,7,3088.61,20152.44,18.7,3,3.9,0,25,17,Yes,6,2.0,No
CUST10785,25,Female,Mumbai,Basic,Mobile,Net Banking,Electronics,2022-04-25,2022-11-14,10,3227.79,26977.46,28.7,3,3.4,0,18,23,Yes,8,1.6,Yes
CUST10786,56,Female,Mumbai,Gold,Mobile,Debit Card,Sports,2023-02-19,2024-12-11,5,3407.46,17833.38,0.0,3,5.0,2,22,29,Yes,1,3.3,Yes
CUST10787,43,Male,Pune,Gold,Mobile,Debit Card,Fashion,2024-06-18,2025-12-31,9,4614.96,47320.36,10.7,3,5.0,1,16,31,Yes,9,0.0,No
CUST10788,51,Male,Coimbatore,Gold,Desktop,Net Banking,Fashion,2021-01-13,2021-08-19,13,3777.84,44505.16,5.0,6,3.9,2,19,25,Yes,9,2.7,Yes
CUST10789,20,Male,Coimbatore,Silver,Mobile,UPI,Home & Kitchen,2024-03-16,2025-12-31,13,1746.63,17323.24,15.6,0,3.9,4,23,20,Yes,0,1.8,No
CUST10790,29,Female,Delhi,Silver,Desktop,Net Banking,Grocery,2025-11-11,2025-12-31,13,1864.02,20771.21,12.4,2,3.9,2,18,25,Yes,1,0.0,No
CUST10791,18,Female,Delhi,Basic,Tablet,UPI,,2022-08-24,2025-12-31,10,8270.48,90247.39,10.2,0,2.9,5,23,25,No,5,1.8,No
CUST10792,61,Female,Mumbai,Basic,Mobile,Debit Card,Fashion,2021-04-05,2023-12-17,5,4238.7,26376.33,20.5,1,3.8,0,18,22,Yes,9,0.0,Yes
CUST10793,22,Male,Chennai,Basic,Mobile,UPI,Electronics,2021-10-20,2022-02-05,10,6945.3,52554.26,28.1,3,5.0,2,11,20,Yes,6,4.9,Yes
CUST10794,47,Other,Kochi,Platinum,Mobile,COD,Beauty,2021-01-25,2021-12-19,6,2499.15,13541.55,36.3,1,3.9,1,20,18,Yes,7,3.9,Yes
CUST10795,47,Female,Bengaluru,Basic,Mobile,Net Banking,Beauty,2024-07-19,2025-07-28,7,5341.44,29202.04,9.1,1,3.3,2,14,28,Yes,10,4.2,No
CUST10796,34,Male,Bengaluru,Basic,Mobile,COD,Grocery,2025-03-09,2025-09-07,8,3458.61,25128.18,0.4,0,4.3,2,17,17,No,5,3.5,No
CUST10797,65,Male,Delhi,Platinum,Mobile,Debit Card,Fashion,2024-04-04,2025-12-31,7,3176.79,21191.41,19.5,1,3.6,2,24,22,No,5,0.0,No
CUST10798,64,Male,Chennai,Platinum,Desktop,Net Banking,Home & Kitchen,2023-07-28,2024-09-12,6,2820.26,20482.38,27.9,0,4.0,1,18,30,Yes,2,0.1,Yes
CUST10799,40,Male,Delhi,Gold,Desktop,Debit Card,Fashion,2023-02-01,2024-08-05,10,3983.97,31484.53,21.5,1,3.2,1,20,26,No,14,4.3,Yes
CUST10800,32,Female,Kochi,Basic,Mobile,COD,Electronics,2024-01-16,2025-02-27,11,3529.27,44201.41,27.9,1,3.3,0,15,16,Yes,8,6.4,No
CUST10801,54,Male,Bengaluru,Basic,Mobile,Debit Card,Sports,2022-10-16,2025-12-31,12,2564.4,29165.45,13.2,3,4.5,2,14,20,Yes,10,3.3,No
CUST10802,38,Female,Pune,Silver,Mobile,Net Banking,Beauty,2025-07-28,2025-09-28,9,2123.14,22082.11,10.1,2,4.1,0,20,20,Yes,1,5.3,No
CUST10803,31,Male,Delhi,Basic,Desktop,Net Banking,Electronics,2023-09-12,2025-12-31,9,2600.57,23561.97,15.9,0,3.5,1,21,22,Yes,10,0.9,No
CUST10804,19,Male,Hyderabad,Basic,Desktop,Debit Card,Grocery,2025-12-20,2025-12-31,11,2784.41,23572.96,12.4,1,4.1,2,16,22,Yes,13,1.3,No
CUST10805,28,Male,Pune,Silver,Mobile,Net Banking,Beauty,2022-09-30,2022-12-06,14,2318.98,39708.92,20.3,0,3.6,2,16,21,Yes,4,3.8,Yes
CUST10806,56,Male,Kochi,Platinum,Mobile,Net Banking,Home & Kitchen,2022-05-06,2023-01-16,12,1833.54,17412.04,22.8,1,3.5,2,17,18,No,2,0.9,Yes
CUST10807,55,Female,Kochi,Basic,Mobile,Debit Card,Beauty,2024-03-10,2025-12-31,8,2870.97,24089.55,23.4,4,4.8,1,21,26,Yes,0,0.0,No
CUST10808,51,Female,Delhi,Gold,Mobile,COD,Sports,2024-02-01,2025-12-31,10,3342.39,39735.46,19.1,1,4.5,1,17,16,Yes,1,4.0,No
CUST10809,55,Female,Mumbai,Gold,Mobile,Net Banking,Fashion,2024-06-03,2025-12-31,9,3146.17,22366.01,17.0,1,4.0,3,15,25,No,5,1.1,No
CUST10810,51,Female,Delhi,Basic,Desktop,Net Banking,Sports,2022-07-29,2025-07-30,7,1629.29,11712.36,21.4,1,4.1,2,28,24,No,13,0.0,No
CUST10811,35,Male,Mumbai,Gold,Desktop,Net Banking,Sports,2021-10-21,2025-02-26,12,5615.83,78316.9,0.0,0,4.0,2,24,26,Yes,9,4.8,No
CUST10812,47,Male,Kochi,Basic,Mobile,Net Banking,Fashion,2023-06-15,2025-12-31,8,6255.41,62211.92,16.7,0,4.3,1,19,27,Yes,0,3.5,No
CUST10813,32,Male,Chennai,Basic,Desktop,Debit Card,Beauty,2024-08-22,2025-12-31,10,3689.52,41033.5,15.4,1,3.5,1,18,18,Yes,10,3.9,No
CUST10814,44,Female,Kochi,Gold,Tablet,COD,Grocery,2024-07-01,2025-12-31,7,4027.99,25070.9,16.7,3,4.6,0,21,19,Yes,14,4.0,No
CUST10815,51,Male,Bengaluru,Basic,Mobile,COD,Fashion,2024-04-18,2025-07-26,6,3097.91,20442.21,14.3,2,4.2,2,22,26,Yes,1,4.4,No
CUST10816,55,Male,Pune,Platinum,Mobile,UPI,Fashion,2021-02-09,2024-03-29,12,3260.84,43155.92,18.5,1,3.8,4,14,24,Yes,9,3.5,Yes
CUST10817,50,Female,Pune,Basic,Tablet,Net Banking,Home & Kitchen,2023-02-15,2025-12-31,7,1224.54,9428.81,10.4,0,3.7,5,15,22,Yes,4,0.0,No
CUST10818,41,Male,Coimbatore,Silver,Mobile,Net Banking,Beauty,2025-09-21,2025-12-31,11,2670.02,34572.57,24.0,0,4.5,1,23,23,No,0,0.3,No
CUST10819,32,Male,Coimbatore,Silver,Tablet,UPI,Fashion,2022-06-04,2023-08-25,9,2687.91,19200.31,18.8,1,3.9,0,18,21,Yes,13,4.5,Yes
CUST10820,47,Male,Kochi,Basic,Tablet,COD,Grocery,2025-06-28,2025-12-31,14,6163.19,69390.98,16.2,1,3.5,1,29,24,Yes,13,3.6,No
CUST10821,59,Female,Bengaluru,Basic,Desktop,Credit Card,Electronics,2025-10-27,2025-12-31,10,2437.35,26087.17,9.4,2,3.8,0,16,36,Yes,14,2.2,No
CUST10822,34,Female,Coimbatore,Silver,Desktop,Credit Card,Beauty,2022-06-30,2025-12-31,6,5571.81,41017.68,21.5,2,4.5,6,18,19,Yes,10,0.0,No
CUST10823,22,Female,Pune,Gold,Desktop,COD,Home & Kitchen,2021-08-24,2025-11-23,15,2817.72,41543.87,16.7,1,3.0,1,20,25,Yes,10,0.8,No
CUST10824,46,Male,Delhi,Gold,Desktop,Net Banking,,2022-04-08,2025-12-31,12,2281.35,33680.43,9.0,2,3.8,3,15,19,Yes,9,1.9,No
CUST10825,21,Other,Chennai,Silver,Mobile,Credit Card,Fashion,2024-06-05,2025-12-31,8,1258.75,12275.76,14.5,4,4.7,2,14,20,Yes,3,1.0,No
CUST10826,27,Female,Chennai,Gold,Mobile,Debit Card,Grocery,2025-09-20,2025-12-31,15,3237.22,58340.61,20.0,1,3.9,0,18,26,No,4,0.4,No
CUST10827,34,Male,Bengaluru,Gold,Mobile,Debit Card,Beauty,2022-04-28,2025-12-28,12,1950.45,28201.76,19.4,0,4.2,0,24,18,No,4,3.2,No
CUST10828,27,Female,Kochi,Gold,Desktop,UPI,Grocery,2022-03-06,2022-09-19,4,1333.44,6396.03,18.9,1,4.7,0,27,29,Yes,4,5.4,Yes
CUST10829,34,Male,Coimbatore,Silver,Mobile,COD,Grocery,2023-11-12,2025-12-31,17,3678.39,72534.39,15.7,0,4.6,1,16,18,Yes,13,3.8,No
CUST10830,37,Female,Delhi,Silver,Mobile,COD,Sports,2021-12-09,2025-01-15,7,3295.3,25315.9,23.2,1,3.7,2,21,23,Yes,9,1.6,Yes
CUST10831,41,Female,Chennai,Gold,Mobile,Credit Card,Home & Kitchen,2023-11-30,2025-12-31,5,3425.58,13054.96,24.9,1,3.9,1,19,24,Yes,8,2.4,No
CUST10832,22,Male,Chennai,Silver,Desktop,Net Banking,,2024-04-11,2024-09-28,8,2806.53,18323.87,20.9,1,4.6,2,21,23,Yes,8,3.7,Yes
CUST10833,51,Other,Hyderabad,Gold,Tablet,COD,Fashion,2025-01-02,2025-04-23,14,2035.63,23286.84,10.3,1,4.6,1,23,17,Yes,4,1.3,No
CUST10834,23,Female,Kochi,Silver,Tablet,Credit Card,Home & Kitchen,2024-04-17,2025-12-31,8,1722.03,10494.33,6.5,1,3.9,3,15,18,Yes,5,2.9,No
CUST10835,19,Female,Hyderabad,Basic,Mobile,Credit Card,Fashion,2025-06-10,2025-12-31,10,5248.44,42425.81,10.6,1,4.0,0,17,32,No,7,1.8,No
CUST10836,30,Male,Pune,Basic,Desktop,COD,Electronics,2021-05-13,2023-07-25,9,3816.74,41559.94,30.6,1,4.2,0,19,20,No,11,1.7,Yes
CUST10837,60,Male,Chennai,Silver,Desktop,Credit Card,Grocery,2021-12-17,2022-08-26,12,4265.74,55381.36,17.3,1,4.9,0,22,29,No,6,0.0,Yes
CUST10838,60,Male,Bengaluru,Silver,Mobile,UPI,Electronics,2025-03-29,2025-04-25,6,2613.9,14209.73,32.0,0,4.7,0,17,29,Yes,14,2.6,No
CUST10839,65,Female,Mumbai,Gold,Mobile,UPI,Grocery,2025-04-13,2025-12-31,8,1921.46,17626.4,14.0,0,4.5,0,15,23,Yes,5,3.3,No
CUST10840,28,Male,Mumbai,Basic,Mobile,COD,Sports,2022-05-21,2024-10-09,7,1828.49,12725.0,12.9,0,3.3,1,11,30,No,3,4.2,Yes
CUST10841,64,Female,Delhi,Gold,Tablet,Net Banking,Home & Kitchen,2021-03-25,2021-10-07,10,2897.58,23790.97,14.4,2,3.8,2,20,22,No,2,0.0,Yes
CUST10842,40,Female,Chennai,Gold,Mobile,UPI,Fashion,2023-09-20,2025-12-31,9,1958.51,21015.32,14.3,1,3.9,1,10,21,Yes,3,4.4,No
CUST10843,33,Male,Chennai,Basic,Mobile,UPI,Sports,2025-01-27,2025-12-31,6,1166.84,6436.27,8.8,1,4.9,3,20,21,No,12,4.0,No
CUST10844,48,Female,Pune,Gold,Desktop,COD,Fashion,2023-04-10,2025-12-31,8,3594.18,31612.38,5.8,1,3.8,2,12,32,Yes,2,5.4,No
CUST10845,28,Male,Chennai,Platinum,Mobile,Debit Card,Home & Kitchen,2023-05-11,2025-07-26,7,4265.08,26729.6,19.0,1,4.8,0,12,25,Yes,12,1.8,No
CUST10846,33,Other,Bengaluru,Gold,Mobile,,Beauty,2021-12-09,2022-06-18,12,2171.97,26064.57,23.4,1,3.6,3,16,30,Yes,7,2.6,Yes
CUST10847,25,Female,Hyderabad,Gold,Desktop,UPI,Electronics,2024-07-27,2025-12-31,13,1309.53,19715.82,34.6,1,3.7,1,15,27,Yes,5,0.4,No
CUST10848,21,Male,Chennai,Platinum,Mobile,Debit Card,Electronics,2023-05-16,2025-12-17,11,3015.29,27476.15,11.5,0,4.3,2,18,31,No,5,2.4,No
CUST10849,57,Male,Chennai,Silver,Desktop,Net Banking,Fashion,2024-07-10,2025-12-31,8,2599.44,25757.87,12.2,0,5.0,0,16,18,Yes,0,1.9,No
CUST10850,21,Male,Pune,Basic,Mobile,Debit Card,Fashion,2024-04-04,2025-12-31,13,2349.67,23981.68,8.8,1,3.9,1,24,21,Yes,4,2.8,No
CUST10851,42,Female,Kochi,Gold,Mobile,COD,Fashion,2021-10-20,2024-04-02,11,3394.46,37973.99,24.0,1,2.3,0,17,19,No,7,2.4,Yes
CUST10852,20,Female,Coimbatore,Silver,Desktop,Net Banking,Home & Kitchen,2025-03-13,2025-06-04,8,2945.18,28462.52,21.5,2,3.0,1,23,15,No,10,4.1,Yes
CUST10853,49,Female,Kochi,Silver,Mobile,Net Banking,Beauty,2025-05-23,2025-12-31,12,3335.88,48951.25,8.0,1,4.2,3,19,29,Yes,12,2.1,No
CUST10854,20,Male,Pune,Basic,Mobile,Debit Card,Electronics,2024-06-03,2025-12-31,11,2884.57,27480.14,7.8,2,3.0,2,19,25,Yes,1,5.0,No
CUST10855,44,Male,Kochi,Gold,Desktop,COD,Sports,2024-04-08,2025-12-31,5,1956.35,8040.53,22.6,4,3.4,3,16,21,Yes,13,0.0,No
CUST10856,46,Male,Pune,Basic,Desktop,UPI,Grocery,2022-08-21,2025-12-31,7,1892.02,14730.15,18.1,0,4.0,1,23,21,No,2,5.1,No
CUST10857,49,Female,Bengaluru,Platinum,Desktop,Debit Card,Home & Kitchen,2022-10-07,2022-12-13,13,2808.63,28150.42,21.1,1,2.4,0,23,15,No,11,0.0,Yes
CUST10858,36,Female,Delhi,Basic,Desktop,UPI,Electronics,2022-03-24,2022-11-09,9,4125.97,36859.66,7.9,0,3.8,3,26,20,No,8,4.1,Yes
CUST10859,38,Male,Chennai,Basic,Mobile,Debit Card,Beauty,2022-11-21,2024-11-18,15,2917.23,50242.47,0.0,2,3.2,1,22,22,Yes,11,3.9,No
CUST10860,22,Male,Pune,Silver,Mobile,UPI,Home & Kitchen,2023-09-29,2023-11-20,7,2062.91,14875.42,,2,3.0,3,21,19,Yes,12,0.4,Yes
CUST10861,35,Female,Pune,Basic,Tablet,Debit Card,Sports,2023-05-05,2025-12-31,14,3009.33,35558.52,20.5,2,3.5,4,20,27,No,3,4.9,No
CUST10862,45,Female,Coimbatore,Gold,Mobile,Net Banking,Electronics,2022-05-17,2025-03-05,8,3064.21,24354.88,31.9,1,3.3,1,12,27,No,10,0.1,No
CUST10863,59,Female,Pune,Platinum,Mobile,Credit Card,Home & Kitchen,2023-02-03,2025-12-31,16,1965.31,38068.44,11.6,1,4.3,2,15,14,Yes,9,0.0,No
CUST10864,39,Female,Mumbai,Gold,Mobile,Net Banking,Electronics,2025-03-31,2025-12-31,13,6213.16,85504.79,33.2,0,4.8,2,12,30,Yes,11,1.6,No
CUST10865,38,Male,Delhi,Basic,Mobile,UPI,Electronics,2023-01-05,2023-02-19,16,4030.88,71636.5,21.6,1,3.8,0,28,18,Yes,4,1.7,Yes
CUST10866,23,Male,Chennai,Basic,Mobile,COD,Beauty,2024-11-03,2025-12-15,3,2619.42,7214.92,3.9,1,3.6,0,16,28,Yes,11,1.3,No
CUST10867,18,Female,Chennai,Gold,Tablet,Net Banking,Grocery,2024-05-09,2025-12-31,11,5995.0,55673.53,16.7,2,3.7,1,11,24,Yes,11,2.6,No
CUST10868,22,Female,Coimbatore,Platinum,Mobile,Credit Card,Beauty,2025-07-01,2025-12-31,4,3244.34,11391.8,21.9,2,3.3,2,17,15,No,14,3.2,No
CUST10869,58,Male,Bengaluru,Silver,Mobile,UPI,Electronics,2021-09-07,2024-07-16,7,3124.54,22234.61,0.0,1,3.2,2,27,27,No,10,2.3,Yes
CUST10870,29,Female,Chennai,Silver,Tablet,Net Banking,Home & Kitchen,2024-12-03,2025-12-31,8,5008.31,35663.58,20.2,3,2.9,1,22,22,Yes,14,0.2,No
CUST10871,43,Female,Mumbai,Basic,Tablet,Debit Card,Sports,2022-08-24,2025-08-20,10,4044.11,41289.65,24.4,1,3.1,0,22,22,Yes,6,0.8,No
CUST10872,63,Female,Chennai,Platinum,Mobile,COD,Beauty,2021-05-05,2025-07-25,6,3453.15,22871.51,18.2,2,5.0,4,18,25,Yes,12,6.7,No
CUST10873,51,Female,Mumbai,Silver,Mobile,UPI,Grocery,2021-04-23,2025-07-17,11,2318.62,28493.93,14.5,0,3.6,3,18,28,Yes,14,0.4,No
CUST10874,31,Male,Delhi,Basic,Desktop,Net Banking,Electronics,2023-09-08,2025-11-10,11,2789.87,25543.4,13.6,2,2.1,0,23,25,Yes,4,0.5,No
CUST10875,43,Female,Delhi,Basic,Desktop,UPI,Sports,2024-03-06,2025-12-31,8,2598.73,23393.05,13.1,0,3.6,2,20,18,No,1,0.0,No
CUST10876,62,Female,Hyderabad,Platinum,Desktop,Debit Card,Beauty,2025-11-18,2025-12-31,11,2080.59,24862.6,5.6,1,3.0,1,21,18,No,6,4.4,No
CUST10877,44,Female,Hyderabad,Basic,Desktop,Credit Card,Beauty,2025-02-28,2025-12-31,11,7149.65,59456.69,9.5,3,4.0,2,26,32,Yes,10,4.4,No
CUST10878,26,Female,Mumbai,Basic,Desktop,Net Banking,Beauty,2025-08-29,2025-12-31,8,4059.78,25314.71,11.7,1,4.0,1,17,19,Yes,5,3.3,No
CUST10879,43,Female,Bengaluru,Silver,Mobile,UPI,Beauty,2021-05-30,2022-01-25,12,2554.0,32889.13,15.9,2,4.0,0,22,23,No,10,5.1,Yes
CUST10880,64,Male,Chennai,Basic,Desktop,UPI,Sports,2023-05-25,2024-09-21,11,3298.23,34170.89,10.5,0,4.0,1,17,19,Yes,8,1.1,Yes
CUST10881,39,Female,Pune,Basic,Mobile,UPI,Home & Kitchen,2021-12-09,2022-01-10,5,2611.68,10747.74,8.0,0,3.8,1,20,22,No,1,0.2,Yes
CUST10882,64,Female,Chennai,Gold,Desktop,Credit Card,Grocery,2022-08-03,2024-05-07,13,1933.52,19409.79,21.1,3,3.1,2,17,24,No,1,3.1,Yes
CUST10883,47,Female,Hyderabad,Platinum,Mobile,UPI,Grocery,2025-10-23,2025-11-16,8,1158.71,7691.05,18.0,2,4.0,1,10,21,Yes,12,3.4,No
CUST10884,60,Female,Kochi,Gold,Mobile,COD,Electronics,2023-02-22,2025-12-31,7,3424.95,29459.02,10.7,1,4.7,0,25,13,No,12,2.9,No
CUST10885,65,Female,Pune,Platinum,Mobile,COD,Fashion,2021-11-17,2022-01-11,6,2830.87,18917.85,19.1,2,5.0,2,11,28,Yes,7,1.9,Yes
CUST10886,34,Male,Mumbai,Silver,Mobile,UPI,Home & Kitchen,2023-04-02,2024-12-26,11,4563.04,50888.76,11.4,1,3.8,4,20,22,Yes,9,4.6,Yes
CUST10887,43,Female,Pune,Gold,Mobile,COD,Electronics,2022-06-16,2022-08-13,10,2181.73,26633.91,15.5,1,3.9,2,18,25,Yes,10,2.4,Yes
CUST10888,53,Male,Kochi,Silver,Mobile,Net Banking,Electronics,2024-08-05,2025-03-04,9,4566.4,43545.18,22.8,1,4.3,3,22,23,No,0,3.0,No
CUST10889,18,Male,Chennai,Gold,Mobile,COD,Beauty,2025-02-21,2025-12-31,12,4803.34,64143.18,10.2,0,5.0,1,18,27,Yes,7,2.4,No
CUST10890,25,Female,Chennai,Platinum,Desktop,UPI,Fashion,2022-05-07,2022-12-16,14,1368.05,17071.3,5.6,1,3.7,1,26,32,No,4,1.5,Yes
CUST10891,52,Female,Bengaluru,Basic,Mobile,Debit Card,Fashion,2022-09-04,2023-12-21,10,4281.31,44717.89,13.8,3,4.5,3,19,19,No,0,0.4,Yes
CUST10892,32,Male,Coimbatore,Silver,Desktop,Net Banking,Home & Kitchen,2021-09-09,2024-02-19,6,3962.04,19534.57,4.1,1,3.5,3,19,33,No,9,3.3,Yes
CUST10893,64,Male,Pune,Silver,Desktop,Credit Card,Fashion,2024-01-06,2025-12-31,11,2707.19,28356.89,12.8,1,4.2,3,24,19,Yes,10,0.0,No
CUST10894,39,Female,Hyderabad,Basic,Desktop,UPI,Electronics,2025-07-29,2025-12-31,8,4529.64,27780.11,12.8,3,4.6,3,14,29,Yes,0,1.2,No
CUST10895,31,Male,Kochi,Basic,Mobile,Credit Card,Fashion,2024-11-16,2025-12-31,10,4198.64,36037.52,0.0,2,3.2,2,16,20,No,5,1.5,No
CUST10896,43,Male,Kochi,Gold,Tablet,Debit Card,Fashion,2024-12-06,2025-12-31,6,2964.74,14007.23,19.2,0,3.7,1,25,25,No,11,0.1,No
CUST10897,45,Male,Kochi,Platinum,Mobile,Credit Card,Grocery,2021-06-22,2022-07-24,9,1338.48,11370.39,13.5,2,4.6,3,16,25,No,9,1.9,Yes
CUST10898,40,Male,Hyderabad,Silver,Mobile,UPI,Electronics,2023-05-25,2025-12-31,6,2498.35,17561.17,24.5,3,4.4,4,20,17,Yes,10,3.4,No
CUST10899,31,Male,Coimbatore,Basic,Mobile,UPI,Sports,2021-07-20,2025-05-02,8,4308.49,32364.24,16.7,1,4.7,5,19,19,Yes,1,2.8,No
CUST10900,41,Male,Chennai,Basic,Mobile,Debit Card,Fashion,2021-08-05,2025-02-17,7,3219.96,26277.25,20.9,2,4.6,2,20,21,No,1,1.4,Yes
CUST10901,19,Male,Bengaluru,Platinum,Tablet,UPI,Fashion,2022-01-11,2023-07-27,12,2282.52,29533.5,24.5,1,3.8,2,24,27,Yes,0,3.7,Yes
CUST10902,62,Female,Bengaluru,Silver,Mobile,Debit Card,Beauty,2025-10-10,2025-12-31,9,2877.0,26016.37,13.9,0,5.0,1,18,31,Yes,0,3.0,No
CUST10903,43,Female,Hyderabad,Basic,Desktop,Debit Card,Fashion,2025-05-29,2025-12-31,10,2960.89,25713.73,15.0,1,4.1,1,13,19,Yes,3,0.2,No
CUST10904,31,Female,Bengaluru,Silver,Desktop,UPI,Fashion,2021-01-11,2021-12-21,12,1902.95,27655.45,2.4,3,2.0,0,23,15,Yes,4,0.9,Yes
CUST10905,24,Male,Kochi,Basic,Mobile,COD,Grocery,2025-12-28,2025-12-31,14,2249.55,24473.77,24.9,2,3.8,0,21,23,No,3,0.0,No
CUST10906,20,Male,Delhi,Silver,Desktop,Debit Card,Electronics,2025-11-27,2025-12-31,15,6896.16,113213.21,13.8,2,3.7,1,17,14,No,5,1.8,No
CUST10907,64,Female,Coimbatore,Gold,Mobile,UPI,Home & Kitchen,2023-11-02,2025-12-31,12,789.52,10048.57,7.0,2,4.5,0,18,22,Yes,7,1.2,No
