Employee_ID,Age,Experience_Years,Department,Job_Level,Education_Level,Work_Mode,Employment_Type,Monthly_Income,Previous_Salary,Current_Salary,Bonus,Quantity,Unit_Price,Total_Spending,Number_of_Orders,Working_Hours,Training_Hours,Projects_Completed,Performance_Score
EMP01737,36,16,Operations,Manager,Bachelor,Remote,Contract,99165.81,79191.13,95592.61,6599.74,18,7823.74,38807.15,38,50.1,78,16,86.3
EMP01738,30,7,IT,Senior,Diploma,Remote,Contract,38672.89,30290.62,37769.99,6613.37,13,4864.66,59460.95,16,31.7,11,19,67.5
EMP01739,49,4,HR,Senior,High School,Hybrid,Full-Time,60519.94,52564.84,64510.26,3318.5,2,7424.46,39121.82,24,34.8,98,20,77.9
EMP01740,30,10,Engineering,Mid,PhD,Remote,Full-Time,63603.83,57387.32,65457.41,10527.75,19,4178.45,5078.6,23,52.3,62,9,62.3
EMP01741,32,12,Engineering,Mid,Bachelor,Office,Full-Time,80266.86,65532.35,89077.12,13076.5,2,1456.74,54696.16,14,40.4,7,19,55.4
EMP01742,50,30,Marketing,Mid,High School,Hybrid,Part-Time,150872.2,130601.15,159718.68,16565.61,4,4237.06,10247.02,27,41.9,73,6,68.8
EMP01743,21,1,IT,Mid,Master,Remote,Full-Time,29450.54,22665.87,33174.8,1828.64,4,2007.3,31782.34,10,34.2,33,12,59.4
EMP01744,25,5,HR,Entry,Master,Hybrid,Part-Time,42969.07,40263.66,49176.66,2614.3,10,4213.09,73173.73,28,54.9,71,15,69.7
EMP01745,40,11,HR,Entry,Diploma,Office,Part-Time,63977.45,52293.84,62667.64,6633.59,17,3325.54,5123.52,25,53.1,21,6,60.7
EMP01746,28,8,Engineering,Manager,Master,Office,Contract,46338.13,43998.11,47680.34,1000.24,16,6192.03,150838.36,2,30.1,49,5,59.4
EMP01747,32,12,Operations,Entry,PhD,Remote,Part-Time,62666.51,59264.82,67867.6,7246.95,8,3934.63,159322.21,45,43.8,11,14,62.7
EMP01748,21,1,Engineering,Entry,Bachelor,Hybrid,Contract,45024.36,40781.48,45524.03,8622.18,6,7203.1,82871.35,33,51.8,21,19,67.9
EMP01749,40,13,Operations,Mid,Diploma,Remote,Part-Time,66791.23,50361.49,67018.75,3195.78,2,5365.39,196948.53,50,40.8,90,18,66.8
EMP01750,48,9,Engineering,Mid,Bachelor,Hybrid,Full-Time,61757.77,53031.09,68720.82,7608.69,15,9235.18,136119.79,46,40.9,57,13,73.8
EMP01751,57,6,Engineering,Senior,Bachelor,Remote,Contract,58444.25,44848.21,66981.53,11286.76,11,1364.74,149000.63,35,39.5,81,9,61.7
EMP01752,57,28,HR,Mid,High School,Remote,Part-Time,159590.86,148264.31,176309.7,27911.48,16,7033.24,39267.78,47,30.7,18,20,93.9
EMP01753,32,2,Operations,Senior,Master,Hybrid,Contract,28294.58,25689.42,29843.3,4896.9,4,6887.77,167650.09,41,49.8,4,7,54.0
EMP01754,57,14,HR,Senior,Bachelor,Hybrid,Full-Time,80073.87,75627.21,83156.89,13447.04,11,9530.95,189064.23,13,41.4,15,12,63.2
EMP01755,48,28,IT,Entry,PhD,Office,Part-Time,127796.58,111397.29,135199.78,9664.52,14,4029.74,48025.72,5,43.3,40,9,69.6
EMP01756,35,15,Engineering,Mid,PhD,Office,Part-Time,97863.84,83618.24,102029.7,17645.93,8,3401.66,137606.39,5,36.4,73,2,61.4
EMP01757,26,6,Finance,Entry,Master,Hybrid,Full-Time,22302.91,19042.11,23430.94,4225.09,6,2137.74,149641.27,22,49.6,18,3,60.8
EMP01758,40,20,Operations,Mid,Master,Office,Part-Time,112168.18,92795.58,111123.96,12253.55,19,3020.24,61728.67,34,49.8,64,5,68.3
EMP01759,34,14,Sales,Entry,Diploma,Office,Part-Time,80318.42,67767.7,90819.92,6732.51,4,5267.96,95526.79,1,43.8,21,18,78.2
EMP01760,22,2,Sales,Entry,Diploma,Hybrid,Contract,41402.78,36313.65,45580.61,3915.1,4,8458.27,20410.28,17,52.6,16,14,65.3
EMP01761,29,9,Sales,Entry,Diploma,Hybrid,Part-Time,42912.36,40191.27,46611.21,3439.73,6,3200.72,35445.87,49,32.9,34,19,70.7
EMP01762,57,24,Finance,Manager,Master,Hybrid,Full-Time,109994.63,95604.79,125392.23,6405.57,11,1998.55,13252.53,9,49.7,38,5,71.2
EMP01763,40,5,HR,Entry,Bachelor,Remote,Part-Time,56242.94,51823.55,56629.83,7385.86,1,3085.22,112472.93,10,44.0,72,10,73.6
EMP01764,46,26,HR,Junior,High School,Hybrid,Contract,118591.7,109407.49,114587.09,14381.31,2,1458.81,125427.32,15,35.8,54,16,83.1
EMP01765,49,1,Marketing,Junior,Diploma,Hybrid,Part-Time,20321.58,17349.89,22663.19,2098.51,9,9303.61,183307.8,45,33.3,4,20,66.8
EMP01766,21,1,Sales,Junior,High School,Hybrid,Contract,39096.17,32039.08,44948.22,1456.42,16,8789.93,108894.78,29,37.5,72,1,59.9
EMP01767,55,31,Sales,Senior,PhD,Office,Part-Time,151494.34,132999.12,161445.47,24760.35,6,3430.67,52861.66,25,51.4,10,4,61.0
EMP01768,26,6,HR,Entry,Master,Hybrid,Contract,52379.01,43955.18,50376.14,2696.89,9,2846.38,12835.24,21,49.7,77,5,80.7
EMP01769,57,17,Sales,Junior,PhD,Office,Contract,81823.32,62700.24,90504.25,3323.76,19,9101.27,177105.66,17,46.1,39,11,73.0
EMP01770,25,4,HR,Senior,Diploma,Remote,Part-Time,60542.19,49981.32,58408.07,8000.82,5,516.83,96292.76,27,32.3,87,14,73.2
EMP01771,53,33,Engineering,Junior,Bachelor,Hybrid,Full-Time,132404.98,125627.76,140084.84,12148.95,10,6205.49,147727.08,28,53.9,83,11,80.6
EMP01772,34,14,Engineering,Mid,Diploma,Hybrid,Full-Time,87484.32,66462.04,87966.05,2691.5,7,9202.04,3915.22,23,37.6,96,8,54.2
EMP01773,32,12,HR,Manager,High School,Office,Part-Time,74128.45,65924.91,83987.94,6226.96,2,5331.3,98139.65,39,45.2,3,1,55.1
EMP01774,40,20,Operations,Entry,Diploma,Remote,Part-Time,71955.77,66072.5,74853.15,11435.24,20,528.19,65818.8,36,50.1,79,7,71.8
EMP01775,44,24,HR,Manager,Bachelor,Hybrid,Part-Time,95716.72,84206.33,108130.48,12514.47,4,2579.28,7035.92,3,33.3,88,13,72.4
EMP01776,54,12,IT,Manager,Bachelor,Remote,Part-Time,84434.8,72947.42,85263.63,7202.41,8,9263.2,155358.89,33,46.3,57,20,68.7
EMP01777,45,25,IT,Mid,Master,Remote,Part-Time,97466.73,86892.65,100144.39,5314.36,3,661.71,103067.43,7,30.8,64,6,69.4
EMP01778,49,29,IT,Mid,Master,Hybrid,Full-Time,120980.41,101123.72,137847.96,16177.89,2,4250.41,67302.87,5,32.5,87,4,79.7
EMP01779,59,21,IT,Mid,Bachelor,Remote,Contract,81086.66,62296.64,80297.11,14576.13,9,8002.57,161353.9,26,48.1,63,12,82.7
EMP01780,51,31,Finance,Senior,Bachelor,Remote,Contract,139519.49,131493.54,148685.96,19020.57,11,8461.86,89937.77,17,33.9,66,5,75.5
EMP01781,43,8,Marketing,Junior,High School,Hybrid,Full-Time,45909.77,38401.69,47181.56,7635.84,4,5037.28,1696.09,17,41.1,95,5,61.1
EMP01782,58,18,Marketing,Entry,Diploma,Office,Full-Time,112303.6,99172.82,124076.76,12788.57,9,2708.6,188945.08,47,36.2,33,17,71.0
EMP01783,40,5,HR,Mid,Master,Hybrid,Contract,58432.12,50033.21,57021.53,8720.11,6,6197.19,51880.87,3,40.5,88,6,64.4
EMP01784,43,14,Engineering,Entry,High School,Remote,Full-Time,66975.58,50964.04,69483.35,12144.07,1,3005.89,166284.53,3,31.9,57,10,70.1
EMP01785,36,16,Sales,Entry,Diploma,Hybrid,Part-Time,69333.6,65211.67,75558.82,11035.98,3,2925.01,163466.66,34,48.9,66,16,77.5
EMP01786,28,8,IT,Entry,Master,Office,Full-Time,65638.1,59632.7,67699.35,12062.56,7,8172.2,33312.41,8,32.0,6,14,61.2
EMP01787,41,21,Marketing,Mid,High School,Remote,Full-Time,65608.74,51162.98,63096.34,6403.75,9,1965.53,95326.53,45,50.9,34,10,73.9
EMP01788,21,1,Marketing,Mid,PhD,Remote,Full-Time,33881.21,32062.8,36965.16,6192.12,8,552.45,8999.6,6,46.6,28,17,67.8
EMP01789,28,8,IT,Junior,PhD,Office,Full-Time,40179.65,36056.42,42214.33,5298.98,13,3699.36,71555.78,37,40.4,24,5,56.7
EMP01790,49,4,Engineering,Mid,Master,Office,Contract,49966.85,42195.22,47581.51,8824.58,18,5164.25,146464.79,45,51.7,27,2,43.5
EMP01791,52,19,Finance,Mid,High School,Remote,Contract,69939.36,61006.29,75012.15,1894.5,19,7198.26,48176.82,22,34.7,87,4,63.1
EMP01792,58,22,Finance,Entry,Diploma,Office,Contract,83042.42,64054.55,94168.13,11494.19,9,7920.59,24308.46,33,36.6,68,18,90.0
EMP01793,25,5,Marketing,Junior,Diploma,Hybrid,Contract,35504.76,30608.03,34517.91,6129.38,20,6803.43,101917.59,50,33.4,26,8,48.3
EMP01794,42,21,Finance,Manager,High School,Office,Part-Time,103366.4,79047.62,110409.2,5308.52,6,6451.83,107860.29,7,39.5,73,14,85.4
EMP01795,54,3,Operations,Mid,PhD,Hybrid,Part-Time,47726.96,40996.08,52296.04,6639.85,12,6824.61,135489.96,49,54.7,75,13,54.5
EMP01796,21,1,IT,Mid,High School,Remote,Contract,27788.96,23913.49,26792.86,4682.21,4,3079.5,152068.41,40,34.0,81,7,56.5
EMP01797,46,26,Engineering,Manager,PhD,Remote,Contract,135413.33,125242.13,129255.15,9726.86,9,4132.43,139466.1,19,50.8,7,9,67.2
EMP01798,30,10,Marketing,Entry,PhD,Remote,Contract,61327.41,54888.73,63954.62,5700.04,10,6356.15,169237.03,48,46.3,37,4,73.2
EMP01799,50,8,IT,Junior,Diploma,Remote,Full-Time,46896.77,37513.21,51972.75,5745.47,3,1122.92,45358.39,46,30.4,93,5,65.1
EMP01800,38,18,Finance,Entry,Master,Remote,Part-Time,88904.15,82475.07,87316.67,10086.19,17,3305.59,114383.58,10,53.6,8,15,68.6
EMP01801,37,6,IT,Senior,Bachelor,Office,Part-Time,45546.32,39381.56,50890.15,1232.21,7,4360.98,72658.98,23,54.3,42,9,56.1
EMP01802,46,3,Finance,Mid,High School,Office,Full-Time,54980.48,47903.16,59451.24,2076.12,8,5567.69,192460.36,2,53.1,24,18,69.7
EMP01803,28,8,Engineering,Senior,PhD,Remote,Full-Time,73819.64,57859.56,75032.84,2811.35,11,5121.58,88615.63,21,42.5,93,14,67.7
EMP01804,60,29,Finance,Mid,High School,Office,Full-Time,134247.12,123716.06,141384.39,9022.51,13,7322.25,191983.07,24,35.5,65,15,78.6
EMP01805,32,12,IT,Senior,Master,Office,Part-Time,83951.51,78594.82,95966.23,5394.35,3,4997.55,154044.07,48,39.8,16,1,55.5
EMP01806,47,27,Engineering,Manager,Master,Remote,Full-Time,108228.92,97946.97,107502.42,16623.97,19,9089.23,143974.31,13,45.4,6,19,82.3
EMP01807,28,8,Finance,Mid,Bachelor,Office,Full-Time,53084.71,49801.45,55734.02,6534.41,14,4113.02,98821.18,5,39.5,21,1,61.7
EMP01808,45,25,Operations,Mid,Bachelor,Remote,Full-Time,129385.33,104861.63,139075.94,20380.22,16,5491.03,89232.25,18,47.7,9,6,61.2
EMP01809,24,4,HR,Senior,PhD,Remote,Contract,32974.98,30410.31,32236.44,1074.37,15,530.5,105783.09,11,49.9,89,8,60.3
EMP01810,53,30,IT,Junior,Bachelor,Remote,Full-Time,137763.99,116793.37,132074.95,14787.39,2,3449.54,59432.98,37,35.2,12,4,63.7
EMP01811,21,1,HR,Senior,PhD,Remote,Contract,22563.47,17662.31,21496.03,1766.26,6,8732.44,180997.48,32,40.1,41,16,66.3
EMP01812,39,1,IT,Mid,Diploma,Office,Part-Time,45398.69,40121.55,46076.88,7853.48,7,3668.98,159071.8,28,53.9,27,11,66.7
EMP01813,51,9,Finance,Mid,PhD,Office,Part-Time,54498.18,48330.29,52579.27,8033.14,9,2905.27,160477.78,22,36.2,99,4,66.6
EMP01814,36,1,Finance,Junior,Bachelor,Hybrid,Part-Time,15000.0,12110.77,16661.31,2647.0,9,5663.6,87197.57,45,38.7,58,11,47.5
EMP01815,34,1,Engineering,Entry,High School,Hybrid,Contract,15000.0,11332.48,17241.96,425.35,17,1247.94,15146.7,28,30.9,10,10,63.6
EMP01816,25,5,Marketing,Junior,Bachelor,Remote,Full-Time,27097.71,21406.36,26075.06,4057.83,3,5550.25,136932.39,1,38.3,8,17,55.6
EMP01817,46,16,Operations,Entry,Master,Hybrid,Part-Time,72803.15,60423.38,75463.76,8532.64,4,3384.83,75508.3,6,39.3,79,9,65.6
EMP01818,48,28,Marketing,Mid,Bachelor,Office,Full-Time,153674.28,120405.73,146781.44,25894.12,2,4139.48,174215.63,11,32.5,80,10,78.8
EMP01819,22,2,HR,Manager,Diploma,Office,Contract,32531.5,25661.04,31776.71,3620.39,1,8017.97,156287.35,42,30.0,54,8,60.3
EMP01820,26,6,Finance,Manager,PhD,Hybrid,Part-Time,59080.95,48935.46,59942.61,6926.51,10,6788.66,29920.3,33,44.4,4,14,69.2
EMP01821,29,9,Marketing,Senior,Master,Hybrid,Full-Time,46040.68,43386.77,47363.87,1349.83,3,4738.01,120741.43,16,37.5,68,13,64.8
EMP01822,53,23,Finance,Junior,PhD,Office,Full-Time,83244.62,75157.3,94728.77,11682.06,10,5986.4,138750.57,13,30.4,37,3,59.8
EMP01823,45,0,IT,Junior,PhD,Hybrid,Part-Time,46022.32,37459.85,47364.67,3183.14,9,7785.16,114059.38,21,51.5,94,14,65.1
EMP01824,33,10,Marketing,Manager,Bachelor,Office,Full-Time,80675.66,75861.01,84649.39,1899.5,17,7584.95,103294.39,48,44.6,65,14,76.8
EMP01825,29,9,HR,Entry,High School,Office,Contract,60940.59,53574.66,60886.76,1947.58,15,2260.56,46344.75,47,34.3,90,3,68.2
EMP01826,33,3,Engineering,Junior,Master,Hybrid,Part-Time,49163.0,41350.5,46706.08,9454.61,3,3358.73,47945.46,39,51.6,82,16,69.9
EMP01827,51,6,Marketing,Entry,Diploma,Hybrid,Part-Time,26970.32,22753.78,30472.87,2219.49,3,3808.25,153833.62,46,36.3,63,10,74.3
EMP01828,31,11,Finance,Entry,Diploma,Remote,Part-Time,57237.57,47630.18,55311.12,10088.33,4,2281.65,4719.27,24,35.7,24,4,68.2
EMP01829,24,4,Sales,Entry,High School,Remote,Part-Time,30802.29,24537.06,35202.39,5936.89,4,615.53,156003.1,43,52.4,51,20,75.6
EMP01830,54,30,Sales,Entry,High School,Remote,Contract,151184.28,125078.75,147581.38,28692.98,17,2152.69,105832.95,27,34.5,37,18,72.3
EMP01831,58,16,Engineering,Senior,Bachelor,Remote,Contract,81092.08,69380.7,86847.65,14492.01,6,8178.32,187308.31,45,52.0,76,4,72.4
EMP01832,24,4,Engineering,Senior,Diploma,Remote,Full-Time,41768.21,35737.11,48028.52,7563.05,11,5686.24,199466.99,37,50.1,92,2,59.3
EMP01833,58,10,Operations,Manager,Master,Office,Contract,87891.76,79308.9,85931.16,6330.09,12,3745.75,133033.43,50,37.7,18,11,61.4
EMP01834,39,19,Engineering,Senior,High School,Hybrid,Full-Time,114044.03,93716.77,118011.46,5390.24,7,6279.27,83039.18,3,30.9,98,15,73.1
EMP01835,26,6,Finance,Junior,High School,Office,Full-Time,56019.61,50045.66,61962.44,7566.42,13,7528.42,95542.1,12,32.1,24,11,61.4
EMP01836,54,0,IT,Senior,High School,Remote,Part-Time,24489.59,21198.64,23422.78,2641.42,6,3867.06,41638.87,7,32.7,47,6,53.6
EMP01837,38,18,Marketing,Junior,Master,Remote,Full-Time,81901.01,77180.98,89104.74,3093.76,3,4927.71,20747.63,20,52.3,72,18,78.5
EMP01838,33,6,Engineering,Junior,Diploma,Hybrid,Part-Time,55257.23,45700.88,53382.61,7844.18,14,1110.03,116173.92,15,40.1,60,18,69.2
EMP01839,43,1,Sales,Entry,Master,Office,Full-Time,15000.0,13953.65,14959.56,1819.72,14,6172.36,161293.52,1,30.8,34,1,55.5
EMP01840,39,19,IT,Manager,Master,Remote,Contract,91078.24,83257.21,89440.22,15970.76,10,3885.87,53091.54,10,43.9,50,13,76.5
EMP01841,31,3,Finance,Entry,Bachelor,Remote,Part-Time,20097.98,17636.64,22740.21,2605.77,5,4618.47,84510.91,14,35.2,14,1,51.3
EMP01842,21,1,IT,Entry,High School,Remote,Full-Time,39022.03,34374.62,38479.29,4811.82,2,4514.71,111399.96,15,35.9,85,13,61.2
EMP01843,44,24,Finance,Senior,Diploma,Remote,Contract,95582.02,73304.72,91575.87,9494.67,6,6507.89,181671.67,34,34.0,76,5,57.5
EMP01844,27,7,Operations,Senior,Bachelor,Office,Contract,47953.98,45078.9,51192.08,4953.73,11,5938.42,28587.61,49,49.1,48,17,74.6
EMP01845,45,10,Marketing,Junior,Bachelor,Office,Part-Time,81265.37,62687.07,82828.61,15585.77,18,4510.01,48139.75,25,30.0,29,16,69.1
EMP01846,41,2,IT,Senior,PhD,Remote,Part-Time,16286.67,14049.64,16793.86,731.6,11,661.07,183787.56,31,41.0,20,18,64.0
EMP01847,35,11,Marketing,Senior,High School,Office,Part-Time,82606.75,67408.28,80443.49,8287.06,15,6399.14,8867.58,10,32.2,88,10,77.7
EMP01848,21,1,IT,Mid,Diploma,Remote,Full-Time,23700.93,19813.28,26062.65,3271.89,3,8855.99,131567.01,37,43.8,88,17,60.4
EMP01849,32,12,Finance,Junior,Diploma,Hybrid,Part-Time,71135.34,62032.62,76136.92,6967.13,2,7810.74,128265.65,6,38.6,85,7,68.1
EMP01850,27,1,Finance,Junior,Diploma,Hybrid,Contract,29238.77,27243.81,29906.68,2075.33,7,9825.35,77267.63,6,30.7,40,15,57.5
EMP01851,35,15,IT,Mid,High School,Hybrid,Contract,87589.69,73707.9,86215.84,6282.31,5,1821.22,94164.77,28,41.5,2,19,75.6
EMP01852,41,1,Operations,Junior,Diploma,Office,Part-Time,26317.7,24937.23,28125.48,1633.23,13,2613.94,171128.67,38,44.3,72,9,47.0
EMP01853,39,19,Finance,Manager,Master,Remote,Part-Time,80047.61,69526.35,88510.2,6556.11,8,5623.04,33831.43,14,36.2,23,5,70.5
EMP01854,49,19,HR,Manager,Master,Hybrid,Contract,76961.41,60192.35,77921.85,13614.59,9,2740.88,47081.93,13,49.1,95,10,79.4
EMP01855,45,25,HR,Mid,High School,Hybrid,Full-Time,103256.03,81365.95,98627.28,11455.27,8,828.22,102957.73,13,39.3,16,13,66.4
EMP01856,53,24,Marketing,Senior,Diploma,Office,Contract,132938.7,118743.79,131990.68,8407.44,10,4321.74,82539.34,10,48.7,87,1,70.1
EMP01857,52,31,Engineering,Manager,PhD,Office,Contract,116753.82,88742.19,126850.64,10416.17,2,3232.62,115300.13,16,44.5,7,6,63.9
EMP01858,55,9,HR,Mid,PhD,Hybrid,Contract,47215.23,39947.31,54194.55,1843.73,10,3005.73,184247.0,39,51.7,5,3,60.0
EMP01859,58,32,HR,Manager,PhD,Remote,Part-Time,169975.76,132520.55,161931.7,31059.06,11,9555.14,183503.3,35,43.7,8,17,84.3
EMP01860,46,12,Operations,Entry,Master,Remote,Full-Time,74307.63,62169.01,75142.15,6945.95,11,2765.31,46773.65,15,34.6,14,12,58.5
EMP01861,31,11,Operations,Mid,PhD,Remote,Full-Time,65719.5,59146.46,63248.72,12911.94,5,1729.61,61126.78,23,50.6,63,11,59.2
EMP01862,55,21,Engineering,Junior,Diploma,Hybrid,Part-Time,150903.38,127024.82,152905.84,12458.13,14,1690.53,33251.67,37,49.6,87,8,80.7
EMP01863,28,8,Sales,Manager,Diploma,Office,Contract,44950.24,35182.11,46351.91,7666.0,3,8160.08,185630.28,8,54.3,49,12,79.9
EMP01864,34,14,Engineering,Junior,PhD,Remote,Part-Time,55094.19,44096.57,62486.31,3644.45,20,7291.06,80174.96,26,32.3,10,11,69.0
EMP01865,30,10,Sales,Mid,Bachelor,Hybrid,Part-Time,62705.58,51638.54,60580.62,2113.65,2,1730.12,90491.32,22,44.8,94,5,70.0
EMP01866,22,2,Operations,Manager,PhD,Hybrid,Full-Time,41113.03,31406.75,45447.45,1057.1,18,2587.65,160725.52,5,42.3,45,8,57.9
EMP01867,29,9,Sales,Junior,Bachelor,Office,Full-Time,45163.62,39150.87,46478.19,5831.09,1,7599.76,103081.72,34,46.8,44,12,67.7
EMP01868,23,3,Operations,Senior,High School,Remote,Part-Time,19027.15,16582.29,21163.0,1447.65,1,3108.86,24831.34,27,54.5,76,6,64.2
EMP01869,41,21,Sales,Senior,High School,Hybrid,Part-Time,105036.75,80083.21,110570.13,10486.19,17,9824.65,88131.89,19,43.3,93,9,73.0
EMP01870,46,1,Finance,Entry,Diploma,Remote,Full-Time,34350.92,28527.14,32903.24,5748.85,6,5635.42,126474.28,43,47.1,58,17,76.5
EMP01871,28,8,Operations,Mid,Master,Remote,Full-Time,33710.39,28074.02,38404.26,2179.7,13,2324.08,144122.61,43,38.7,24,2,58.6
EMP01872,22,2,Engineering,Junior,Diploma,Remote,Contract,24104.92,19688.03,23298.53,1821.31,1,8658.68,129425.02,35,37.5,11,1,54.7
EMP01873,26,6,Marketing,Entry,Diploma,Hybrid,Part-Time,68932.21,59388.4,73725.53,11867.4,6,3535.02,24716.96,45,38.4,84,18,71.2
EMP01874,48,25,Marketing,Mid,Master,Remote,Contract,152151.1,124640.89,171251.17,16538.4,8,3243.67,61564.56,20,31.0,87,3,71.1
EMP01875,49,8,Operations,Senior,Diploma,Office,Contract,39068.14,32554.77,37738.02,6601.72,13,3610.69,146979.36,47,37.1,25,14,74.3
EMP01876,46,9,HR,Junior,Master,Hybrid,Contract,39187.62,35641.32,41569.39,3425.22,2,7797.87,176157.85,38,34.3,75,13,70.6
EMP01877,45,25,Marketing,Manager,Diploma,Hybrid,Full-Time,147149.05,115132.63,164050.29,13494.54,8,2145.52,10390.1,13,41.4,36,2,68.0
EMP01878,32,12,Engineering,Senior,High School,Remote,Contract,76960.07,67249.47,88293.59,3854.54,1,4126.96,9403.59,18,41.5,84,4,66.8
EMP01879,25,5,HR,Manager,Bachelor,Remote,Full-Time,44859.99,38181.18,49115.65,8296.51,13,792.91,129037.5,18,49.1,22,15,62.2
EMP01880,54,1,Marketing,Manager,Diploma,Remote,Full-Time,35396.91,28707.4,35597.5,6421.74,1,8352.95,110061.18,1,42.6,64,5,49.3
EMP01881,57,0,IT,Junior,Bachelor,Hybrid,Full-Time,15000.0,13432.6,16348.71,2957.39,10,3736.83,31912.47,32,41.6,44,10,71.5
EMP01882,35,15,IT,Junior,PhD,Office,Part-Time,78954.16,67919.34,86151.09,7298.56,5,2857.64,110110.02,25,35.8,73,9,77.1
EMP01883,56,23,Operations,Manager,Diploma,Office,Contract,108662.4,91871.05,118441.28,18184.73,20,6008.99,194922.98,21,51.3,34,18,85.6
EMP01884,35,15,Engineering,Entry,High School,Hybrid,Full-Time,84010.28,74225.92,94163.09,7955.07,13,7197.42,126549.14,27,32.3,47,3,55.9
EMP01885,43,1,Engineering,Manager,Master,Office,Part-Time,35008.4,31873.68,33869.79,3562.94,5,8222.51,90379.09,11,54.6,27,14,72.6
EMP01886,26,6,Marketing,Manager,High School,Remote,Part-Time,44240.88,41787.0,42988.15,7494.4,10,3803.96,165678.97,48,41.9,0,10,73.8
EMP01887,41,13,Finance,Junior,Bachelor,Hybrid,Part-Time,51062.39,44724.02,55051.56,2651.47,3,8216.86,43351.67,1,34.6,71,17,81.4
EMP01888,43,1,HR,Mid,Master,Office,Full-Time,37085.18,34299.64,42305.89,2212.35,2,4916.37,83450.96,19,38.9,40,15,75.7
EMP01889,36,16,Marketing,Senior,High School,Hybrid,Full-Time,66097.92,49587.87,68951.21,5066.48,2,1460.85,106025.81,32,30.4,22,18,77.9
EMP01890,35,14,Operations,Junior,High School,Office,Full-Time,92783.88,79427.37,105969.63,15019.13,5,8539.92,101403.44,8,34.2,83,17,69.6
EMP01891,45,11,HR,Entry,High School,Hybrid,Part-Time,54312.17,43065.72,61786.45,4729.36,4,5702.53,184273.52,19,38.4,31,3,63.6
EMP01892,56,27,Sales,Senior,Master,Office,Full-Time,130067.53,100000.92,147052.0,10986.84,2,6223.46,59240.95,16,43.9,86,16,74.4
EMP01893,31,11,Operations,Junior,High School,Hybrid,Contract,65219.55,55853.65,73826.59,13030.02,9,9406.17,12244.24,35,33.2,6,19,65.1
EMP01894,35,15,Marketing,Junior,High School,Hybrid,Full-Time,61556.31,55361.61,69537.93,5483.75,9,5811.94,183359.06,2,46.9,74,13,74.7
EMP01895,24,4,Finance,Mid,Bachelor,Hybrid,Full-Time,36427.18,30323.97,40579.08,2353.15,9,553.04,44196.46,12,51.1,54,17,69.5
EMP01896,41,9,Sales,Entry,High School,Hybrid,Contract,52720.78,46606.31,57412.71,6968.55,4,8770.85,76426.57,29,44.3,71,16,74.6
EMP01897,33,13,Operations,Entry,High School,Hybrid,Full-Time,54112.71,45884.54,51671.23,8892.8,8,3205.14,106647.43,10,37.4,42,9,53.6
EMP01898,42,17,Marketing,Junior,PhD,Remote,Full-Time,101323.14,84849.74,98937.06,3295.98,18,5266.79,195200.21,22,33.0,13,12,66.9
EMP01899,39,19,IT,Mid,Master,Hybrid,Full-Time,90210.01,72894.32,88121.32,11853.65,9,2446.42,107518.42,34,30.4,13,3,66.5
EMP01900,54,13,Engineering,Junior,PhD,Hybrid,Full-Time,80898.15,66863.83,77234.12,2138.33,3,3321.34,90100.92,21,48.3,99,9,76.0
EMP01901,34,14,Marketing,Manager,Bachelor,Hybrid,Part-Time,92077.31,75499.63,89622.56,10564.93,6,7023.16,117144.06,37,45.7,40,16,77.1
EMP01902,24,4,IT,Manager,PhD,Office,Full-Time,40261.2,35399.16,45654.16,2667.65,19,4580.95,194190.82,5,41.9,90,5,64.5
EMP01903,47,21,IT,Mid,Diploma,Hybrid,Contract,112856.12,87260.77,122196.19,8486.27,5,6457.74,163770.98,6,32.5,83,19,77.8
EMP01904,49,5,Operations,Junior,Master,Remote,Contract,31985.2,24581.5,32382.29,3328.93,17,8323.97,34624.66,32,35.2,88,13,72.2
EMP01905,48,28,Marketing,Mid,High School,Hybrid,Part-Time,170558.63,150433.16,189093.58,31873.89,19,3737.81,160848.74,3,50.4,92,2,70.7
EMP01906,55,35,Engineering,Junior,PhD,Office,Full-Time,152528.41,131061.51,159800.04,22562.02,3,5899.23,168378.71,10,42.0,13,19,88.1
EMP01907,28,8,Marketing,Junior,PhD,Office,Contract,41679.21,34845.48,40779.99,7862.04,8,7887.08,138448.13,5,54.1,27,18,71.8
EMP01908,36,13,IT,Manager,High School,Hybrid,Part-Time,88223.78,68857.65,99419.41,12245.0,9,7293.67,131789.46,24,55.0,29,12,66.8
EMP01909,56,15,HR,Senior,High School,Hybrid,Full-Time,103787.43,86372.46,105627.83,2208.53,8,5628.51,88734.52,20,50.0,78,18,71.0
EMP01910,50,30,Sales,Entry,Bachelor,Hybrid,Part-Time,116746.93,105999.95,127227.52,7916.06,14,4142.14,128697.38,37,36.5,53,5,80.6
EMP01911,38,18,Finance,Entry,PhD,Hybrid,Full-Time,99579.71,92402.43,100388.18,18226.98,10,4371.27,147777.42,31,35.8,58,20,81.6
EMP01912,22,2,Marketing,Mid,PhD,Office,Part-Time,15000.0,13357.73,15750.21,2037.3,17,4614.78,25441.23,47,36.3,84,20,86.4
EMP01913,33,13,Sales,Entry,Diploma,Hybrid,Part-Time,59361.55,45232.46,66084.28,11676.21,3,3814.03,52208.66,17,54.7,11,8,66.7
