Customer_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Tenure_Months,Debt_to_Income,Interest_Rate,Gender,Employment_Type,Education_Level,Marital_Status,Loan_Type,Loan_Default
CUST00490,48,56667.79,486.0,74995.84,84,0.71,5.19,Female,Business,High School,Divorced,Business Loan,No
CUST00491,25,168674.64,638.0,260701.5,72,0.39,5.64,Male,Salaried,Diploma,Single,Education Loan,No
CUST00492,67,35145.12,850.0,12619.62,36,0.54,12.79,Male,Business,Diploma,Married,Business Loan,No
CUST00493,69,131236.5,583.0,469822.73,24,0.65,9.44,Female,Self-Employed,Diploma,Married,Personal Loan,No
CUST00494,50,48653.89,483.0,213259.41,24,0.34,17.39,Female,Self-Employed,Bachelor,Widowed,Car Loan,No
CUST00495,66,160825.22,752.0,207144.13,36,0.27,16.74,Male,Business,Master,Divorced,Education Loan,No
CUST00496,25,173733.08,850.0,201390.87,36,0.71,14.28,Other,Salaried,High School,Widowed,Business Loan,No
CUST00497,32,93406.14,702.0,43970.88,72,0.41,15.64,Male,Salaried,PhD,Married,Car Loan,No
CUST00498,36,160409.58,702.0,322777.9,24,0.4,13.68,Female,Self-Employed,Bachelor,Married,Home Loan,No
CUST00499,46,18833.52,657.0,369171.77,36,0.17,6.63,Other,Salaried,High School,Divorced,Home Loan,No
CUST00500,46,150831.4,545.0,341301.44,36,0.13,14.95,Female,Business,Master,Single,Car Loan,Yes
CUST00501,68,55037.28,571.0,77833.39,72,0.64,7.73,Female,Contract,Bachelor,Divorced,Personal Loan,Yes
CUST00502,41,165209.61,656.0,293631.68,72,0.48,9.2,Other,Business,High School,Married,Car Loan,No
CUST00503,59,18181.46,642.0,289047.4,48,0.28,15.65,Female,Self-Employed,Bachelor,Single,Car Loan,Yes
CUST00504,56,108101.44,671.0,435521.29,72,0.18,11.97,Female,Self-Employed,High School,Widowed,Education Loan,No
CUST00505,53,140575.0,742.0,195772.55,12,0.44,16.18,Female,Self-Employed,High School,Married,Home Loan,No
CUST00506,50,59907.51,636.0,192028.11,24,0.46,7.77,Female,Salaried,Master,Widowed,Home Loan,Yes
CUST00507,57,49287.52,744.0,313078.26,48,0.19,12.9,Female,Business,PhD,Single,Business Loan,No
CUST00508,43,31623.91,637.0,320205.6,12,0.65,6.09,Female,Contract,Master,Widowed,Car Loan,Yes
CUST00509,30,70882.24,758.0,239949.76,36,0.11,13.36,Female,Business,High School,Married,Car Loan,No
CUST00510,25,108694.78,686.0,227099.09,36,0.3,14.91,Female,Contract,Bachelor,Divorced,Personal Loan,No
CUST00511,56,36766.7,647.0,252132.36,48,0.53,12.6,Female,Business,Master,Widowed,Home Loan,No
CUST00512,54,79024.65,685.0,431912.2,72,0.24,8.46,Male,Self-Employed,PhD,Married,Personal Loan,Yes
CUST00513,51,19469.73,658.0,235971.78,84,0.63,5.41,Male,Contract,High School,Married,Education Loan,No
CUST00514,30,150626.07,688.0,470566.58,84,0.57,6.55,Female,Business,Master,Single,Business Loan,No
CUST00515,39,38808.69,737.0,256961.84,36,0.6,13.09,Male,Salaried,Master,Married,Personal Loan,No
CUST00516,52,63901.56,673.0,475108.34,84,0.13,17.15,Other,Salaried,Master,Divorced,Home Loan,Yes
CUST00517,21,20985.29,652.0,418087.63,60,0.15,7.68,Male,Business,Master,Divorced,Education Loan,No
CUST00518,25,88023.01,596.0,187591.35,48,0.25,14.56,Female,Self-Employed,Bachelor,Widowed,Car Loan,No
CUST00519,65,154099.68,723.0,433184.3,12,0.41,16.26,Female,Contract,PhD,Widowed,Education Loan,No
CUST00520,24,81528.5,706.0,63931.01,48,0.57,11.77,Male,Business,PhD,Widowed,Personal Loan,No
CUST00521,36,47078.57,591.0,463273.12,24,0.64,13.7,Female,Salaried,High School,Widowed,Home Loan,No
CUST00522,44,140099.21,743.0,319505.32,72,0.54,15.6,Other,Contract,Diploma,Divorced,Personal Loan,Yes
CUST00523,36,145786.73,590.0,36651.47,72,0.7,8.39,Other,Salaried,Bachelor,Single,Car Loan,No
CUST00524,22,46148.06,757.0,325685.79,48,0.57,8.86,Female,Salaried,High School,Widowed,Car Loan,No
CUST00525,69,142878.37,732.0,487381.35,36,0.26,5.01,Other,Business,High School,Single,Home Loan,No
CUST00526,48,171462.26,711.0,44202.32,36,0.24,17.52,Other,Salaried,Master,Married,Business Loan,No
CUST00527,52,44953.17,652.0,281796.98,60,0.54,16.93,Male,Contract,Diploma,Married,Education Loan,No
CUST00528,47,142899.46,723.0,376419.23,60,0.19,14.94,Other,Self-Employed,Diploma,Widowed,Education Loan,No
CUST00529,40,132788.66,761.0,407026.71,72,0.11,6.03,Male,Business,Bachelor,Married,Car Loan,No
CUST00530,44,94718.97,724.0,212775.46,60,0.42,10.82,Female,Contract,Diploma,Single,Personal Loan,No
CUST00531,32,27383.11,630.0,110041.61,12,0.63,6.32,Male,Business,High School,Single,Personal Loan,No
CUST00532,70,30100.5,700.0,30747.72,60,0.12,5.21,Female,Salaried,Diploma,Married,Business Loan,No
CUST00533,55,156091.17,765.0,294065.82,12,0.6,13.01,Female,Salaried,Diploma,Widowed,Personal Loan,No
CUST00534,53,178404.04,845.0,231926.42,60,0.62,17.49,Female,Contract,PhD,Single,Education Loan,No
CUST00535,53,127520.47,665.0,474884.75,72,0.39,16.74,Female,Contract,High School,Single,Personal Loan,No
CUST00536,63,,744.0,39696.4,72,0.09,14.06,Female,Self-Employed,Diploma,Divorced,Business Loan,No
CUST00537,57,122906.93,765.0,345843.72,12,0.17,6.26,Male,Contract,Diploma,Widowed,Education Loan,No
CUST00538,32,114292.13,619.0,22233.45,48,0.55,8.56,Female,Contract,Master,Divorced,Personal Loan,No
CUST00539,23,80145.19,814.0,94002.75,72,0.55,9.16,Other,Business,Diploma,Married,Education Loan,No
CUST00540,21,28631.44,600.0,232253.71,48,0.68,14.92,Other,Salaried,Diploma,Married,Car Loan,No
CUST00541,53,151085.1,741.0,232887.5,36,0.46,15.43,Female,Contract,PhD,Divorced,Car Loan,No
CUST00542,60,78237.03,703.0,345993.27,12,0.14,10.01,Other,Self-Employed,High School,Widowed,Car Loan,Yes
CUST00543,30,150643.27,684.0,456004.39,84,0.13,10.43,Male,Contract,Bachelor,Single,Personal Loan,No
CUST00544,63,58906.42,850.0,323125.76,72,0.55,5.58,Male,Salaried,High School,Married,Business Loan,Yes
CUST00545,64,18166.78,657.0,477232.2,24,0.18,8.76,Female,Contract,Master,Widowed,Education Loan,No
CUST00546,49,43748.0,656.0,441991.66,36,0.28,10.87,Female,Business,High School,Widowed,Home Loan,No
CUST00547,33,93903.39,780.0,296404.9,48,0.39,6.52,Female,Salaried,Diploma,Married,Car Loan,No
CUST00548,32,170977.19,737.0,418558.06,72,0.07,10.89,Other,Contract,Master,Married,Car Loan,Yes
CUST00549,51,34555.37,776.0,324863.03,12,0.22,16.09,Other,Business,High School,Widowed,Home Loan,No
CUST00550,66,156381.98,689.0,48493.34,84,0.34,12.56,Male,Salaried,Master,Single,Home Loan,No
CUST00551,22,103377.9,704.0,372876.71,60,0.25,6.03,Other,Contract,Bachelor,Divorced,Personal Loan,No
CUST00552,70,151799.16,823.0,56505.14,84,0.15,7.49,Male,Business,High School,Married,Education Loan,No
CUST00553,55,66336.66,617.0,301100.56,24,0.56,11.17,Other,Self-Employed,Diploma,Divorced,Car Loan,No
CUST00554,43,154071.44,672.0,354293.7,48,0.62,9.7,Male,Business,Master,Widowed,Business Loan,No
CUST00555,37,143197.29,740.0,42598.53,36,0.23,9.66,Female,Self-Employed,PhD,Divorced,Personal Loan,No
CUST00556,46,55268.7,665.0,123089.38,84,0.59,11.88,Other,Contract,Master,Single,Personal Loan,No
CUST00557,28,39276.29,637.0,458679.39,12,0.32,12.6,Male,Business,PhD,Widowed,Business Loan,No
CUST00558,49,158624.8,726.0,311994.1,24,0.4,15.36,Other,Self-Employed,Diploma,Single,Business Loan,No
CUST00559,46,174044.34,780.0,130680.15,12,0.65,9.43,Female,Salaried,Bachelor,Widowed,Business Loan,Yes
CUST00560,30,23070.97,669.0,348433.09,72,0.57,15.47,Male,Business,PhD,Single,Home Loan,No
CUST00561,46,136465.75,667.0,302420.45,60,0.61,9.4,Other,Contract,Bachelor,Widowed,Car Loan,No
CUST00562,54,165342.97,631.0,255772.09,36,0.15,5.72,Other,Salaried,Master,Single,Home Loan,No
CUST00563,61,156892.33,658.0,488331.62,12,0.1,12.2,Female,Self-Employed,Diploma,Widowed,Car Loan,No
CUST00564,27,174252.32,761.0,344892.35,48,0.68,12.64,Female,Business,PhD,Single,Home Loan,Yes
CUST00565,24,141135.24,686.0,193966.14,72,0.32,17.15,Male,Business,Master,Widowed,Education Loan,No
CUST00566,70,89652.4,620.0,402035.98,72,0.25,14.44,Other,,High School,Single,Car Loan,No
CUST00567,65,68536.22,700.0,443445.81,36,0.56,16.93,Other,Salaried,Master,Married,Personal Loan,No
CUST00568,31,69960.32,759.0,71358.07,72,0.64,16.81,Female,Business,Bachelor,Divorced,Car Loan,No
CUST00569,49,135356.47,638.0,108270.96,48,0.65,12.86,Female,,Diploma,Widowed,Car Loan,No
CUST00570,56,138825.6,580.0,115951.23,12,0.27,11.86,Male,Salaried,Diploma,Single,Car Loan,Yes
CUST00571,45,50458.18,844.0,348693.79,36,0.65,12.25,Other,Business,Master,Married,Education Loan,No
CUST00572,41,158635.9,577.0,305489.38,72,0.08,17.72,Other,Salaried,High School,Widowed,Home Loan,No
CUST00573,56,133817.69,653.0,313305.87,72,0.08,15.05,Male,Salaried,Bachelor,Widowed,Personal Loan,No
CUST00574,30,109165.55,697.0,470978.92,48,0.49,6.38,Male,Salaried,Master,Widowed,Home Loan,No
CUST00575,57,94388.26,660.0,390196.65,60,0.09,15.12,Female,Contract,Master,Divorced,Home Loan,No
CUST00576,29,106003.71,674.0,72689.09,60,0.28,7.22,Female,Salaried,Diploma,Single,Business Loan,No
CUST00577,44,43797.81,723.0,180278.47,84,0.52,10.82,Male,Salaried,Bachelor,Single,Education Loan,No
CUST00578,55,50999.6,501.0,223342.89,72,0.29,7.74,Male,Self-Employed,High School,Widowed,Business Loan,No
CUST00579,69,32768.65,585.0,204021.18,12,0.18,13.96,Other,Self-Employed,Diploma,Widowed,Education Loan,No
CUST00580,55,42892.6,683.0,337961.22,36,0.25,16.41,Male,Contract,Master,Widowed,Home Loan,Yes
CUST00581,68,91498.37,650.0,447027.62,72,0.37,8.77,Male,Salaried,Diploma,Married,Home Loan,No
CUST00582,56,103917.41,690.0,159965.22,24,0.38,6.07,Other,Self-Employed,Diploma,Widowed,Education Loan,No
CUST00583,38,20893.63,697.0,280419.8,36,0.6,8.88,Male,Self-Employed,PhD,Divorced,Home Loan,No
CUST00584,69,147081.25,521.0,396810.62,84,0.58,13.74,Female,Business,Diploma,Single,Home Loan,Yes
CUST00585,59,65655.21,776.0,213946.85,60,0.37,9.27,Female,Salaried,Diploma,Divorced,Personal Loan,No
CUST00586,52,165717.44,643.0,92377.88,72,0.64,8.62,Other,Self-Employed,Bachelor,Widowed,Business Loan,No
CUST00587,44,174736.82,615.0,242725.97,48,0.13,7.4,Male,Contract,Diploma,Married,Business Loan,No
CUST00588,43,48044.34,696.0,37059.04,24,0.23,11.47,Female,Business,High School,Widowed,Business Loan,No
CUST00589,52,92859.76,688.0,471767.89,72,0.63,8.59,Female,Business,Master,Widowed,Car Loan,Yes
CUST00590,57,18199.56,770.0,46662.39,84,0.31,14.5,Female,Salaried,Bachelor,Widowed,Personal Loan,No
CUST00591,32,114929.02,700.0,224843.79,12,0.74,6.0,Female,Salaried,Diploma,Widowed,Business Loan,Yes
CUST00592,69,116383.64,767.0,269641.82,24,0.38,13.63,Male,Business,High School,Widowed,Business Loan,No
CUST00593,33,58101.47,610.0,492798.88,84,0.6,8.09,Male,Contract,Master,Single,Personal Loan,Yes
CUST00594,43,108462.85,691.0,91350.69,72,0.33,11.36,Male,Salaried,Bachelor,Divorced,Home Loan,No
CUST00595,45,54537.5,596.0,66071.44,12,0.35,8.72,Male,Salaried,High School,Married,Business Loan,No
CUST00596,55,44053.73,687.0,14266.01,24,0.32,14.4,Female,Business,Diploma,Widowed,Home Loan,No
CUST00597,61,123546.15,671.0,86230.0,12,0.55,17.29,Other,Business,PhD,Married,Business Loan,Yes
CUST00598,50,70799.93,668.0,111563.76,12,0.43,16.92,Other,Salaried,PhD,Single,Education Loan,No
CUST00599,37,113622.76,669.0,318984.66,24,0.71,12.58,Female,Self-Employed,Bachelor,Divorced,Car Loan,Yes
CUST00600,69,88185.97,735.0,117656.33,24,0.23,11.01,Female,Salaried,High School,Widowed,Business Loan,No
CUST00601,40,177464.93,559.0,20055.2,12,0.12,15.64,Other,Self-Employed,Master,Single,Education Loan,No
CUST00602,68,42232.06,613.0,415042.99,84,0.33,13.88,Other,Business,High School,Single,Personal Loan,No
CUST00603,45,93264.97,677.0,189141.89,60,0.48,7.39,Female,,PhD,Divorced,Education Loan,No
CUST00604,42,128233.97,592.0,183311.38,24,0.65,15.67,Female,Contract,Bachelor,Widowed,Personal Loan,No
CUST00605,33,82078.3,683.0,158214.72,72,0.29,10.58,Male,Business,Diploma,Divorced,Business Loan,No
CUST00606,39,175901.38,676.0,487932.91,36,0.51,7.46,Male,Salaried,High School,Divorced,Personal Loan,No
CUST00607,69,134945.8,575.0,93356.55,48,0.3,8.66,Other,Salaried,PhD,Married,Education Loan,No
CUST00608,56,124431.38,571.0,450136.65,12,0.48,8.48,Female,Business,Master,Married,Car Loan,No
CUST00609,32,140643.6,483.0,390633.63,12,0.67,11.75,Other,Business,Bachelor,Divorced,Home Loan,Yes
CUST00610,61,172329.08,588.0,47475.18,48,0.21,8.05,Male,Contract,Diploma,Married,Home Loan,No
CUST00611,39,165066.62,681.0,493497.26,60,0.33,6.61,Male,Business,High School,Single,Car Loan,No
CUST00612,32,135334.22,692.0,142969.32,48,0.75,6.61,Other,Salaried,Master,Divorced,Home Loan,Yes
CUST00613,29,139364.19,695.0,58305.63,24,0.66,12.58,Male,Contract,Diploma,Widowed,Business Loan,No
CUST00614,27,41639.38,622.0,416363.97,48,0.45,14.55,Female,Salaried,PhD,Widowed,Business Loan,No
CUST00615,48,34652.37,679.0,356271.01,12,0.41,9.18,Other,Self-Employed,PhD,Single,Education Loan,Yes
CUST00616,34,110486.53,710.0,312437.21,48,0.25,5.45,Female,Business,Master,Widowed,Education Loan,No
CUST00617,51,20975.56,585.0,86430.62,36,0.41,6.65,Female,Self-Employed,PhD,Widowed,Personal Loan,No
CUST00618,39,96141.73,689.0,244463.1,72,0.64,16.89,Male,Salaried,Bachelor,Divorced,Education Loan,No
CUST00619,67,52076.63,729.0,392472.45,24,0.53,11.42,Female,Self-Employed,Master,Single,Business Loan,No
CUST00620,36,74054.68,643.0,158775.73,48,0.25,10.9,Other,Self-Employed,PhD,Divorced,Education Loan,No
CUST00621,25,143680.37,760.0,162728.02,12,0.19,5.49,Female,Salaried,High School,Single,Home Loan,Yes
CUST00622,55,170480.48,645.0,11539.04,84,0.24,14.47,Female,Salaried,PhD,Divorced,Personal Loan,No
CUST00623,32,29731.44,615.0,95379.27,72,0.17,11.86,Female,Business,Bachelor,Divorced,Personal Loan,No
CUST00624,45,104547.24,722.0,438948.76,24,0.12,7.63,Female,Self-Employed,Diploma,Married,Business Loan,No
CUST00625,41,160970.42,832.0,226455.78,12,0.34,6.43,Female,Contract,Diploma,Widowed,Education Loan,No
CUST00626,56,31366.38,686.0,492274.9,60,0.13,9.98,Male,Contract,PhD,Single,Home Loan,No
CUST00627,43,151571.28,728.0,203896.9,36,0.17,15.88,Other,Salaried,Diploma,Widowed,Education Loan,No
CUST00628,36,75963.82,642.0,360441.36,60,0.43,16.25,Male,Salaried,PhD,Married,Car Loan,No
CUST00629,59,70179.34,587.0,148140.33,36,0.17,12.84,Other,Self-Employed,Bachelor,Single,Education Loan,No
CUST00630,65,176349.55,692.0,188266.72,48,0.09,14.46,Other,Salaried,Diploma,Married,Business Loan,No
CUST00631,62,50539.17,704.0,103455.73,24,0.27,6.5,Other,Contract,High School,Widowed,Education Loan,No
CUST00632,59,130297.42,653.0,180060.56,48,0.2,12.65,Other,Business,PhD,Divorced,Personal Loan,No
CUST00633,34,151073.4,727.0,278146.39,36,0.41,13.67,Other,Business,Diploma,Married,Home Loan,No
CUST00634,51,24671.73,631.0,495968.71,36,0.12,7.61,Female,Self-Employed,Bachelor,Married,Business Loan,No
CUST00635,25,126602.44,612.0,335458.84,36,0.58,16.44,Male,Business,Bachelor,Divorced,Car Loan,No
CUST00636,55,172151.1,760.0,107630.52,72,0.68,7.53,Male,Salaried,High School,Widowed,Home Loan,No
CUST00637,43,38123.63,760.0,32031.11,12,0.57,9.08,Female,Salaried,Bachelor,Married,Home Loan,No
CUST00638,49,163187.85,632.0,71914.68,24,0.42,13.07,Other,Salaried,Bachelor,Widowed,Personal Loan,No
CUST00639,63,114353.82,809.0,285652.05,48,0.65,13.3,Male,Salaried,Diploma,Divorced,Personal Loan,No
CUST00640,31,117889.94,658.0,384928.56,48,0.54,14.09,Female,Self-Employed,PhD,Single,Personal Loan,No
CUST00641,38,117296.96,686.0,470805.41,60,0.06,6.46,Female,Business,Master,Married,Business Loan,No
CUST00642,67,66411.41,674.0,17753.35,36,0.33,16.04,Male,Contract,Bachelor,Widowed,Education Loan,No
CUST00643,32,169502.69,719.0,266152.47,84,0.65,11.93,Male,Business,Bachelor,Divorced,Home Loan,Yes
CUST00644,29,171470.77,700.0,240725.0,36,0.29,11.13,Other,Salaried,Master,Divorced,Education Loan,No
CUST00645,30,119299.35,699.0,331466.96,36,0.07,17.75,Other,Contract,Bachelor,Married,Education Loan,No
CUST00646,64,144914.48,604.0,284193.64,84,0.57,14.62,Male,Self-Employed,Diploma,Single,Personal Loan,No
CUST00647,37,117185.79,553.0,346649.18,48,0.61,6.53,Other,Salaried,Diploma,Married,Education Loan,No
CUST00648,58,96472.55,766.0,332460.47,60,0.16,14.84,Female,Salaried,Master,Widowed,Home Loan,No
CUST00649,27,125052.86,639.0,67335.75,12,0.43,6.24,Other,Contract,Bachelor,Divorced,Home Loan,No
CUST00650,66,107586.24,676.0,401861.78,84,0.18,5.36,Other,Self-Employed,Bachelor,Single,Car Loan,No
CUST00651,33,114791.09,705.0,70383.96,72,0.55,10.25,Female,Contract,PhD,Widowed,Business Loan,Yes
CUST00652,60,144980.87,802.0,352280.01,24,0.24,17.92,Other,Self-Employed,Bachelor,Married,Education Loan,No
CUST00653,62,95906.42,692.0,213911.23,84,0.27,7.27,Female,Salaried,Diploma,Divorced,Business Loan,No
CUST00654,29,24602.17,650.0,261786.86,12,0.64,13.74,Other,Business,High School,Married,Business Loan,No
CUST00655,70,44567.92,641.0,452616.03,48,0.38,7.25,Male,Salaried,High School,Single,Business Loan,No
CUST00656,47,89054.37,677.0,446043.03,72,0.52,14.42,Other,Business,High School,Single,Business Loan,No
CUST00657,22,135421.9,612.0,410749.59,72,0.33,11.57,Male,Business,High School,Single,Home Loan,Yes
CUST00658,25,114111.14,682.0,259972.71,72,0.26,13.84,Male,Self-Employed,Bachelor,Single,Education Loan,No
CUST00659,49,123347.66,676.0,370757.51,36,0.49,7.64,Male,Contract,Bachelor,Single,Car Loan,No
CUST00660,57,95643.19,803.0,261319.56,24,0.16,14.69,Male,Self-Employed,PhD,Married,Business Loan,No
CUST00661,58,117750.21,674.0,436106.98,48,0.31,17.94,Male,Salaried,Bachelor,Single,Car Loan,No
CUST00662,39,71300.82,536.0,207360.16,48,0.2,13.65,Female,Contract,High School,Single,Home Loan,Yes
CUST00663,28,94169.58,850.0,485415.32,72,0.54,11.42,Female,Business,Master,Divorced,Home Loan,No
CUST00664,68,138573.21,752.0,466838.15,48,0.71,17.0,Female,Business,Master,Single,Personal Loan,No
CUST00665,65,159236.91,836.0,373385.28,24,0.75,5.21,Male,Salaried,Diploma,Divorced,Business Loan,No
CUST00666,21,88252.16,593.0,146913.78,24,0.37,14.49,Other,Contract,Diploma,Divorced,Personal Loan,Yes
CUST00667,42,25073.19,663.0,74510.26,60,0.23,16.55,Female,Salaried,Bachelor,Divorced,Car Loan,No
CUST00668,37,44190.95,731.0,428804.69,84,0.36,5.8,Other,Salaried,Master,Married,Education Loan,No
CUST00669,27,21379.5,720.0,90998.12,84,0.64,10.85,Other,Self-Employed,High School,Married,Personal Loan,No
CUST00670,45,123828.61,703.0,428587.79,60,0.19,7.66,Male,Salaried,High School,Widowed,Home Loan,No
CUST00671,65,71834.97,515.0,250474.85,12,0.72,12.36,Male,Contract,High School,Widowed,Business Loan,No
CUST00672,24,105881.54,552.0,209212.82,84,0.29,13.44,Male,Salaried,Bachelor,Divorced,Car Loan,No
CUST00673,56,97910.85,794.0,452563.48,24,0.74,8.93,Female,Contract,Bachelor,Married,Home Loan,No
CUST00674,26,31207.29,807.0,305886.98,24,0.64,10.98,Male,Business,PhD,Single,Education Loan,Yes
CUST00675,51,83328.34,672.0,292540.86,84,0.62,8.63,Female,Salaried,High School,Widowed,Business Loan,No
CUST00676,39,53730.9,784.0,283795.31,24,0.27,9.8,Female,Contract,High School,Married,Education Loan,No
CUST00677,64,85780.77,603.0,191873.06,60,0.06,7.07,Female,Business,Bachelor,Single,Education Loan,No
CUST00678,59,50979.68,620.0,394965.12,72,0.32,16.51,Female,Contract,Bachelor,Single,Business Loan,No
CUST00679,47,154153.29,597.0,133871.24,72,0.26,5.13,Male,Business,PhD,Married,Business Loan,No
CUST00680,30,46219.32,616.0,470058.53,48,0.08,16.47,Female,Self-Employed,PhD,Widowed,Education Loan,No
CUST00681,46,173646.45,734.0,448052.75,72,0.4,12.43,Male,Salaried,Diploma,Married,Car Loan,No
CUST00682,39,85376.99,615.0,175365.36,36,0.33,9.31,Male,Salaried,Master,Widowed,Business Loan,No
CUST00683,59,155091.74,848.0,367437.25,60,0.49,14.4,Female,Business,High School,Divorced,Home Loan,No
CUST00684,23,119859.9,715.0,290879.37,24,0.48,11.6,Male,Self-Employed,High School,Married,Personal Loan,No
CUST00685,65,137126.75,761.0,175448.16,84,0.13,11.49,Other,Contract,PhD,Married,Car Loan,No
CUST00686,33,142371.27,717.0,494375.61,72,0.73,6.43,Male,Self-Employed,PhD,Widowed,Business Loan,No
CUST00687,70,99784.87,771.0,22366.3,60,0.18,10.06,Male,Contract,Diploma,Widowed,Business Loan,No
CUST00688,48,106014.68,615.0,133796.56,72,0.36,8.13,Female,Contract,Master,Married,Car Loan,Yes
CUST00689,40,101267.33,789.0,264836.29,12,0.39,5.2,Female,Salaried,Diploma,Single,Personal Loan,No
CUST00690,48,113265.46,691.0,265756.97,24,0.62,9.68,Male,Business,Master,Single,Education Loan,No
CUST00691,28,22761.9,771.0,298577.21,12,0.12,6.17,Female,Salaried,High School,Single,Home Loan,No
CUST00692,61,82073.46,572.0,378321.32,24,0.35,8.34,Other,Salaried,Diploma,Divorced,Business Loan,No
CUST00693,59,116202.57,694.0,315504.14,60,0.49,6.2,Other,Salaried,PhD,Divorced,Personal Loan,No
CUST00694,21,114831.22,691.0,304137.92,48,0.2,6.31,Female,Contract,Diploma,Widowed,Home Loan,No
CUST00695,23,146458.89,634.0,36222.09,72,0.49,7.59,Male,Salaried,Diploma,Divorced,Car Loan,No
CUST00696,33,124111.51,703.0,194499.84,72,0.7,18.0,Other,Contract,High School,Single,Business Loan,No
CUST00697,48,178725.6,795.0,123707.31,36,0.75,5.03,Other,Business,PhD,Married,Education Loan,No
CUST00698,69,63984.43,628.0,140031.35,84,0.07,13.3,Male,Contract,PhD,Divorced,Car Loan,No
CUST00699,45,76182.47,752.0,281625.36,12,0.21,6.84,Female,Contract,Bachelor,Divorced,Business Loan,No
CUST00700,53,80183.24,595.0,107757.6,72,0.27,16.97,Other,Self-Employed,Bachelor,Single,Personal Loan,No
CUST00701,58,93461.67,838.0,154035.06,60,0.33,6.22,Male,Salaried,Bachelor,Divorced,Home Loan,No
CUST00702,26,153431.69,739.0,126171.51,48,0.22,17.42,Male,Salaried,High School,Widowed,Home Loan,No
CUST00703,64,56198.32,809.0,474766.44,84,0.19,12.94,Other,Salaried,Diploma,Married,Business Loan,No
CUST00704,65,143712.03,730.0,472886.21,60,0.72,5.02,Female,Salaried,PhD,Single,Car Loan,No
CUST00705,52,83660.25,709.0,308871.36,12,0.69,16.62,Other,Self-Employed,PhD,Widowed,Education Loan,No
CUST00706,65,115500.57,739.0,463016.01,36,0.08,11.78,Male,Self-Employed,Diploma,Single,Personal Loan,No
CUST00707,67,120471.57,670.0,395048.2,72,0.29,8.41,Other,Self-Employed,PhD,Widowed,Business Loan,No
CUST00708,41,78401.48,559.0,299074.46,60,0.33,14.97,Female,Self-Employed,Diploma,Married,Personal Loan,No
CUST00709,36,101043.66,714.0,13153.25,84,0.22,17.05,Male,Salaried,High School,Married,Home Loan,No
CUST00710,41,84911.05,623.0,388532.98,24,0.49,11.29,Female,Contract,High School,Widowed,Education Loan,No
CUST00711,31,29199.51,597.0,354219.29,48,0.5,9.1,Other,Business,High School,Widowed,Personal Loan,No
CUST00712,57,88820.79,728.0,311474.29,84,0.65,15.26,Other,Self-Employed,Diploma,Widowed,Business Loan,No
CUST00713,56,33777.73,659.0,382607.91,60,0.57,13.86,Female,Contract,Diploma,Widowed,Education Loan,Yes
CUST00714,55,83613.37,757.0,261331.86,48,0.43,16.55,Other,Self-Employed,Master,Widowed,Car Loan,No
CUST00715,39,114052.78,621.0,355000.8,72,0.51,14.0,Female,Salaried,PhD,Widowed,Business Loan,Yes
CUST00716,40,111865.21,645.0,468234.32,24,0.24,8.17,Other,Salaried,PhD,Married,Personal Loan,No
CUST00717,38,125344.65,766.0,194144.46,36,0.47,17.11,Female,Contract,Master,Widowed,Education Loan,No
CUST00718,67,33432.36,701.0,356979.7,84,0.39,6.36,Female,Contract,Master,Divorced,Business Loan,No
CUST00719,61,123643.97,569.0,243087.03,36,0.14,8.48,Male,Contract,High School,Married,Education Loan,No
CUST00720,69,68567.99,699.0,340455.83,24,0.22,11.76,Male,Salaried,Master,Single,Education Loan,No
CUST00721,34,82645.44,791.0,383817.73,48,0.25,12.35,Female,Salaried,Diploma,Married,Education Loan,No
CUST00722,35,156993.77,644.0,32271.73,72,0.7,5.2,Other,Business,Bachelor,Single,Personal Loan,No
CUST00723,51,19462.93,725.0,326834.22,60,0.21,15.15,Other,Contract,Diploma,Single,Business Loan,No
CUST00724,21,113322.85,616.0,121103.18,24,0.25,9.7,Other,Business,Master,Divorced,Home Loan,No
CUST00725,23,114991.66,670.0,338315.94,12,0.31,10.28,Female,Self-Employed,PhD,Widowed,Home Loan,No
CUST00726,36,82258.88,762.0,239481.79,48,0.51,15.52,Female,Business,Diploma,Widowed,Personal Loan,No
CUST00727,43,56398.51,696.0,389040.84,36,0.13,9.93,Female,Self-Employed,PhD,Married,Personal Loan,No
CUST00728,31,56017.19,777.0,70466.4,84,0.72,5.61,Female,Self-Employed,Diploma,Widowed,Education Loan,No
CUST00729,32,161160.97,712.0,316897.95,24,0.66,7.29,Male,Business,PhD,Divorced,Business Loan,No
CUST00730,30,89607.95,846.0,146450.66,36,0.45,17.43,Female,Contract,Diploma,Married,Business Loan,No
CUST00731,52,71604.08,563.0,427961.18,48,0.52,5.92,Other,Self-Employed,PhD,Married,Car Loan,No
CUST00732,36,90701.97,664.0,464907.92,36,0.06,9.61,Male,Contract,Bachelor,Married,Car Loan,No
CUST00733,28,126441.25,599.0,498235.16,24,0.29,11.54,Other,Salaried,High School,Widowed,Home Loan,No
CUST00734,58,41612.56,604.0,400043.63,48,0.61,11.41,Female,Self-Employed,Diploma,Widowed,Car Loan,Yes
CUST00735,32,90808.28,604.0,379329.69,12,0.1,5.05,Male,Salaried,Bachelor,Widowed,Car Loan,No
