Production_ID,Machine_ID,Production_Date,Machine_Age_Years,Operating_Hours,Idle_Hours,Maintenance_Count,Temperature,Pressure,Vibration,Production_Units,Defective_Units,Material_Cost,Labor_Hours,Energy_Consumption,Production_Shift,Product_Type,Operator_Experience,Downtime_Hours,Production_Quality
101639,M005,2025-07-05,12.2,7.9,8.6,2,76.5,45.0,2.54,335.0,15,27920.0,11.9,378.8,Afternoon,Component_B,4.5,3.7,Good
101640,M010,2024-01-09,2.8,,0.5,1,66.5,44.7,5.67,259.0,12,27535.0,11.5,200.2,Afternoon,Component_B,9.2,0.5,Good
101641,M019,2025-09-17,6.1,19.3,0.5,3,89.5,34.6,3.48,649.0,23,44556.0,39.2,743.0,Afternoon,Component_B,1.5,1.7,Good
101642,M023,2025-03-29,10.2,16.5,5.2,3,69.9,42.5,5.63,782.0,27,65177.0,35.8,487.3,Morning,Component_C,3.3,4.6,Good
101643,M007,2024-05-24,5.8,15.1,3.9,2,60.9,53.6,4.51,813.0,21,67280.0,40.7,468.5,Morning,Component_B,3.3,3.4,Good
101644,M006,2025-10-24,7.4,21.6,5.0,5,79.4,48.5,3.99,755.0,31,59223.0,70.2,865.9,Morning,Component_C,1.0,2.4,Good
101645,M023,2024-03-20,2.8,18.5,7.4,2,40.0,48.3,2.95,893.0,15,88632.0,34.5,741.6,Afternoon,Component_D,8.6,4.9,Good
101646,M003,2025-07-16,7.3,22.5,3.6,8,78.4,55.2,6.84,938.0,38,87560.0,68.3,866.7,Night,Component_A,6.8,1.9,Good
101647,M029,2025-08-20,5.4,10.4,0.5,4,87.5,60.2,3.79,389.0,12,23658.0,16.6,461.3,Night,Component_C,11.4,0.9,Good
101648,M023,2025-10-17,9.0,15.9,10.1,6,44.3,55.1,7.36,575.0,24,71836.0,34.2,466.7,Morning,Component_B,3.0,7.3,Good
101649,M013,2024-06-21,9.6,9.5,2.5,4,67.2,55.2,3.03,407.0,19,39740.0,18.4,403.3,Afternoon,Component_B,0.7,1.9,Good
101650,M007,2024-07-07,13.8,15.1,2.4,1,52.2,58.6,7.21,607.0,29,57676.0,50.3,631.4,Night,Component_C,8.8,4.2,Good
101651,M025,2024-07-19,7.7,15.0,7.8,6,72.2,38.5,4.65,735.0,15,84269.0,27.8,470.4,Night,Component_C,4.9,5.7,Good
101652,M002,2024-01-06,7.0,18.5,4.0,5,98.9,56.2,6.05,629.0,21,69085.0,49.2,627.5,Afternoon,Component_C,4.6,4.7,Average
101653,M019,2025-09-05,6.6,16.2,4.8,8,74.8,54.3,2.16,744.0,26,67352.0,29.6,718.6,Afternoon,Component_D,10.4,3.2,Good
101654,M004,2025-04-09,4.9,18.5,6.2,2,69.4,54.9,2.15,876.0,26,57564.0,45.3,544.3,Morning,Component_B,6.5,2.7,Good
101655,M024,2024-07-20,7.0,18.8,7.7,2,40.0,49.7,4.96,826.0,27,85463.0,43.7,1099.0,Afternoon,Component_A,8.7,7.5,Good
101656,M001,2024-06-11,5.1,24.0,4.2,5,58.7,53.2,2.68,1289.0,45,103838.0,38.0,1028.9,Morning,Component_C,4.1,2.4,Good
101657,M011,2024-02-16,6.5,14.7,8.8,4,70.4,58.6,6.89,702.0,19,79739.0,46.3,564.9,Afternoon,Component_A,3.8,2.2,Good
101658,M002,2025-08-19,10.0,12.2,0.5,4,73.1,69.5,5.16,459.0,19,38261.0,37.3,459.0,Afternoon,Component_C,4.9,1.1,Good
101659,M002,2024-04-26,3.0,17.0,6.9,5,76.1,39.8,3.34,602.0,14,53110.0,34.9,759.2,Night,Component_C,8.0,5.2,Good
101660,M014,2024-10-01,9.4,12.8,2.9,3,81.2,60.1,2.84,499.0,25,37351.0,34.9,463.1,Afternoon,Component_D,6.2,2.1,Good
101661,M018,2024-10-09,10.0,21.9,8.4,3,61.1,66.0,3.98,874.0,46,66481.0,48.7,787.3,Morning,Component_C,7.4,3.2,Good
101662,M011,2024-05-18,5.6,14.9,5.4,6,72.5,43.6,3.48,445.0,10,41547.0,45.3,750.5,Afternoon,Component_A,0.5,2.2,Good
101663,M002,2024-11-21,1.0,13.7,3.3,2,66.0,53.4,5.39,579.0,11,53248.0,39.5,470.9,Morning,Component_B,0.5,2.4,Good
101664,M023,2024-07-05,4.2,14.1,6.7,3,60.7,57.5,4.36,460.0,16,40416.0,23.7,559.5,Night,Component_B,0.5,4.4,Good
101665,M006,2025-07-06,9.9,18.9,7.2,3,61.5,73.1,6.6,803.0,36,101014.0,60.3,623.1,Night,Component_D,4.9,3.5,Good
101666,M028,2025-11-13,5.9,15.4,6.6,2,78.5,74.6,5.64,713.0,22,74191.0,28.6,628.9,Morning,Component_B,1.8,3.3,Good
101667,M007,2024-01-28,3.0,13.4,2.4,1,41.2,43.6,2.94,675.0,15,64229.0,24.8,577.4,Morning,Component_B,11.1,0.5,Good
101668,M022,2025-07-28,4.5,22.7,3.8,1,49.7,52.3,3.73,937.0,17,50261.0,67.4,1177.2,Night,Component_C,5.9,3.8,Good
101669,M010,2025-05-03,8.5,12.6,5.0,2,110.0,56.8,2.94,,30,49935.0,23.5,401.3,Afternoon,Component_D,6.7,5.6,Average
101670,M001,2025-03-04,7.6,16.1,4.9,2,64.0,60.0,2.95,818.0,27,114453.0,28.1,440.5,Afternoon,Component_A,2.7,4.9,Good
101671,M006,2024-10-06,5.3,18.6,6.9,1,89.6,56.8,1.27,974.0,44,89784.0,40.4,677.7,Afternoon,Component_C,2.6,5.8,Good
101672,M020,2024-12-22,4.9,9.5,0.5,0,71.2,46.5,6.19,438.0,17,36285.0,30.2,323.9,Afternoon,Component_D,10.7,0.3,Good
101673,M025,2025-12-17,4.8,17.9,5.8,2,65.3,46.1,6.83,649.0,19,63245.0,33.2,687.6,Afternoon,Component_D,11.3,4.1,Good
101674,M014,2025-03-23,3.2,11.8,4.3,8,79.9,41.1,2.72,395.0,10,29044.0,25.7,504.1,Morning,Component_B,7.2,1.3,Good
101675,M006,2024-11-30,10.8,19.3,2.9,4,73.0,36.8,2.54,965.0,40,98363.0,40.0,1104.7,Morning,Component_B,0.5,1.6,Good
101676,M009,2025-04-01,5.0,12.1,3.1,3,69.9,40.9,5.51,519.0,11,60984.0,26.8,426.1,Afternoon,Component_D,4.7,1.6,Good
101677,M024,2024-10-21,9.7,18.8,4.5,4,71.5,65.5,3.03,903.0,32,76697.0,55.1,401.4,Night,Component_C,6.9,3.9,Good
101678,M029,2024-05-01,10.6,20.4,0.5,4,76.7,61.4,6.79,805.0,55,68763.0,47.1,757.6,Night,Component_C,5.3,2.1,Good
101679,M005,2025-07-10,9.0,19.4,3.2,1,63.7,60.0,3.21,936.0,31,87801.0,58.6,809.6,Afternoon,Component_B,0.5,2.0,Good
101680,M010,2025-04-10,4.7,17.0,2.8,6,66.2,53.0,0.65,831.0,15,72697.0,47.3,523.5,Afternoon,Component_C,11.5,2.6,Good
101681,M028,2024-06-19,7.2,15.1,6.3,2,60.3,54.6,4.27,611.0,18,44185.0,33.6,616.4,Morning,Component_B,3.5,3.2,Good
101682,M007,2025-05-15,5.9,13.7,3.0,1,57.5,52.6,3.43,563.0,24,50232.0,32.4,547.5,Night,Component_A,2.0,2.6,Good
101683,M027,2025-12-07,3.3,21.9,4.5,7,94.2,40.7,4.77,783.0,31,67491.0,63.7,884.3,Afternoon,Component_A,5.9,1.2,Average
101684,M008,2025-03-01,7.0,13.2,8.9,3,61.1,60.8,3.87,493.0,14,56941.0,33.9,599.2,Morning,Component_D,9.6,4.2,Good
101685,M029,2025-07-12,2.5,11.9,7.5,3,84.0,62.7,5.54,497.0,22,55828.0,38.5,449.3,Morning,Component_C,7.5,3.6,Good
101686,M028,2024-05-01,9.6,18.7,7.3,5,67.7,44.6,5.26,721.0,28,83607.0,63.0,811.7,Afternoon,Component_A,2.1,6.7,Good
101687,M021,2025-10-24,4.6,12.8,3.8,2,78.5,44.6,5.09,578.0,12,61861.0,37.6,311.4,Afternoon,Component_B,1.6,0.2,Good
101688,M030,2024-10-14,6.6,12.2,6.4,2,72.0,58.2,4.84,491.0,18,48161.0,42.4,382.9,Morning,Component_B,0.5,3.4,Good
101689,M012,2024-03-14,6.8,10.2,4.4,1,50.5,58.1,4.5,438.0,15,35865.0,27.5,373.3,Morning,Component_D,5.1,5.1,Good
101690,M008,2025-01-12,5.2,14.1,4.5,3,72.3,61.6,1.98,631.0,18,72497.0,22.3,432.8,Morning,Component_A,4.6,3.3,Good
101691,M010,2024-12-23,7.8,15.7,6.0,2,79.3,67.7,5.2,739.0,43,74060.0,39.4,613.0,Afternoon,Component_B,7.5,5.3,Good
101692,M009,2025-11-27,4.6,17.0,3.5,8,60.5,45.5,5.82,738.0,13,56294.0,33.3,608.5,Morning,Component_D,3.9,2.8,Good
101693,M021,2025-11-08,8.6,19.8,8.7,0,99.9,54.3,5.13,865.0,50,70318.0,42.9,697.5,Morning,Component_A,8.9,6.5,Average
101694,M024,2024-03-17,2.0,18.1,4.6,5,81.7,46.0,4.14,727.0,19,55284.0,44.9,819.8,Night,Component_C,8.0,2.6,Good
101695,M016,2025-06-08,6.4,15.2,6.5,1,81.9,46.6,5.56,694.0,33,44568.0,31.8,600.6,Afternoon,Component_B,3.8,4.2,Good
101696,M015,2024-10-17,11.8,15.2,8.6,4,83.1,51.1,4.93,773.0,41,77940.0,32.2,469.4,Morning,Component_D,7.2,6.2,Good
101697,M009,2024-05-09,3.0,,7.6,2,44.0,68.0,5.78,850.0,20,64967.0,41.5,603.1,Afternoon,Component_A,10.0,4.8,Good
101698,M014,2024-03-01,4.0,21.1,1.5,4,80.5,64.9,4.34,973.0,24,81402.0,43.7,936.9,Night,Component_D,3.1,1.5,Good
101699,M001,2025-02-28,7.5,16.5,6.1,4,99.3,54.3,1.93,669.0,37,63945.0,30.3,668.4,Morning,Component_C,5.4,5.7,Good
101700,M023,2025-08-30,6.5,14.1,7.1,3,81.1,35.6,4.18,631.0,25,58167.0,42.7,683.7,Afternoon,Component_C,5.3,5.7,Good
101701,M016,2025-04-22,7.1,12.0,7.2,2,68.8,58.5,2.79,460.0,16,38777.0,27.5,551.5,Night,Component_A,4.9,4.7,Good
101702,M007,2025-08-20,7.5,10.2,2.2,1,58.6,58.3,3.67,382.0,4,44993.0,32.3,370.9,Afternoon,Component_C,8.4,2.2,Good
101703,M027,2025-05-30,7.9,18.7,3.4,2,57.5,46.6,4.66,786.0,25,56671.0,61.1,941.2,Night,Component_C,8.6,2.9,Good
101704,M011,2025-09-13,9.3,18.3,7.5,1,56.0,62.5,6.28,977.0,41,71076.0,54.9,936.2,Afternoon,Component_A,7.2,4.8,Average
101705,M002,2025-04-16,7.2,18.3,3.1,2,67.2,46.4,5.7,764.0,33,77827.0,42.0,448.4,Morning,Component_D,,3.5,Good
101706,M028,2024-01-14,5.3,15.5,4.3,1,59.2,62.4,4.88,798.0,21,68315.0,45.6,603.5,Afternoon,Component_D,4.3,3.5,Good
101707,M018,2025-10-18,8.0,21.6,8.9,1,70.2,57.2,6.75,752.0,32,63936.0,39.1,741.8,Night,Component_C,7.0,5.4,Good
101708,M028,2024-05-21,11.7,14.1,4.9,3,74.4,41.9,4.59,606.0,22,47762.0,39.8,529.8,Morning,Component_B,2.1,5.4,Good
101709,M024,2025-05-01,5.6,19.8,3.2,1,51.4,51.7,4.86,925.0,25,92568.0,45.8,634.3,Night,Component_B,13.4,2.4,Good
101710,M030,2024-02-10,3.1,15.8,2.8,3,62.8,56.3,3.82,792.0,15,77921.0,44.4,487.6,Afternoon,Component_A,10.1,1.1,Good
101711,M007,2024-10-09,9.3,13.6,5.8,2,65.1,57.7,2.58,481.0,19,46554.0,40.9,633.4,Afternoon,Component_C,8.9,2.4,Good
101712,M003,2024-12-06,5.6,18.4,1.7,3,64.7,64.3,5.5,629.0,17,54255.0,48.3,538.5,Morning,Component_A,7.2,1.6,Good
101713,M016,2024-02-09,1.0,17.6,4.4,2,72.2,65.4,1.68,812.0,15,67992.0,49.0,683.9,Afternoon,Component_C,7.2,1.9,Good
101714,M026,2024-02-04,8.5,17.4,5.8,4,73.5,52.9,2.82,709.0,23,65620.0,33.5,490.4,Night,Component_C,0.9,4.3,Good
101715,M004,2025-04-18,4.4,16.3,8.2,1,66.9,60.0,4.82,755.0,25,82671.0,43.8,793.7,Morning,Component_A,2.2,6.1,Good
101716,M030,2024-04-04,5.7,15.8,6.7,3,63.9,69.5,2.97,795.0,31,94225.0,38.3,615.6,Night,Component_B,2.6,6.5,Good
101717,M003,2025-11-29,7.0,24.0,3.2,3,71.8,45.8,4.53,894.0,28,99833.0,56.5,1069.1,Morning,Component_C,6.2,2.3,Good
101718,M004,2025-11-19,6.6,20.7,7.9,4,89.3,49.5,4.77,784.0,31,80427.0,48.0,832.1,Morning,Component_D,5.2,6.4,Good
101719,M026,2025-12-03,8.1,18.9,4.3,4,54.5,40.1,3.49,584.0,15,64084.0,40.1,696.1,Morning,Component_C,8.4,1.5,Good
101720,M013,2024-01-11,4.7,16.4,1.9,4,85.6,49.3,4.6,760.0,24,58726.0,34.6,641.6,Afternoon,Component_B,3.1,1.7,Good
101721,M021,2024-09-06,7.5,20.0,4.6,3,52.4,56.9,4.58,1146.0,37,96600.0,58.0,1016.2,Afternoon,Component_D,9.1,4.7,Good
101722,M014,2025-08-14,5.2,18.1,8.6,4,76.3,36.0,2.45,627.0,13,64497.0,47.3,568.3,Morning,Component_D,3.5,2.1,Good
101723,M010,2025-01-24,8.2,16.1,5.4,5,84.6,58.9,5.48,809.0,33,75421.0,25.1,299.8,Morning,Component_D,4.7,2.7,Good
101724,M014,2025-01-15,7.8,14.8,5.0,3,56.1,50.7,0.84,726.0,21,72645.0,23.6,484.8,Afternoon,Component_B,8.7,3.5,Good
101725,M017,2025-11-02,3.2,15.7,9.1,3,76.2,54.4,7.88,713.0,25,78210.0,41.5,451.1,Afternoon,Component_D,7.5,7.8,Average
101726,M022,2024-01-21,9.3,4.0,1.4,2,59.4,44.5,5.46,173.0,13,18573.0,12.8,201.6,Night,Component_C,2.2,2.1,Average
101727,M029,2024-09-04,4.4,16.8,1.8,3,86.0,54.1,6.34,711.0,33,55910.0,26.7,623.6,Night,Component_C,9.2,1.3,Good
101728,M014,2025-02-15,8.4,14.0,1.0,4,52.8,70.1,5.69,610.0,18,58058.0,35.2,641.5,Morning,Component_C,6.3,1.6,Good
101729,M005,2025-04-23,7.1,22.4,5.9,2,61.3,51.4,4.42,993.0,28,80619.0,71.7,871.1,Morning,Component_B,0.5,4.3,Good
101730,M021,2025-09-17,11.5,16.1,5.4,7,73.6,35.1,3.11,636.0,21,53004.0,24.3,635.9,Night,Component_C,3.5,3.1,Good
101731,M025,2025-04-03,5.3,11.2,8.9,4,80.5,65.9,4.46,518.0,14,35917.0,23.0,450.9,Morning,Component_C,4.8,1.1,Good
101732,M003,2024-09-07,5.0,15.8,5.6,2,73.1,59.9,6.01,638.0,18,61889.0,52.8,797.5,Night,Component_C,2.5,2.0,Good
101733,M019,2024-11-28,5.9,11.8,4.0,2,77.9,55.8,3.02,485.0,14,33091.0,19.6,477.8,Night,Component_B,10.0,3.9,Good
101734,M015,2024-12-28,5.1,17.9,5.0,1,65.4,60.1,4.78,711.0,26,71748.0,48.6,849.2,Night,Component_D,4.9,2.6,Good
101735,M009,2025-11-23,8.4,17.2,5.3,2,58.9,55.7,1.24,876.0,33,101070.0,43.3,814.2,Afternoon,Component_C,7.4,2.4,Good
101736,M030,2025-07-13,1.2,19.8,0.8,3,89.6,69.8,3.04,686.0,32,70627.0,35.7,728.9,Morning,Component_B,6.6,0.1,Good
101737,M024,2025-04-11,2.8,12.8,11.8,6,78.0,61.8,2.95,538.0,15,51529.0,20.3,484.4,Night,Component_D,8.1,6.8,Good
101738,M009,2025-04-06,2.8,16.1,6.3,5,66.1,50.9,7.52,732.0,18,86388.0,40.3,568.7,Afternoon,Component_D,11.0,2.8,Good
101739,M010,2024-02-27,8.9,10.5,5.5,3,52.2,68.4,2.09,291.0,13,29074.0,31.2,524.6,Afternoon,Component_A,8.0,3.8,Good
101740,M016,2024-05-16,11.1,18.8,6.5,2,86.7,71.4,5.22,873.0,43,71637.0,34.9,595.1,Morning,Component_C,11.2,5.2,Good
101741,M026,2024-11-06,5.7,18.1,6.8,4,87.2,63.2,7.37,887.0,43,85930.0,52.2,594.5,Night,Component_D,8.1,6.8,Good
101742,M008,2024-10-27,5.5,18.0,4.6,2,69.4,58.7,6.31,721.0,22,89689.0,46.7,655.2,Morning,Component_A,6.4,5.2,Good
101743,M007,2024-06-04,6.2,16.0,3.4,3,64.1,47.3,7.24,721.0,24,56678.0,35.5,473.4,Night,Component_D,7.0,3.7,Good
101744,M014,2024-06-04,9.5,17.7,6.5,4,68.9,61.2,7.51,749.0,30,55649.0,50.1,607.9,Night,Component_B,0.5,5.3,Good
101745,M018,2024-06-22,3.2,22.4,6.0,1,69.5,58.5,4.6,1266.0,33,131947.0,42.2,1061.2,Afternoon,Component_C,4.6,5.7,Good
101746,M027,2024-10-08,6.7,14.9,3.0,9,81.2,54.8,5.36,640.0,20,58649.0,36.0,657.2,Night,Component_D,5.6,4.1,Good
101747,M030,2024-11-13,8.9,16.6,8.5,4,58.3,61.3,4.85,727.0,30,63264.0,43.1,592.7,Afternoon,Component_B,7.3,4.9,Good
101748,M015,2024-07-14,,11.7,5.7,3,65.0,55.8,5.37,571.0,14,43460.0,28.3,534.7,Night,Component_B,5.9,2.2,Good
101749,M012,2024-07-13,6.6,12.5,6.8,3,69.8,59.9,5.26,645.0,22,42408.0,28.7,696.4,Morning,Component_C,7.0,5.9,Good
101750,M021,2025-02-21,9.0,16.4,8.5,2,75.1,64.3,7.59,879.0,34,64302.0,48.9,682.3,Night,Component_D,2.0,5.4,Good
101751,M010,2025-07-09,1.0,20.4,5.1,2,82.4,43.0,5.03,788.0,25,93948.0,57.4,1009.0,Afternoon,Component_C,1.3,2.0,Good
101752,M023,2024-11-27,8.0,15.0,5.8,4,75.7,45.8,2.78,634.0,30,60146.0,41.7,688.2,Afternoon,Component_B,2.5,4.4,Good
101753,M005,2025-12-29,4.0,15.1,7.0,2,93.0,46.8,5.57,609.0,20,39929.0,49.6,546.2,Afternoon,Component_A,10.7,6.3,Good
101754,M017,2024-10-03,1.0,14.4,3.2,2,60.1,72.5,5.82,795.0,16,89645.0,50.2,571.9,Afternoon,Component_D,2.2,1.2,Good
101755,M027,2025-02-05,7.5,13.9,5.1,2,89.5,60.7,3.02,571.0,22,64821.0,36.6,601.7,Afternoon,Component_D,3.6,5.0,Good
101756,M026,2024-02-05,10.1,17.2,5.3,3,60.6,61.5,2.95,816.0,33,92566.0,37.8,571.3,Afternoon,Component_C,6.3,4.4,Good
101757,M006,2025-08-04,5.6,10.0,2.6,2,67.3,65.2,6.21,401.0,16,35553.0,30.6,182.5,Morning,Component_D,1.2,1.4,Good
101758,M022,2025-04-12,8.9,21.1,10.8,3,76.6,45.6,3.54,980.0,26,89148.0,37.6,678.8,Night,Component_B,3.4,4.5,Good
101759,M028,2025-11-23,10.8,13.3,1.5,3,86.1,36.7,3.76,371.0,16,36011.0,33.6,297.4,Morning,Component_D,8.0,3.0,Good
101760,M022,2024-05-27,9.9,18.9,1.8,3,67.3,54.4,3.67,910.0,47,105574.0,48.2,624.4,Morning,Component_C,4.7,3.3,Good
101761,M019,2025-04-24,10.9,10.9,8.3,3,76.7,63.1,4.94,583.0,40,50532.0,37.8,287.1,Morning,Component_C,11.1,7.7,Good
101762,M017,2024-08-10,8.2,18.7,6.8,4,68.2,53.2,6.49,721.0,23,60336.0,65.1,858.7,Night,Component_B,0.9,5.1,Good
101763,M014,2025-04-12,6.2,18.7,2.4,6,44.5,42.7,5.7,587.0,18,61890.0,57.9,546.1,Morning,Component_B,5.0,2.5,Good
101764,M016,2025-09-18,,17.5,6.5,2,71.5,46.9,3.67,890.0,14,100694.0,42.8,743.6,Afternoon,Component_A,4.7,5.1,Good
101765,M007,2024-05-06,5.3,12.0,8.7,3,57.1,44.4,6.91,585.0,19,55112.0,31.1,540.2,Night,Component_C,6.0,7.7,Good
101766,M015,2025-08-28,3.5,17.0,4.9,5,87.3,49.5,6.06,808.0,23,84886.0,36.4,748.4,Morning,Component_A,2.3,3.7,Average
101767,M022,2024-09-15,12.5,11.3,11.5,1,87.3,44.6,6.29,457.0,24,44186.0,35.7,285.5,Morning,Component_A,4.3,6.9,Good
101768,M014,2025-12-24,5.5,15.0,0.7,4,62.0,56.3,6.23,608.0,16,55469.0,44.9,715.7,Night,Component_D,8.4,1.8,Good
101769,M021,2025-06-03,6.4,20.1,6.7,3,60.1,50.1,3.57,1019.0,37,84129.0,61.2,844.2,Night,Component_A,5.2,5.5,Good
101770,M019,2024-09-12,7.7,19.2,7.9,6,64.5,60.7,2.84,780.0,29,60600.0,34.1,868.5,Afternoon,Component_A,2.8,4.9,Good
101771,M013,2025-02-10,6.1,16.1,7.2,3,78.4,46.2,3.89,694.0,19,59530.0,37.0,859.7,Afternoon,Component_A,12.2,4.1,Good
101772,M022,2025-09-21,11.1,12.1,4.5,1,78.4,57.3,6.28,530.0,26,42590.0,31.2,558.9,Night,Component_A,6.1,4.8,Average
101773,M010,2025-05-27,4.1,18.6,4.3,4,110.0,54.7,2.38,843.0,43,83670.0,32.5,539.0,Afternoon,Component_A,7.8,2.9,Average
101774,M014,2024-01-02,6.6,16.1,6.1,3,68.3,58.6,2.13,685.0,27,77585.0,36.0,709.1,Afternoon,Component_B,8.3,3.8,Good
101775,M014,2025-08-08,3.8,6.7,7.0,2,73.1,59.8,1.24,308.0,11,30203.0,11.2,181.6,Morning,Component_A,5.8,2.6,Good
101776,M025,2024-10-19,2.0,19.1,6.5,4,95.2,60.8,2.24,1041.0,38,84518.0,65.3,720.2,Afternoon,Component_B,3.6,5.6,Good
101777,M012,2024-04-03,4.2,15.9,7.6,6,75.4,62.5,3.08,688.0,17,74187.0,47.7,548.6,Morning,Component_B,6.6,3.4,Good
101778,M024,2024-02-20,5.9,20.8,2.5,3,58.9,59.9,4.72,990.0,34,98459.0,57.0,803.9,Afternoon,Component_D,3.9,2.2,Good
101779,M027,2024-06-20,4.7,11.6,4.4,6,76.1,57.7,2.43,548.0,18,56127.0,22.2,310.1,Morning,Component_B,,3.5,Good
101780,M030,2024-05-31,3.9,4.0,2.6,5,80.5,49.0,5.69,135.0,3,11773.0,8.7,115.2,Afternoon,Component_B,5.5,2.4,Good
101781,M029,2024-06-08,1.8,17.1,4.0,2,67.9,62.7,4.58,827.0,15,92625.0,30.6,591.9,Afternoon,Component_B,9.1,2.1,Good
101782,M008,2024-07-02,5.8,17.2,7.5,4,81.5,48.7,0.82,717.0,18,80249.0,44.2,634.6,Afternoon,Component_C,2.6,2.0,Good
101783,M008,2024-07-10,1.5,9.2,5.3,1,80.5,52.4,4.47,358.0,11,33022.0,28.9,321.3,Morning,Component_B,8.2,0.9,Good
101784,M017,2024-06-06,8.3,12.1,11.5,4,66.5,47.2,4.75,481.0,14,50879.0,18.6,616.8,Night,Component_C,7.8,7.2,Good
101785,M023,2024-06-14,6.2,24.0,5.5,1,90.6,47.1,7.95,1087.0,64,121225.0,41.0,1005.7,Afternoon,Component_C,5.3,3.0,Good
101786,M017,2024-04-28,1.6,14.8,5.1,2,62.6,52.1,4.94,633.0,5,55716.0,29.0,612.5,Afternoon,Component_D,8.2,2.6,Good
101787,M007,2025-09-29,5.1,18.9,5.3,5,77.2,52.9,1.32,902.0,29,84591.0,55.3,670.6,Night,Component_B,7.3,2.7,Good
101788,M018,2025-11-25,3.7,13.4,3.4,1,64.8,47.7,4.91,457.0,12,43962.0,44.1,367.4,Morning,Component_B,8.0,2.1,Good
101789,M019,2025-02-12,7.0,7.6,4.9,4,51.7,55.2,4.81,275.0,10,21596.0,22.8,302.5,Afternoon,Component_B,7.8,3.8,Average
101790,M010,2024-02-14,10.0,15.3,7.8,1,76.3,56.4,5.59,573.0,21,58231.0,39.0,822.6,Morning,Component_D,6.2,5.2,Good
101791,M018,2024-07-08,1.0,14.9,5.3,3,95.2,50.1,9.25,594.0,33,65541.0,25.5,594.9,Afternoon,Component_C,4.2,1.5,Average
101792,M026,2024-05-14,6.3,14.4,3.0,2,71.4,75.6,3.53,606.0,22,56262.0,43.3,688.0,Morning,Component_C,4.2,3.3,Good
101793,M001,2024-06-03,5.5,15.5,2.7,4,54.1,58.0,3.33,604.0,22,60459.0,26.5,753.7,Morning,Component_D,5.4,0.6,Good
101794,M016,2024-08-17,8.0,17.1,3.9,3,74.7,56.1,5.34,591.0,19,68543.0,37.5,742.3,Night,Component_A,8.5,2.9,Good
101795,M005,2024-01-23,6.6,15.4,5.2,5,62.2,48.9,7.79,525.0,17,46684.0,32.6,625.5,Morning,Component_B,7.9,2.5,Good
101796,M029,2024-06-08,3.7,10.9,8.0,6,84.6,56.2,5.71,391.0,9,39258.0,24.2,335.5,Afternoon,Component_A,9.0,3.9,Good
101797,M008,2025-05-28,5.0,17.9,1.6,4,69.3,57.2,3.88,701.0,25,60603.0,38.6,660.4,Night,Component_C,9.3,0.8,Good
101798,M012,2024-07-21,3.6,8.2,4.2,5,50.7,55.0,6.27,324.0,6,27878.0,24.9,295.1,Night,Component_C,5.3,3.4,Good
101799,M022,2025-11-04,9.2,7.8,5.4,7,78.1,67.8,7.73,326.0,10,32642.0,14.4,335.4,Morning,Component_C,11.9,4.3,Good
101800,M020,2024-07-07,6.1,19.0,0.5,2,74.5,39.7,3.12,962.0,28,94873.0,60.6,519.3,Morning,Component_A,5.7,0.1,Good
101801,M013,2024-04-20,11.7,18.0,2.9,4,68.4,51.6,2.7,675.0,36,69745.0,57.9,630.0,Afternoon,Component_A,4.5,3.5,Good
101802,M026,2025-01-16,5.8,15.8,3.3,6,59.5,61.4,4.6,648.0,21,62300.0,39.2,663.1,Night,Component_B,7.0,2.9,Good
101803,M017,2024-09-22,3.9,10.4,3.0,3,93.5,46.9,5.04,412.0,17,42015.0,17.8,344.6,Night,Component_A,7.5,2.6,Good
101804,M010,2025-04-17,1.5,13.2,5.5,7,66.6,41.1,6.99,432.0,17,51833.0,35.0,407.9,Night,Component_D,3.8,3.0,Good
101805,M002,2025-10-03,1.0,14.9,4.6,6,82.8,50.3,3.66,665.0,9,73748.0,46.8,473.9,Morning,Component_D,5.5,3.3,Good
101806,M018,2024-03-21,1.2,9.6,3.6,3,66.4,64.4,5.22,443.0,11,44334.0,20.0,346.3,Afternoon,Component_B,4.7,3.3,Good
101807,M027,2024-06-05,6.8,13.0,6.1,1,80.2,47.1,7.3,574.0,25,58877.0,41.3,260.0,Afternoon,Component_B,6.4,2.7,Good
101808,M003,2024-07-28,7.5,18.6,9.3,2,72.6,51.8,4.9,918.0,27,83094.0,53.1,610.8,Night,Component_A,8.4,4.8,Good
101809,M018,2024-08-25,1.3,21.7,9.1,4,72.3,58.8,3.79,910.0,9,84277.0,75.4,992.6,Morning,Component_A,5.2,7.1,Good
101810,M020,2024-11-11,8.7,14.3,0.5,4,62.1,49.8,5.53,635.0,21,65016.0,45.0,597.9,Afternoon,Component_B,7.7,2.5,Average
101811,M020,2024-01-17,4.6,19.0,6.4,5,78.3,51.0,3.91,717.0,15,69058.0,36.2,795.0,Afternoon,Component_A,1.8,2.9,Good
101812,M021,2024-07-02,6.4,8.3,4.6,4,88.9,49.1,5.11,382.0,16,40834.0,19.9,206.8,Morning,Component_B,8.7,3.7,Good
101813,M025,2025-05-09,10.8,18.6,5.4,4,59.6,49.9,4.16,662.0,22,75472.0,31.8,666.8,Afternoon,Component_C,4.6,4.3,Good
101814,M003,2025-08-20,8.7,12.8,4.0,2,62.0,44.5,4.24,608.0,18,56832.0,21.0,491.9,Night,Component_C,4.6,5.0,Good
