Employee_ID,Age,Experience_Years,Monthly_Salary,Performance_Score,Training_Hours,Projects_Completed,Joining_Date,Department,Job_Level,Education_Level,Employment_Type,Work_Mode,Gender,Annual_Bonus,Performance_Review_Count,Leave_Days,Promoted
11445,38.0,10.2,27000.0,3.7,82.8,5,2016-03-16,Sales,Junior,Diploma,Full-Time,Hybrid,Female,1000,6,12,1
11446,30.0,5.7,100300.0,3.5,55.2,4,2017-09-22,Marketing,Mid,Diploma,Full-Time,Office,Female,6900,3,6,1
11447,31.0,6.4,75000.0,3.9,45.5,3,2020-10-12,HR,Lead,High School,Full-Time,Office,Male,3300,8,12,1
11448,40.0,18.3,45300.0,2.7,21.3,3,2015-01-05,Operations,Junior,Master,Full-Time,Hybrid,Male,4900,13,21,1
11449,45.0,24.4,90200.0,3.2,37.2,6,2020-10-20,Operations,Mid,High School,Part-Time,Remote,Male,6300,13,14,1
11450,35.0,17.5,49700.0,3.2,22.8,1,2024-06-30,IT,Mid,High School,Full-Time,Hybrid,Male,5300,12,12,1
11451,37.0,13.5,45800.0,3.7,47.3,5,2016-09-08,Marketing,Lead,High School,Part-Time,Hybrid,Female,6100,11,13,1
11452,49.0,25.5,66500.0,,37.1,4,2021-07-05,Sales,Lead,High School,Full-Time,Hybrid,Male,4900,14,12,1
11453,37.0,18.4,35900.0,4.0,18.1,6,2024-11-28,Marketing,Senior,Bachelor,Full-Time,Hybrid,Male,5300,10,12,1
11454,56.0,34.9,82800.0,4.2,36.2,6,2018-03-16,Sales,Junior,Bachelor,Full-Time,Office,Male,6100,17,10,1
11455,40.0,21.8,36100.0,2.7,22.3,8,2024-07-18,IT,Junior,Bachelor,Contract,Office,Female,1700,16,19,1
11456,21.0,0.0,36100.0,3.1,37.3,4,2021-07-24,Operations,Junior,High School,Full-Time,Hybrid,Male,3200,3,7,1
11457,41.0,15.5,38200.0,3.0,22.1,1,2015-12-31,Finance,Mid,Diploma,Full-Time,Office,Male,2700,12,13,1
11458,38.0,12.0,74500.0,5.0,35.4,7,2022-10-09,Operations,Junior,Bachelor,Full-Time,Hybrid,Male,2700,6,10,1
11459,45.0,18.3,43000.0,,46.3,9,2021-09-29,Sales,Mid,Master,Full-Time,Hybrid,Male,1000,11,6,1
11460,40.0,20.0,32100.0,4.6,34.2,2,2016-09-16,Sales,Junior,Bachelor,Full-Time,Office,Female,3700,12,9,1
11461,34.0,15.6,43200.0,2.5,29.1,5,2016-05-21,IT,Senior,High School,Full-Time,Office,Male,6100,10,7,1
11462,25.0,8.5,54300.0,2.7,38.0,6,2016-06-06,IT,Senior,High School,Full-Time,Remote,Female,4200,6,6,1
11463,33.0,13.5,34300.0,2.9,45.5,2,2016-12-06,HR,Mid,High School,Full-Time,Remote,Male,1000,9,14,0
11464,28.0,9.5,34700.0,2.8,18.4,10,2019-10-26,Operations,Lead,Bachelor,Full-Time,Hybrid,Female,4000,9,19,1
11465,30.0,6.3,128000.0,3.2,38.9,5,2015-09-07,Operations,Junior,Diploma,Full-Time,Hybrid,Female,17000,6,7,1
11466,40.0,14.5,39000.0,2.9,54.8,2,2017-06-19,IT,Junior,High School,Full-Time,Office,Male,2400,9,9,1
11467,48.0,28.6,48300.0,2.8,43.6,5,2015-09-06,Marketing,Junior,Master,Full-Time,Office,Male,2400,20,11,1
11468,38.0,17.3,47500.0,4.2,35.9,7,2018-10-06,Sales,Lead,High School,Full-Time,Hybrid,Male,3000,12,13,1
11469,25.0,3.3,46500.0,4.3,44.6,5,2018-07-16,Finance,Mid,Diploma,Full-Time,Remote,Female,6400,5,13,1
11470,39.0,18.2,70500.0,4.1,41.8,5,2022-12-11,IT,Lead,Diploma,Full-Time,Hybrid,Female,5200,11,15,1
11471,45.0,24.0,80400.0,3.8,46.3,3,2021-10-31,Sales,Junior,Diploma,Full-Time,Office,Male,8400,13,6,1
11472,30.0,11.9,48700.0,3.5,5.0,7,2020-01-01,Finance,Senior,High School,Full-Time,Hybrid,Female,1400,7,4,1
11473,34.0,15.9,33500.0,3.1,11.7,2,2020-10-31,HR,Mid,,Part-Time,Hybrid,Male,1900,10,7,1
11474,35.0,14.6,91600.0,2.7,50.1,11,2024-11-21,Marketing,Senior,Master,Part-Time,Remote,Male,4500,12,9,1
11475,29.0,9.5,52900.0,3.7,12.4,6,2024-07-10,HR,Lead,High School,Full-Time,Hybrid,Male,1500,7,10,1
11476,40.0,19.5,109900.0,2.6,41.0,5,2021-07-14,IT,Lead,Bachelor,Full-Time,Office,Male,3900,10,7,0
11477,34.0,10.6,22400.0,2.7,29.7,6,2018-01-08,Marketing,Senior,Bachelor,Contract,Office,Male,1700,7,12,1
11478,38.0,18.3,59500.0,4.2,20.1,4,2020-11-12,HR,Junior,Master,Full-Time,Office,Female,5500,11,14,1
11479,28.0,1.8,118500.0,4.7,40.2,4,2023-02-07,Sales,Mid,Bachelor,Contract,Office,Female,7200,5,16,1
11480,32.0,13.2,47800.0,3.7,38.0,5,2015-09-16,IT,Senior,Bachelor,Full-Time,Office,Male,3600,7,8,0
11481,41.0,15.4,50300.0,4.2,66.7,5,2015-05-02,Operations,Mid,Master,Full-Time,Hybrid,Female,6000,10,12,1
11482,32.0,10.9,61900.0,3.2,25.6,1,2018-02-21,HR,Senior,Bachelor,Full-Time,Office,Female,3200,7,17,0
11483,49.0,24.5,44000.0,,56.6,7,2022-01-26,Marketing,Junior,Bachelor,Full-Time,Remote,Female,1100,13,3,1
11484,32.0,11.7,48500.0,3.8,40.3,9,2023-03-20,Marketing,Junior,High School,Contract,Hybrid,Male,2600,9,9,1
11485,37.0,14.9,48000.0,3.8,25.1,6,2017-06-23,Operations,Mid,Bachelor,Full-Time,Remote,Male,6700,9,5,1
11486,42.0,15.2,42800.0,3.5,47.0,6,2017-08-04,Finance,Mid,Master,Full-Time,Office,Male,1000,11,13,1
11487,24.0,3.3,89900.0,3.2,43.5,3,2024-03-14,Marketing,Junior,High School,Full-Time,Remote,Female,3300,2,21,1
11488,,0.0,66100.0,4.1,35.5,6,2024-09-03,Marketing,Junior,Master,Contract,Hybrid,Female,1900,2,9,1
11489,23.0,3.6,60800.0,2.7,39.0,8,2020-11-09,IT,Mid,High School,Full-Time,Office,Male,4200,2,19,0
11490,45.0,23.0,76000.0,2.9,26.0,8,2017-11-13,Marketing,Senior,Master,Full-Time,Hybrid,Female,7900,12,17,0
11491,31.0,10.2,49500.0,2.7,22.6,8,2023-09-14,Finance,Junior,Diploma,Full-Time,Office,Female,6800,5,12,1
11492,55.0,30.1,40400.0,3.5,46.4,6,2015-02-21,Marketing,Lead,High School,Part-Time,Office,Male,5000,18,10,1
11493,30.0,6.2,43200.0,,31.6,4,2022-07-21,Finance,Junior,High School,Full-Time,Hybrid,Female,2300,6,9,1
11494,36.0,12.6,55000.0,2.9,33.8,3,2015-10-21,Sales,Senior,High School,Full-Time,Hybrid,Female,5600,7,20,0
11495,47.0,27.6,36000.0,2.9,39.2,5,2021-06-05,Finance,Junior,Master,Full-Time,Remote,Female,3800,14,8,1
11496,51.0,34.0,45000.0,3.2,39.0,5,2021-07-20,IT,Mid,Diploma,Full-Time,Remote,Male,1400,18,14,1
11497,51.0,26.6,44700.0,2.4,13.6,3,2018-11-06,HR,Mid,High School,Full-Time,Hybrid,Male,3400,13,8,0
11498,45.0,26.2,128700.0,3.5,54.3,4,2019-05-11,Operations,Mid,Diploma,Contract,Remote,Female,7800,15,4,1
11499,43.0,14.5,18100.0,4.3,36.8,6,2021-02-19,HR,Senior,Bachelor,Part-Time,Office,Female,700,7,8,1
11500,40.0,14.4,51200.0,3.5,32.0,4,2024-12-07,Sales,Senior,High School,Contract,Office,Female,1400,13,20,1
11501,41.0,16.1,109700.0,4.5,41.5,6,2021-10-19,IT,Junior,Bachelor,Full-Time,Office,Female,2600,11,18,0
11502,31.0,4.9,57700.0,4.3,38.5,3,2021-08-29,Sales,Senior,High School,Full-Time,Office,Female,7600,6,10,0
11503,28.0,1.2,74300.0,3.9,46.5,3,2017-05-04,Sales,Mid,Diploma,Full-Time,Hybrid,Female,4700,4,26,0
11504,35.0,14.2,57200.0,3.5,43.1,4,2017-01-20,Marketing,Senior,Bachelor,Full-Time,Remote,Female,4800,9,19,0
11505,34.0,11.4,42100.0,3.4,45.8,5,2018-10-27,Marketing,Mid,Master,Contract,Office,Female,2400,8,9,1
11506,31.0,10.1,22400.0,3.9,55.3,3,2021-06-25,IT,Junior,High School,Contract,Hybrid,Male,900,5,11,1
11507,41.0,21.1,59700.0,3.1,48.3,9,2015-08-27,HR,Senior,High School,Part-Time,Office,Male,3200,11,11,1
11508,43.0,21.8,40300.0,2.1,32.6,3,2021-09-05,Finance,Lead,Diploma,Full-Time,Hybrid,Female,1700,13,9,1
11509,36.0,16.0,39900.0,3.7,18.2,4,2020-07-10,Marketing,Junior,Master,Full-Time,Office,Female,4700,10,15,1
11510,47.0,24.8,45000.0,2.6,60.0,5,2020-05-16,IT,Mid,High School,Full-Time,Office,Female,6200,16,14,0
11511,26.0,0.4,110500.0,2.7,31.4,1,2022-05-19,IT,Mid,Bachelor,Part-Time,Office,Male,8500,1,15,0
11512,33.0,14.2,143900.0,3.4,27.9,2,2024-03-10,HR,Junior,Master,Full-Time,Remote,Female,18300,7,15,1
11513,29.0,5.2,60000.0,3.3,8.9,5,2020-08-22,IT,Senior,Master,Full-Time,Office,Female,4500,7,14,1
11514,21.0,0.0,45700.0,2.4,40.1,6,2024-06-18,Operations,Junior,Diploma,Full-Time,Office,Female,3600,4,7,1
11515,34.0,11.5,34300.0,3.5,37.2,3,2016-06-24,IT,Lead,Bachelor,Part-Time,Remote,Male,2800,8,11,0
11516,34.0,9.3,66300.0,4.1,12.3,5,2022-06-30,HR,Senior,Bachelor,Full-Time,Hybrid,Male,8400,6,12,1
11517,47.0,23.7,112200.0,2.6,41.8,5,2018-08-09,Marketing,Lead,High School,Full-Time,Hybrid,Female,15900,12,11,1
11518,40.0,19.0,49800.0,4.3,27.5,6,2021-04-23,HR,Mid,High School,Contract,Remote,Female,5800,12,16,1
11519,27.0,6.0,21200.0,2.3,75.4,1,2015-04-18,Sales,Junior,Master,Full-Time,Office,Female,2900,5,12,0
11520,50.0,25.3,71900.0,4.9,26.5,6,2019-05-24,Marketing,Mid,Master,Full-Time,Office,Male,7400,13,19,1
11521,45.0,21.5,81600.0,3.1,28.5,5,2020-03-23,Sales,Mid,Diploma,Full-Time,Hybrid,Male,10500,15,11,1
11522,40.0,21.2,29200.0,3.5,21.9,7,2021-02-08,IT,Lead,Master,Full-Time,Hybrid,Female,2700,12,20,1
11523,33.0,12.5,59000.0,2.1,54.2,2,2016-01-02,Sales,Senior,Diploma,Full-Time,Office,Female,7100,8,11,0
11524,27.0,11.2,65900.0,3.4,29.4,2,2023-05-26,HR,Mid,Diploma,Full-Time,Hybrid,Male,7400,6,13,1
11525,32.0,13.5,53400.0,3.6,24.1,3,2017-04-10,HR,Senior,Bachelor,Full-Time,Remote,Male,6300,8,13,0
11526,44.0,25.4,40100.0,3.3,45.6,2,2024-11-14,Finance,Lead,Bachelor,Full-Time,Office,Male,2000,15,5,1
11527,50.0,23.8,82600.0,3.0,14.3,4,2022-12-19,Operations,Senior,Master,Full-Time,Office,Female,3300,15,5,1
11528,47.0,27.3,46800.0,2.7,44.4,3,2024-11-03,IT,Senior,Master,Full-Time,Hybrid,Male,4900,16,13,1
11529,31.0,8.8,30400.0,4.2,61.7,5,2024-03-10,HR,Mid,Bachelor,Contract,Office,Male,2500,6,6,1
11530,26.0,2.3,24200.0,3.4,43.5,5,2022-12-31,Marketing,Mid,Master,Contract,Hybrid,Male,2900,2,15,0
11531,36.0,14.5,91100.0,4.5,44.6,5,2024-02-13,HR,Senior,Bachelor,Full-Time,Hybrid,Female,3600,7,20,1
11532,21.0,1.8,70400.0,3.0,48.1,7,2015-06-22,Marketing,Senior,High School,Part-Time,Remote,Female,10100,4,8,0
11533,38.0,17.5,57000.0,3.1,60.6,4,2019-10-07,IT,Junior,Master,Full-Time,Hybrid,Female,6400,13,10,0
11534,34.0,9.4,46100.0,4.0,53.1,4,2022-09-08,Operations,Mid,Diploma,Part-Time,Hybrid,Male,1100,9,0,0
11535,31.0,11.2,44500.0,2.3,41.6,3,2022-09-19,Finance,Senior,High School,Full-Time,Office,Male,4200,6,2,1
11536,22.0,0.0,35800.0,2.6,48.6,6,2018-09-15,Finance,Senior,High School,Full-Time,Office,Female,2200,3,15,0
11537,39.0,17.7,46300.0,4.2,21.7,4,2016-03-27,Sales,Mid,Master,Contract,Office,Male,2600,10,12,1
11538,31.0,8.1,23600.0,2.6,46.6,5,2020-08-06,HR,Mid,Bachelor,Full-Time,Office,Female,3200,6,8,0
11539,26.0,3.3,41000.0,2.1,19.9,5,2016-04-15,IT,Mid,Diploma,Full-Time,Remote,Male,5300,4,0,0
11540,21.0,1.3,48600.0,4.7,29.5,7,2018-01-09,Sales,Mid,Bachelor,Full-Time,Office,Female,1000,2,10,1
11541,35.0,9.9,70200.0,2.4,5.0,3,2015-11-17,IT,Mid,Master,Contract,Remote,Female,3100,6,13,1
11542,49.0,32.8,54100.0,3.5,41.0,7,2016-03-16,IT,Lead,Bachelor,Full-Time,Remote,Female,6100,18,18,1
11543,48.0,20.5,75600.0,3.4,25.3,3,2021-09-12,Sales,Senior,Master,Full-Time,Hybrid,Male,9800,11,10,0
11544,31.0,7.2,94300.0,1.4,51.7,6,2021-02-13,IT,Senior,Master,Full-Time,Remote,Female,10700,7,25,0
11545,30.0,9.1,84000.0,3.2,40.9,6,2024-08-10,Sales,Junior,Diploma,Contract,Remote,Female,7400,8,10,1
11546,39.0,18.8,66400.0,3.7,51.9,3,2017-06-03,Operations,Senior,Master,Full-Time,Hybrid,Male,9800,10,6,1
11547,27.0,4.7,,3.6,18.7,5,2020-04-05,HR,Mid,Diploma,Full-Time,Hybrid,Male,6800,5,20,1
11548,37.0,14.8,37200.0,4.0,50.6,4,2022-12-07,Sales,Mid,High School,Full-Time,Remote,Male,3000,9,19,1
11549,41.0,20.2,73900.0,3.1,66.6,7,2024-08-20,HR,Junior,Bachelor,Full-Time,Remote,Male,7100,14,19,1
11550,45.0,22.3,107700.0,3.9,46.5,6,2017-01-12,Finance,Mid,Master,Full-Time,Office,Female,2800,12,21,1
11551,34.0,16.2,63100.0,2.9,46.9,4,2019-02-02,Sales,Mid,Bachelor,Full-Time,Hybrid,Female,9200,10,15,1
11552,33.0,13.5,118400.0,2.4,37.5,3,2024-11-20,Operations,Junior,Bachelor,Full-Time,Hybrid,Female,8000,10,9,0
11553,28.0,8.6,29900.0,2.5,27.1,4,2022-12-19,Finance,Senior,Diploma,Full-Time,Hybrid,Male,3200,5,2,1
11554,28.0,3.1,34700.0,2.4,46.4,3,2024-09-02,Sales,Mid,,Full-Time,Office,Female,3700,8,11,1
11555,33.0,10.8,77400.0,4.1,12.4,10,2020-08-01,IT,Senior,Bachelor,Part-Time,Hybrid,Male,2100,7,7,1
11556,38.0,15.1,61100.0,2.3,28.7,4,2022-01-06,Finance,Mid,Bachelor,Full-Time,Office,Female,3300,13,11,0
11557,42.0,17.0,93000.0,3.6,8.4,1,2018-06-14,Marketing,Mid,Master,Full-Time,Hybrid,Male,9800,10,1,1
11558,29.0,8.1,54700.0,3.2,24.4,3,2015-06-30,Marketing,Mid,Bachelor,Full-Time,Hybrid,Male,7600,7,4,1
11559,47.0,23.4,38900.0,3.3,44.6,4,2016-02-14,Marketing,Lead,High School,Full-Time,Hybrid,Male,4700,15,14,1
11560,33.0,13.0,50500.0,4.4,42.6,4,2022-01-07,Finance,Lead,Diploma,Part-Time,Hybrid,Male,4800,12,14,1
11561,35.0,9.8,29800.0,3.1,35.8,4,2017-06-30,HR,Mid,High School,Contract,Office,Male,1500,6,10,1
11562,29.0,12.2,35000.0,3.8,37.6,5,2022-12-17,Sales,Senior,Diploma,Full-Time,Office,Female,5000,8,4,1
11563,21.0,0.0,81200.0,3.4,6.7,5,2023-08-10,IT,Lead,Bachelor,Part-Time,Hybrid,Male,5900,1,13,0
11564,42.0,20.7,78000.0,3.3,29.4,7,2021-02-07,IT,Lead,Diploma,Full-Time,Office,Male,3100,13,10,1
11565,41.0,21.4,63600.0,5.0,24.8,5,2020-11-21,Finance,Junior,Master,Full-Time,Hybrid,Female,1500,12,9,1
11566,33.0,9.3,27600.0,2.4,25.1,11,2024-02-26,Marketing,Mid,Master,Contract,Remote,Male,4000,6,18,1
11567,36.0,16.6,47700.0,4.3,44.0,4,2021-05-23,Operations,Senior,High School,Full-Time,Office,Female,5800,8,19,1
11568,39.0,13.3,33700.0,3.9,22.1,3,2020-11-04,IT,Junior,Master,Full-Time,Office,Female,1600,7,14,1
11569,22.0,4.4,88100.0,3.1,25.9,4,2016-01-21,Operations,Senior,Bachelor,Contract,Hybrid,Male,3400,3,14,1
11570,31.0,9.0,43500.0,4.5,5.0,1,2023-08-11,Operations,Mid,High School,Full-Time,Hybrid,Female,6300,6,19,1
11571,41.0,17.2,35600.0,2.1,30.6,6,2016-08-25,IT,Mid,High School,Part-Time,Office,Male,1800,11,11,1
11572,25.0,2.1,55700.0,3.0,18.7,7,2024-04-04,HR,Junior,High School,Full-Time,Office,Male,4500,5,9,0
11573,37.0,17.4,42600.0,2.6,36.2,1,2022-07-09,IT,Mid,Master,Full-Time,Office,Male,4200,13,12,0
11574,24.0,0.2,99600.0,3.7,20.7,5,2016-03-18,IT,Junior,Diploma,Full-Time,Hybrid,Female,2800,2,16,0
11575,39.0,14.8,41000.0,2.6,36.6,6,2020-04-25,Sales,Lead,Master,Full-Time,Hybrid,Male,2700,14,13,0
11576,35.0,12.3,31400.0,3.7,32.8,4,2024-01-21,IT,Mid,High School,Full-Time,Remote,Female,4500,8,1,0
11577,22.0,0.0,23200.0,3.3,60.1,3,2022-03-17,Sales,Junior,Diploma,Full-Time,Hybrid,Male,2600,3,17,0
11578,44.0,27.5,54300.0,3.1,42.5,3,2019-10-27,Marketing,Junior,High School,Full-Time,Hybrid,Male,3700,15,14,1
11579,29.0,5.3,43900.0,3.7,7.4,3,2024-01-15,HR,Mid,High School,Full-Time,Office,Male,5400,4,14,1
11580,29.0,9.5,,3.2,16.0,4,2021-04-20,Operations,Mid,Diploma,Part-Time,Remote,Male,4000,7,16,1
11581,37.0,15.6,88500.0,2.6,35.8,6,2023-03-19,IT,Senior,Diploma,Contract,Hybrid,Female,3500,10,11,1
11582,44.0,19.0,71800.0,5.0,21.1,3,2015-12-21,HR,Lead,High School,Full-Time,Hybrid,Male,6900,16,13,1
11583,27.0,5.0,54400.0,3.1,5.0,4,2019-11-21,Operations,Mid,High School,Contract,Hybrid,Male,3700,4,16,0
11584,35.0,15.4,94900.0,1.8,55.2,6,2024-10-06,HR,Mid,Master,Full-Time,Office,Male,8200,9,15,0
11585,38.0,15.4,71700.0,2.8,45.8,5,2021-09-23,Operations,Mid,Master,Full-Time,Hybrid,Male,5800,10,7,1
11586,41.0,22.6,39600.0,,42.8,7,2023-12-15,Operations,Mid,Master,Full-Time,Remote,Male,3400,12,11,1
11587,36.0,17.1,36300.0,4.0,25.9,5,2021-10-12,HR,Mid,Bachelor,Full-Time,Office,Male,3200,10,9,0
11588,32.0,12.8,76300.0,3.6,41.4,1,2019-11-08,Finance,Mid,,Full-Time,Hybrid,Female,2200,8,11,0
11589,28.0,4.6,64400.0,3.7,24.4,8,2016-04-19,Sales,Mid,Master,Contract,Office,Female,2800,3,18,1
11590,36.0,10.8,58900.0,3.1,38.1,6,2022-03-20,Operations,Junior,High School,Part-Time,Remote,Female,5500,8,17,1
11591,26.0,2.2,39200.0,3.2,21.2,4,2023-04-13,Operations,Mid,Bachelor,Full-Time,Remote,Male,5600,2,16,0
11592,21.0,0.0,70100.0,3.1,57.7,10,2023-02-12,Operations,Junior,Master,Full-Time,Office,Male,8200,1,6,1
11593,38.0,17.6,40700.0,3.3,11.4,3,2021-07-17,Operations,Junior,Master,Full-Time,Hybrid,Male,2100,11,10,1
11594,42.0,13.5,52800.0,4.0,53.5,5,2021-11-26,HR,Mid,High School,Full-Time,Office,Female,3500,7,0,0
11595,21.0,0.0,98100.0,3.6,35.6,6,2020-01-05,Operations,Mid,High School,Full-Time,Office,Female,6200,1,12,0
11596,27.0,5.5,42200.0,3.8,27.7,5,2021-09-10,Marketing,Junior,Diploma,Full-Time,Hybrid,Male,5100,4,11,1
11597,40.0,17.2,29300.0,3.7,37.5,7,2018-12-20,IT,Junior,Diploma,Full-Time,Hybrid,Female,4300,12,10,0
11598,51.0,32.9,36100.0,4.0,46.0,6,2017-12-04,Operations,Mid,Master,Full-Time,Office,Female,2400,20,18,1
11599,35.0,14.3,81900.0,3.6,55.5,3,2024-05-07,HR,Junior,Diploma,Full-Time,Office,Male,1800,9,9,1
11600,29.0,10.9,60900.0,3.7,39.7,8,2022-07-01,Operations,Lead,Master,Part-Time,Hybrid,Male,8600,7,14,1
11601,34.0,11.4,52200.0,4.2,21.6,6,2017-01-03,HR,Senior,High School,Full-Time,Remote,Female,6200,9,19,1
11602,46.0,26.8,44900.0,2.9,35.8,7,2017-11-06,Operations,Senior,Diploma,Full-Time,Office,Female,5800,15,13,1
11603,30.0,12.9,66800.0,2.8,62.3,6,2021-03-16,IT,Mid,Master,Full-Time,Hybrid,Male,3100,8,17,0
11604,29.0,10.9,39200.0,2.6,55.2,4,2016-08-18,Operations,Lead,High School,Full-Time,Office,Female,4100,7,15,1
11605,31.0,5.7,62200.0,3.5,48.6,6,2015-07-10,Marketing,Senior,Master,Full-Time,Hybrid,Female,3100,3,9,0
11606,27.0,4.2,41100.0,2.1,46.9,6,2024-06-24,Operations,Mid,Bachelor,Full-Time,Office,Male,900,4,14,0
11607,36.0,13.0,38400.0,3.7,45.5,4,2024-08-11,Operations,Mid,Diploma,Part-Time,Office,Male,1600,8,21,1
11608,48.0,27.5,42600.0,3.3,52.4,3,2016-10-05,HR,Mid,Bachelor,Full-Time,Office,Female,6000,16,11,1
11609,38.0,18.1,47300.0,4.2,28.2,6,2024-10-08,HR,Mid,High School,Full-Time,Hybrid,Female,2300,11,11,1
11610,33.0,8.5,53900.0,2.9,14.7,2,2019-12-28,Operations,Senior,Master,Full-Time,Office,Male,5200,7,13,1
11611,33.0,11.2,60400.0,3.3,36.0,7,2015-04-04,Marketing,Mid,Master,Full-Time,Office,Male,8800,6,30,0
11612,22.0,0.0,18000.0,4.2,22.7,6,2018-01-23,HR,Senior,High School,Contract,Office,Male,500,5,9,1
11613,42.0,24.3,39800.0,4.4,19.2,2,2019-07-26,Marketing,Junior,Bachelor,Part-Time,Office,Female,5000,16,11,1
11614,34.0,10.5,47000.0,2.9,24.2,6,2018-01-10,HR,Lead,Master,Full-Time,Hybrid,Female,4600,5,11,1
11615,34.0,12.2,100400.0,3.5,72.3,3,2015-12-06,IT,Junior,Bachelor,Full-Time,Hybrid,Male,6200,7,10,1
11616,60.0,35.0,35700.0,3.6,37.0,5,2022-10-26,Marketing,Lead,Bachelor,Full-Time,Remote,Female,2400,20,12,1
11617,37.0,18.4,58700.0,3.7,40.4,6,2021-08-04,IT,Mid,Bachelor,Full-Time,Office,Female,1400,9,5,1
11618,29.0,0.0,100000.0,3.2,16.7,3,2020-07-29,IT,Mid,Diploma,Full-Time,Remote,Male,5300,1,8,0
11619,32.0,10.0,32500.0,4.3,7.3,6,2020-11-29,HR,Mid,Bachelor,Contract,Office,Female,2400,6,8,1
11620,44.0,21.7,64400.0,2.1,22.7,7,2015-10-30,Marketing,Mid,Diploma,Part-Time,Office,Female,7300,13,6,1
11621,36.0,12.6,39900.0,3.1,56.6,4,2020-01-16,Finance,Senior,Bachelor,Full-Time,Remote,Female,2200,11,16,1
11622,23.0,6.2,44900.0,3.7,40.0,3,2020-04-26,IT,Junior,Bachelor,Full-Time,Hybrid,Female,4300,5,17,0
11623,42.0,17.3,39900.0,3.7,44.0,9,2015-02-20,IT,Junior,Diploma,Full-Time,Office,Male,4600,10,15,1
11624,30.0,10.3,41000.0,4.3,46.1,7,2017-03-16,IT,Junior,Master,Full-Time,Remote,Female,4500,8,11,1
11625,50.0,29.1,163400.0,4.2,26.1,6,2020-04-12,HR,Mid,Master,Contract,Hybrid,Male,15800,16,8,1
11626,44.0,25.8,77100.0,3.2,55.8,11,2016-12-01,HR,Mid,High School,Full-Time,Remote,Female,7400,18,13,1
11627,31.0,7.0,85500.0,4.3,25.5,1,2016-10-22,IT,Mid,High School,Full-Time,Office,Female,9700,6,10,1
11628,45.0,20.8,67000.0,2.9,56.1,7,2019-12-06,Operations,Lead,Master,Full-Time,Remote,Male,4300,11,5,1
11629,36.0,17.3,28900.0,4.1,41.6,7,2020-03-22,HR,Senior,High School,Full-Time,Hybrid,Female,2300,10,20,1
11630,42.0,21.3,64400.0,4.7,8.2,4,2018-07-28,HR,Senior,Master,Full-Time,Hybrid,Female,9400,15,2,1
11631,39.0,12.4,84500.0,,23.8,4,2018-02-10,HR,Mid,High School,Full-Time,Office,Female,9000,8,19,0
11632,28.0,4.4,39100.0,3.5,8.2,2,2015-02-05,Sales,Junior,Master,Part-Time,Office,Female,3400,3,7,0
11633,30.0,9.2,80900.0,3.2,52.4,6,2016-09-14,Marketing,Mid,Diploma,Part-Time,Hybrid,Female,7700,8,10,1
11634,43.0,23.5,72900.0,2.3,34.6,5,2022-06-23,HR,Junior,High School,Contract,Hybrid,Female,2400,12,13,0
11635,32.0,8.0,115400.0,3.6,5.0,6,2023-08-16,Sales,Junior,Diploma,Full-Time,Hybrid,Female,11200,4,19,1
11636,32.0,1.3,46500.0,2.6,40.6,9,2022-12-06,Sales,Mid,Diploma,Contract,Hybrid,Male,6000,4,10,0
11637,27.0,6.6,35500.0,2.8,26.9,6,2019-04-13,HR,Senior,Diploma,Full-Time,Hybrid,Male,3100,8,9,0
11638,38.0,12.3,47600.0,2.6,12.7,6,2023-03-27,Operations,Senior,Diploma,Part-Time,Hybrid,Male,2000,9,23,1
11639,52.0,23.9,97700.0,3.1,60.2,7,2020-09-23,Sales,Lead,Diploma,Full-Time,Hybrid,Female,7600,14,16,1
11640,26.0,0.0,26500.0,3.4,36.6,6,2017-05-22,Finance,Junior,Bachelor,Contract,Office,Male,1500,2,18,1
11641,35.0,15.4,24000.0,3.6,30.6,8,2023-03-19,Sales,Mid,Diploma,Full-Time,Hybrid,Female,1600,10,22,1
11642,46.0,24.4,57000.0,3.0,29.0,2,2018-08-20,Marketing,Senior,High School,Part-Time,Hybrid,Female,2800,15,14,0
11643,34.0,11.3,46100.0,4.1,12.3,5,2018-11-16,Sales,Mid,Diploma,Full-Time,Remote,Male,2900,7,15,0
11644,39.0,21.2,55200.0,3.3,15.4,10,2022-05-25,HR,Mid,High School,Full-Time,Hybrid,Female,7000,13,13,0
11645,27.0,6.9,80300.0,2.8,54.3,3,2020-08-24,Operations,Senior,Diploma,Full-Time,Remote,Male,9500,4,19,1
11646,38.0,20.8,44100.0,3.6,27.9,6,2022-05-11,IT,Mid,High School,Full-Time,Office,Male,3700,12,10,1
11647,34.0,7.8,26000.0,4.8,35.3,6,2015-06-16,Finance,Lead,Diploma,Full-Time,Office,Male,3200,5,9,1
11648,43.0,20.9,124600.0,3.6,5.0,7,2019-08-16,Sales,Junior,Master,Full-Time,Hybrid,Male,18300,10,16,1
11649,44.0,17.1,36900.0,3.1,15.2,3,2015-03-04,Operations,Senior,Bachelor,Full-Time,Hybrid,Female,2700,13,12,0
11650,56.0,33.3,36000.0,2.3,44.1,10,2024-12-21,Finance,Junior,High School,Full-Time,Hybrid,Male,5300,18,12,1
11651,40.0,17.3,85500.0,3.2,40.7,4,2015-07-22,Marketing,Junior,High School,Contract,Hybrid,Male,4400,10,8,1
